"cutoff"	"method"	"fit"	"se"	"lower"	"upper"
0	"seurat"	0.578478761774468	0.127543894113442	0.329850886501213	0.792805982438383
0.05	"seurat"	0.546304046480098	0.129599644919387	0.301683767504492	0.770438619828872
0.1	"seurat"	0.513737831319166	0.130588349881755	0.274918084739584	0.746445113376274
0.15	"seurat"	0.481054550617287	0.130476599236732	0.249661986196289	0.720869689641278
0.2	"seurat"	0.448532602121738	0.129267977689052	0.225987922575145	0.693791070079133
0.25	"seurat"	0.416444926956337	0.127002817872803	0.203934645246231	0.665324279851807
0.5	"seurat"	0.270655205469033	0.103288457872256	0.117424819176975	0.508610128199188
0.75	"seurat"	0.161756412325082	0.0711809391857298	0.0645043590524893	0.350671096350869
0	"scvi"	0.643411186828901	0.120068642124393	0.392763362761331	0.83425831148161
0.05	"scvi"	0.574125621225586	0.127897850910632	0.325910653215651	0.789870832676259
0.1	"scvi"	0.501801729012439	0.130726365965062	0.265438292875128	0.737362621644577
0.15	"scvi"	0.429402362053788	0.12809430517382	0.21262609362249	0.677124470147816
0.2	"scvi"	0.359902632229413	0.120427522378866	0.167902135479385	0.610400314481591
0.25	"scvi"	0.29581983560179	0.108897452015852	0.131005915411241	0.539300408262286
0.5	"scvi"	0.0890923592293789	0.0425079235391162	0.033843391550877	0.214509610803738
0.75	"scvi"	0.0222643577830272	0.0114586893384811	0.00804874161499814	0.0600670978857592
