"cutoff"	"method"	"fit"	"se"	"lower"	"upper"
0	"seurat"	0.352616895197997	0.0655137894951996	0.236759943899426	0.488855284114069
0.05	"seurat"	0.338655322043248	0.0640075657024109	0.22619816994101	0.472856638938446
0.1	"seurat"	0.324969056482479	0.0624864432597541	0.215886058902511	0.457042776151315
0.15	"seurat"	0.311575317896267	0.0609564115906262	0.205832975734155	0.441444697552833
0.2	"seurat"	0.298489508400514	0.0594229146857828	0.196047442513613	0.426090839249357
0.25	"seurat"	0.285725185444544	0.0578908379881556	0.186537084687564	0.411006922447902
0.5	"seurat"	0.22707202887507	0.0503846891377314	0.143311483274099	0.340339143466601
0.75	"seurat"	0.177467594755913	0.0433551599447108	0.107530279891892	0.278687858986359
0	"scvi"	0.13101006257901	0.0327785627073419	0.0789392159980113	0.209611806327605
0.05	"scvi"	0.120256089288259	0.0303421639817932	0.0722514895917827	0.19350304609249
0.1	"scvi"	0.110272839099238	0.0280572030326563	0.0660554644234144	0.178434201463314
0.15	"scvi"	0.101023193927208	0.0259211862100373	0.0603244941335587	0.164376610645568
0.2	"scvi"	0.0924687712875975	0.0239300620541734	0.0550321550783322	0.151294915011047
0.25	"scvi"	0.0845705738616325	0.022078579410747	0.050152435470757	0.139148614512894
0.5	"scvi"	0.053577677820792	0.0146846989286626	0.0310792924522936	0.0908358414867458
0.75	"scvi"	0.0335268839956619	0.00974821091882326	0.0188640883555001	0.058902636528822
