label	key	method	cutoff	reference	subsample_ref	f1_score_mean	f1_score_std	n_queries	precision_mean	precision_std	recall_mean	recall_std
Astrocyte	class	scvi_knn	0.0	whole cortex	100.0	0.904650868737821	0.18367296826095467	64	0.9237585899147892	0.1517239665225503	0.9100786398628891	0.1920279933292912
Astrocyte	class	scvi_knn	0.0	whole cortex	500.0	0.909807601569502	0.1827660629773426	64	0.933431128964079	0.14694934740567803	0.9099818906368828	0.1917813340642387
Astrocyte	class	scvi_knn	0.05	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	50.0	0.9043816677210289	0.1893867996018058	64	0.9211287603515776	0.15635182336065317	0.9102401706104782	0.19639628146974422
Astrocyte	class	scvi_knn	0.05	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	100.0	0.8548409770700094	0.20316167252256018	64	0.8259395712237375	0.20223245239010657	0.9221284680178353	0.19176595706964636
Astrocyte	class	scvi_knn	0.05	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	500.0	0.8733792901579549	0.19887446575159995	64	0.8579896921486189	0.19094549793396842	0.9198963251606924	0.1916765529913748
Astrocyte	class	scvi_knn	0.05	Single-cell RNA-seq for all cortical  hippocampal regions 10x	50.0	0.8869724909572498	0.1839981096057871	64	0.9411493890485487	0.14120290241118824	0.8609561873052344	0.200368371435291
Astrocyte	class	scvi_knn	0.05	Single-cell RNA-seq for all cortical  hippocampal regions 10x	100.0	0.897456384429683	0.1833785858656649	64	0.9232280467224444	0.15175513340677085	0.8988196731351723	0.19582986540083416
Astrocyte	class	scvi_knn	0.05	Single-cell RNA-seq for all cortical  hippocampal regions 10x	500.0	0.9127729142582182	0.18231008273043323	64	0.9399556783549854	0.13904641527320025	0.9098058224025716	0.19609346126450142
Astrocyte	class	scvi_knn	0.05	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	50.0	0.7364579922200474	0.2513534952759159	64	0.9968703427719822	0.017159537092464237	0.6375969292414242	0.27891499617102505
Astrocyte	class	scvi_knn	0.05	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	100.0	0.8124964232140645	0.20832985758317155	64	0.9972930295510941	0.015001259976881636	0.7257336210884489	0.23757819146253287
Astrocyte	class	scvi_knn	0.05	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	500.0	0.8391941541205441	0.19461162048860217	64	0.9974152191894128	0.014284794457201202	0.7602522988975678	0.22224061286815353
Astrocyte	class	scvi_knn	0.05	whole cortex	50.0	0.8965433616725242	0.18287554574688233	64	0.9294816810296687	0.1487218324061832	0.8907393589221666	0.1967413769512948
Astrocyte	class	scvi_knn	0.05	whole cortex	100.0	0.904650868737821	0.18367296826095467	64	0.9237585899147892	0.15172396652255032	0.9100786398628891	0.1920279933292912
Astrocyte	class	scvi_knn	0.05	whole cortex	500.0	0.909807601569502	0.18276606297734263	64	0.933431128964079	0.146949347405678	0.9099818906368828	0.19178133406423867
Astrocyte	class	scvi_knn	0.1	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	50.0	0.9043816677210289	0.18938679960180582	64	0.9211287603515776	0.15635182336065317	0.9102401706104782	0.1963962814697442
Astrocyte	class	scvi_knn	0.1	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	100.0	0.8548409770700094	0.20316167252256023	64	0.8259395712237375	0.20223245239010654	0.9221284680178353	0.19176595706964636
Astrocyte	class	scvi_knn	0.1	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	500.0	0.8733792901579549	0.19887446575159995	64	0.8579896921486189	0.19094549793396848	0.9198963251606924	0.1916765529913748
Astrocyte	class	scvi_knn	0.1	Single-cell RNA-seq for all cortical  hippocampal regions 10x	50.0	0.8869724909572498	0.18399810960578716	64	0.9411493890485487	0.1412029024111882	0.8609561873052344	0.20036837143529088
Astrocyte	class	scvi_knn	0.1	Single-cell RNA-seq for all cortical  hippocampal regions 10x	100.0	0.897456384429683	0.18337858586566497	64	0.9232280467224444	0.15175513340677085	0.8988196731351723	0.19582986540083414
Astrocyte	class	scvi_knn	0.1	Single-cell RNA-seq for all cortical  hippocampal regions 10x	500.0	0.9127729142582182	0.18231008273043317	64	0.9399556783549854	0.1390464152732002	0.9098058224025716	0.19609346126450145
Astrocyte	class	scvi_knn	0.1	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	50.0	0.7364579922200474	0.25135349527591594	64	0.9968703427719822	0.01715953709246424	0.6375969292414242	0.27891499617102494
Astrocyte	class	scvi_knn	0.1	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	100.0	0.8124964232140645	0.20832985758317152	64	0.9972930295510941	0.015001259976881636	0.7257336210884489	0.23757819146253287
Astrocyte	class	scvi_knn	0.1	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	500.0	0.8391941541205441	0.19461162048860217	64	0.9974152191894128	0.014284794457201195	0.7602522988975678	0.2222406128681535
Astrocyte	class	scvi_knn	0.1	whole cortex	50.0	0.8965433616725242	0.18287554574688225	64	0.9294816810296687	0.1487218324061831	0.8907393589221666	0.1967413769512948
Astrocyte	class	scvi_knn	0.1	whole cortex	100.0	0.904650868737821	0.18367296826095464	64	0.9237585899147892	0.15172396652255035	0.9100786398628891	0.1920279933292912
Astrocyte	class	scvi_knn	0.1	whole cortex	500.0	0.909807601569502	0.18276606297734266	64	0.933431128964079	0.14694934740567803	0.9099818906368828	0.19178133406423867
Astrocyte	class	scvi_knn	0.15	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	50.0	0.9043816677210289	0.1893867996018058	64	0.9211287603515776	0.1563518233606532	0.9102401706104782	0.19639628146974422
Astrocyte	class	scvi_knn	0.15	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	100.0	0.8548409770700094	0.20316167252256015	64	0.8259395712237375	0.2022324523901065	0.9221284680178353	0.19176595706964633
Astrocyte	class	scvi_knn	0.15	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	500.0	0.8733792901579549	0.19887446575159992	64	0.8579896921486189	0.1909454979339684	0.9198963251606924	0.1916765529913748
Astrocyte	class	scvi_knn	0.15	Single-cell RNA-seq for all cortical  hippocampal regions 10x	50.0	0.8869724909572498	0.1839981096057871	64	0.9411493890485487	0.1412029024111882	0.8609561873052344	0.20036837143529096
Astrocyte	class	scvi_knn	0.15	Single-cell RNA-seq for all cortical  hippocampal regions 10x	100.0	0.897456384429683	0.18337858586566497	64	0.9232280467224444	0.15175513340677083	0.8988196731351723	0.19582986540083414
Astrocyte	class	scvi_knn	0.15	Single-cell RNA-seq for all cortical  hippocampal regions 10x	500.0	0.9127729142582182	0.1823100827304332	64	0.9399556783549854	0.1390464152732002	0.9098058224025716	0.19609346126450145
Astrocyte	class	scvi_knn	0.15	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	50.0	0.7364579922200474	0.2513534952759159	64	0.9968703427719822	0.017159537092464237	0.6375969292414242	0.2789149961710251
Astrocyte	class	scvi_knn	0.15	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	100.0	0.8124964232140643	0.20832985758317155	64	0.9972930295510941	0.01500125997688162	0.7257336210884489	0.23757819146253284
Astrocyte	class	scvi_knn	0.15	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	500.0	0.8391941541205441	0.19461162048860214	64	0.9974152191894128	0.014284794457201207	0.7602522988975678	0.22224061286815355
Astrocyte	class	scvi_knn	0.15	whole cortex	50.0	0.8965433616725242	0.18287554574688233	64	0.9294816810296687	0.14872183240618317	0.8907393589221666	0.1967413769512948
Astrocyte	class	scvi_knn	0.15	whole cortex	100.0	0.904650868737821	0.1836729682609547	64	0.9237585899147892	0.15172396652255035	0.9100786398628891	0.19202799332929124
Astrocyte	class	scvi_knn	0.15	whole cortex	500.0	0.909807601569502	0.18276606297734266	64	0.933431128964079	0.14694934740567803	0.9099818906368828	0.19178133406423867
Astrocyte	class	scvi_knn	0.2	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	50.0	0.9043816677210289	0.1893867996018057	64	0.9211287603515776	0.1563518233606532	0.9102401706104782	0.19639628146974417
Astrocyte	class	scvi_knn	0.2	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	100.0	0.8548409770700094	0.2031616725225602	64	0.8259395712237375	0.20223245239010657	0.9221284680178353	0.19176595706964636
Astrocyte	class	scvi_knn	0.2	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	500.0	0.8733792901579549	0.19887446575159995	64	0.8579896921486189	0.19094549793396845	0.9198963251606924	0.1916765529913748
Astrocyte	class	scvi_knn	0.2	Single-cell RNA-seq for all cortical  hippocampal regions 10x	50.0	0.8876488978836568	0.18416021036067978	64	0.9423518902510498	0.14059117372095178	0.8609561873052344	0.20036837143529096
Astrocyte	class	scvi_knn	0.2	Single-cell RNA-seq for all cortical  hippocampal regions 10x	100.0	0.897456384429683	0.18337858586566497	64	0.9232280467224444	0.15175513340677085	0.8988196731351724	0.19582986540083416
Astrocyte	class	scvi_knn	0.2	Single-cell RNA-seq for all cortical  hippocampal regions 10x	500.0	0.9127729142582182	0.1823100827304332	64	0.9399556783549854	0.13904641527320016	0.9098058224025716	0.19609346126450145
Astrocyte	class	scvi_knn	0.2	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	50.0	0.7364579922200474	0.2513534952759159	64	0.9968703427719822	0.017159537092464244	0.6375969292414242	0.2789149961710249
Astrocyte	class	scvi_knn	0.2	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	100.0	0.8118663828914837	0.20858268133785743	64	0.9972930295510941	0.015001259976881634	0.7249523710884489	0.2380798956966732
Astrocyte	class	scvi_knn	0.2	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	500.0	0.8391941541205441	0.19461162048860214	64	0.9974152191894128	0.014284794457201204	0.7602522988975678	0.22224061286815353
Astrocyte	class	scvi_knn	0.2	whole cortex	50.0	0.8965433616725242	0.1828755457468824	64	0.9294816810296687	0.14872183240618317	0.8907393589221666	0.1967413769512948
Astrocyte	class	scvi_knn	0.2	whole cortex	100.0	0.904650868737821	0.18367296826095467	64	0.9237585899147892	0.15172396652255035	0.9100786398628891	0.1920279933292912
Astrocyte	class	scvi_knn	0.2	whole cortex	500.0	0.909807601569502	0.18276606297734263	64	0.933431128964079	0.146949347405678	0.9099818906368828	0.19178133406423864
Astrocyte	class	scvi_knn	0.25	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	50.0	0.9053007853680878	0.18971066581461501	64	0.9228924287819128	0.15660875049715034	0.9102401706104782	0.1963962814697442
Astrocyte	class	scvi_knn	0.25	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	100.0	0.8548409770700094	0.20316167252256018	64	0.8259395712237375	0.20223245239010657	0.9221284680178353	0.19176595706964636
Astrocyte	class	scvi_knn	0.25	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	500.0	0.8750788210015075	0.1980098438921362	64	0.8606282429238156	0.18869442359261326	0.9198963251606924	0.19167655299137476
Astrocyte	class	scvi_knn	0.25	Single-cell RNA-seq for all cortical  hippocampal regions 10x	50.0	0.8898110025273791	0.18349250282442098	64	0.9474743095891555	0.13889211385180916	0.8609561873052343	0.20036837143529096
Astrocyte	class	scvi_knn	0.25	Single-cell RNA-seq for all cortical  hippocampal regions 10x	100.0	0.897456384429683	0.18337858586566497	64	0.9232280467224444	0.1517551334067708	0.8988196731351724	0.1958298654008342
Astrocyte	class	scvi_knn	0.25	Single-cell RNA-seq for all cortical  hippocampal regions 10x	500.0	0.9127729142582182	0.18231008273043323	64	0.9399556783549854	0.13904641527320025	0.9098058224025716	0.19609346126450142
Astrocyte	class	scvi_knn	0.25	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	50.0	0.7364579922200474	0.25135349527591594	64	0.9968703427719822	0.01715953709246425	0.6375969292414242	0.278914996171025
Astrocyte	class	scvi_knn	0.25	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	100.0	0.8109735257486266	0.2085080841804465	64	0.9972930295510941	0.015001259976881655	0.7236502877551155	0.23816859597947454
Astrocyte	class	scvi_knn	0.25	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	500.0	0.8391941541205441	0.1946116204886022	64	0.9974152191894128	0.014284794457201202	0.7602522988975678	0.2222406128681535
Astrocyte	class	scvi_knn	0.25	whole cortex	50.0	0.8965433616725242	0.1828755457468823	64	0.9294816810296687	0.14872183240618317	0.8907393589221666	0.19674137695129482
Astrocyte	class	scvi_knn	0.25	whole cortex	100.0	0.904650868737821	0.18367296826095464	64	0.9237585899147892	0.15172396652255032	0.9100786398628891	0.1920279933292912
Astrocyte	class	scvi_knn	0.25	whole cortex	500.0	0.909807601569502	0.18276606297734266	64	0.933431128964079	0.14694934740567803	0.9099818906368828	0.1917813340642387
Astrocyte	class	scvi_knn	0.5	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	50.0	0.9155987998308248	0.18266256827618815	64	0.9564377159688968	0.13348200547149458	0.8994776411668827	0.1974109565638087
Astrocyte	class	scvi_knn	0.5	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	100.0	0.8761687633054107	0.19816460926716098	64	0.8630725220708811	0.19028399496105658	0.9201753430178353	0.1915967350975355
Astrocyte	class	scvi_knn	0.5	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	500.0	0.8915875450286296	0.19152928286154175	64	0.8902841552348952	0.1721872299288095	0.9179432001606924	0.19148412431870818
Astrocyte	class	scvi_knn	0.5	Single-cell RNA-seq for all cortical  hippocampal regions 10x	50.0	0.8615036537051362	0.18628896372338133	64	0.9728011406582835	0.12887466407566084	0.79647906387397	0.21106234974350935
Astrocyte	class	scvi_knn	0.5	Single-cell RNA-seq for all cortical  hippocampal regions 10x	100.0	0.9070544828677729	0.18105848736309132	64	0.9467747191025977	0.13791233118784443	0.8933288404384573	0.19624637039871357
Astrocyte	class	scvi_knn	0.5	Single-cell RNA-seq for all cortical  hippocampal regions 10x	500.0	0.9161280056747867	0.18167958851250976	64	0.9504982287084602	0.13700046644573052	0.9066545618983699	0.19584124858225405
Astrocyte	class	scvi_knn	0.5	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	50.0	0.5733582042593569	0.324534787733245	64	0.9971264367816093	0.02188440547662042	0.4755286154763709	0.3324283833160436
Astrocyte	class	scvi_knn	0.5	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	100.0	0.7293354143298949	0.25349121129251656	64	0.9985096870342771	0.011639716357535973	0.6287618742116372	0.2815380411652232
Astrocyte	class	scvi_knn	0.5	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	500.0	0.8194006565763974	0.1997570662813006	64	0.9974152191894128	0.014284794457201202	0.7330860799417301	0.23094181987392087
Astrocyte	class	scvi_knn	0.5	whole cortex	50.0	0.907727266942009	0.18199610462777455	64	0.964839622717774	0.13172815450770095	0.8782097163833329	0.1974379099326579
Astrocyte	class	scvi_knn	0.5	whole cortex	100.0	0.9110823364307307	0.18154644327772107	64	0.9436489295345996	0.13843624515876463	0.9031312775846444	0.1953684195594337
Astrocyte	class	scvi_knn	0.5	whole cortex	500.0	0.9141001792923235	0.18140214795388712	64	0.9418208857173916	0.13974596295840805	0.9091595222158303	0.19173131093350448
Astrocyte	class	scvi_knn	0.75	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	50.0	0.8793436700920969	0.18938316664424057	64	0.9758954008954009	0.12771730701414516	0.8240324799523232	0.21382525339657724
Astrocyte	class	scvi_knn	0.75	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	100.0	0.9094141711886137	0.18623211161723846	64	0.924348614385968	0.15197727016029056	0.9145524085370254	0.19170254046513668
Astrocyte	class	scvi_knn	0.75	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	500.0	0.907617044133559	0.18306938029584924	64	0.9293875219458839	0.14931246227274908	0.9104725474259143	0.19173666841026935
Astrocyte	class	scvi_knn	0.75	Single-cell RNA-seq for all cortical  hippocampal regions 10x	50.0	0.7931531877539139	0.2043828338019018	64	0.9791125541125542	0.12740609969704036	0.6993227391749547	0.24073946231349128
Astrocyte	class	scvi_knn	0.75	Single-cell RNA-seq for all cortical  hippocampal regions 10x	100.0	0.8976482621834011	0.18249911893081333	64	0.9738571613571614	0.12830942264461334	0.8536109813550313	0.20064151797924956
Astrocyte	class	scvi_knn	0.75	Single-cell RNA-seq for all cortical  hippocampal regions 10x	500.0	0.9121052554313501	0.18129013953436068	64	0.9615558849802548	0.1327095152682146	0.8894372755888332	0.19754153684768916
Astrocyte	class	scvi_knn	0.75	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	50.0	0.3309692874878904	0.3258328819743848	64	1.0	0.0	0.2544883011268702	0.2977779232043131
Astrocyte	class	scvi_knn	0.75	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	100.0	0.47601562517742985	0.34978679188380213	64	1.0	0.0	0.3892276577696469	0.346496366684277
Astrocyte	class	scvi_knn	0.75	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	500.0	0.688537078157099	0.26253016056609146	64	0.9985096870342771	0.011639716357535981	0.5822056128533489	0.2921907772140708
Astrocyte	class	scvi_knn	0.75	whole cortex	50.0	0.8616446204619174	0.19505099421650884	64	0.9778915528915529	0.12757118608964516	0.7969550355126255	0.22277941342452065
Astrocyte	class	scvi_knn	0.75	whole cortex	100.0	0.9054527437716499	0.18336476444400307	64	0.9627115920183147	0.13269168102433457	0.877546837595454	0.20220073588492365
Astrocyte	class	scvi_knn	0.75	whole cortex	500.0	0.917211901305822	0.18200190100546268	64	0.9604003545419586	0.13371866420314646	0.8993328471547802	0.1965049744448349
Astrocyte	class	scvi_rf	0.0	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	50.0	0.7083871690717573	0.21656080243390316	64	0.8531658376896472	0.2071441969036888	0.6497484630200381	0.25394114910958004
Astrocyte	class	scvi_rf	0.0	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	100.0	0.8176394360067804	0.20232522231007358	64	0.957229211332627	0.07826447466848716	0.7532137390097433	0.23239749993111553
Astrocyte	class	scvi_rf	0.0	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	500.0	0.8878867638933687	0.18987039497333738	64	0.9396426496758565	0.09797495243209706	0.8740786204142434	0.2015851493351658
Astrocyte	class	scvi_rf	0.0	Single-cell RNA-seq for all cortical  hippocampal regions 10x	50.0	0.8867825053384519	0.18601681366207992	64	0.9330693051631427	0.14870932539226614	0.8654007741511369	0.1977936521880136
Astrocyte	class	scvi_rf	0.0	Single-cell RNA-seq for all cortical  hippocampal regions 10x	100.0	0.898408518116597	0.1815820046188642	64	0.9577123273551844	0.1348892929484885	0.8681473771783127	0.1981638587765791
Astrocyte	class	scvi_rf	0.0	Single-cell RNA-seq for all cortical  hippocampal regions 10x	500.0	0.8952783774165557	0.18036919260741938	64	0.9411513987402238	0.1409704733508414	0.8761931284981788	0.19414768524194592
Astrocyte	class	scvi_rf	0.0	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	50.0	0.7062594845873013	0.2656547555161632	64	0.9841468253968254	0.06985435441456044	0.6052552510430316	0.2844940476417606
Astrocyte	class	scvi_rf	0.0	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	100.0	0.7301039338512597	0.23166171791057052	64	0.9793132942326491	0.0788835433097146	0.6250266305358942	0.2580430259433883
Astrocyte	class	scvi_rf	0.0	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	500.0	0.8449403143060329	0.1954464723573897	64	0.9432911885292838	0.16005901043812312	0.7883289232106473	0.21322843530644858
Astrocyte	class	scvi_rf	0.0	whole cortex	50.0	0.8807217479933547	0.18271967589311439	64	0.9845238095238096	0.0392327488153291	0.8297167718359427	0.20309008542684293
Astrocyte	class	scvi_rf	0.0	whole cortex	100.0	0.9012923194915319	0.1828894773848524	64	0.9677089579722408	0.06959254510905193	0.8767441383758141	0.19587204370193415
Astrocyte	class	scvi_rf	0.0	whole cortex	500.0	0.8475154034826913	0.19509070132983122	64	0.9902073732718895	0.03157249719053677	0.7768096427781025	0.2225196443801933
Astrocyte	class	scvi_rf	0.05	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	50.0	0.7083871690717573	0.21656080243390313	64	0.8531658376896472	0.2071441969036888	0.6497484630200381	0.25394114910958004
Astrocyte	class	scvi_rf	0.05	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	100.0	0.8176394360067804	0.20232522231007352	64	0.957229211332627	0.07826447466848717	0.7532137390097433	0.23239749993111555
Astrocyte	class	scvi_rf	0.05	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	500.0	0.8878867638933687	0.18987039497333744	64	0.9396426496758565	0.09797495243209703	0.8740786204142434	0.20158514933516578
Astrocyte	class	scvi_rf	0.05	Single-cell RNA-seq for all cortical  hippocampal regions 10x	50.0	0.8867825053384519	0.18601681366207987	64	0.9330693051631427	0.14870932539226614	0.8654007741511369	0.1977936521880136
Astrocyte	class	scvi_rf	0.05	Single-cell RNA-seq for all cortical  hippocampal regions 10x	100.0	0.898408518116597	0.18158200461886417	64	0.9577123273551844	0.13488929294848853	0.8681473771783127	0.19816385877657913
Astrocyte	class	scvi_rf	0.05	Single-cell RNA-seq for all cortical  hippocampal regions 10x	500.0	0.8952783774165557	0.1803691926074194	64	0.9411513987402238	0.14097047335084134	0.8761931284981788	0.19414768524194592
Astrocyte	class	scvi_rf	0.05	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	50.0	0.7062594845873013	0.2656547555161633	64	0.9841468253968254	0.06985435441456045	0.6052552510430316	0.2844940476417606
Astrocyte	class	scvi_rf	0.05	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	100.0	0.7301039338512597	0.23166171791057044	64	0.9793132942326491	0.0788835433097146	0.6250266305358942	0.25804302594338835
Astrocyte	class	scvi_rf	0.05	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	500.0	0.8449403143060329	0.1954464723573897	64	0.9432911885292838	0.16005901043812312	0.7883289232106473	0.2132284353064486
Astrocyte	class	scvi_rf	0.05	whole cortex	50.0	0.8807217479933547	0.18271967589311439	64	0.9845238095238096	0.0392327488153291	0.8297167718359427	0.20309008542684293
Astrocyte	class	scvi_rf	0.05	whole cortex	100.0	0.9012923194915319	0.18288947738485237	64	0.9677089579722408	0.06959254510905195	0.8767441383758141	0.19587204370193415
Astrocyte	class	scvi_rf	0.05	whole cortex	500.0	0.8475154034826913	0.19509070132983128	64	0.9902073732718895	0.03157249719053675	0.7768096427781025	0.22251964438019334
Astrocyte	class	scvi_rf	0.1	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	50.0	0.7083871690717573	0.21656080243390313	64	0.8531658376896472	0.20714419690368868	0.6497484630200381	0.25394114910958
Astrocyte	class	scvi_rf	0.1	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	100.0	0.8176394360067804	0.2023252223100736	64	0.957229211332627	0.07826447466848714	0.7532137390097433	0.2323974999311156
Astrocyte	class	scvi_rf	0.1	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	500.0	0.8878867638933687	0.18987039497333744	64	0.9396426496758565	0.09797495243209703	0.8740786204142434	0.20158514933516583
Astrocyte	class	scvi_rf	0.1	Single-cell RNA-seq for all cortical  hippocampal regions 10x	50.0	0.8867825053384519	0.18601681366207987	64	0.9330693051631427	0.14870932539226614	0.8654007741511369	0.19779365218801356
Astrocyte	class	scvi_rf	0.1	Single-cell RNA-seq for all cortical  hippocampal regions 10x	100.0	0.898408518116597	0.1815820046188642	64	0.9577123273551844	0.13488929294848848	0.8681473771783127	0.1981638587765791
Astrocyte	class	scvi_rf	0.1	Single-cell RNA-seq for all cortical  hippocampal regions 10x	500.0	0.8952783774165557	0.18036919260741938	64	0.9411513987402238	0.14097047335084129	0.8761931284981788	0.19414768524194587
Astrocyte	class	scvi_rf	0.1	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	50.0	0.7062594845873013	0.26565475551616324	64	0.9841468253968254	0.06985435441456042	0.6052552510430316	0.28449404764176056
Astrocyte	class	scvi_rf	0.1	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	100.0	0.7301039338512597	0.2316617179105704	64	0.9793132942326491	0.0788835433097146	0.6250266305358942	0.25804302594338824
Astrocyte	class	scvi_rf	0.1	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	500.0	0.8449403143060329	0.1954464723573897	64	0.9432911885292838	0.1600590104381231	0.7883289232106473	0.21322843530644858
Astrocyte	class	scvi_rf	0.1	whole cortex	50.0	0.8807217479933547	0.18271967589311436	64	0.9845238095238096	0.039232748815329115	0.8297167718359427	0.20309008542684293
Astrocyte	class	scvi_rf	0.1	whole cortex	100.0	0.9012923194915319	0.18288947738485242	64	0.9677089579722408	0.06959254510905193	0.8767441383758141	0.19587204370193415
Astrocyte	class	scvi_rf	0.1	whole cortex	500.0	0.8475154034826913	0.19509070132983128	64	0.9902073732718895	0.03157249719053677	0.7768096427781025	0.22251964438019328
