"cutoff"	"method"	"fit"	"se"	"lower"	"upper"
0	"seurat"	0.719360997662606	0.0490341271506089	0.614246953931739	0.804928713653709
0.05	"seurat"	0.705988931988739	0.0503724724967702	0.598758559750147	0.79440238662081
0.1	"seurat"	0.69225228746553	0.0516655344710232	0.583048539316285	0.783476103118945
0.15	"seurat"	0.678166416892316	0.0529055817423826	0.567145945571309	0.772151560993522
0.2	"seurat"	0.663748988168656	0.0540848820525685	0.551081476724858	0.76043228500399
0.25	"seurat"	0.649019955324093	0.0551957951134091	0.534887258562794	0.74832372399627
0.5	"seurat"	0.571549046455697	0.0594760641482888	0.453161979554109	0.682275972892749
0.75	"seurat"	0.490404669169223	0.0611253064803599	0.373361655693037	0.608509187340075
0	"scvi"	0.719761438878479	0.0490136090812063	0.614665972539735	0.805273934360421
0.05	"scvi"	0.670808726343085	0.0536066336141293	0.558728876560754	0.766326825416031
0.1	"scvi"	0.617845058257814	0.0572732861066072	0.501235514820321	0.722296372713037
0.15	"scvi"	0.561924955191973	0.0596776964426959	0.443684912372973	0.673526012072759
0.2	"scvi"	0.504386032149279	0.0605807904799422	0.387583316517001	0.62071196047499
0.25	"scvi"	0.446730697456807	0.0598887159979882	0.334290348201237	0.564898284136383
0.5	"scvi"	0.202449219484786	0.0392170296602386	0.136208183369816	0.290086180468082
0.75	"scvi"	0.0739031121857711	0.0167494275707501	0.0470691420814267	0.114201697069645
