label	key	reference	method	subsample_ref	mean_rank	median_rank	mean_norm_rank	n_studies	n_wins	mean_f1_across_studies	std_f1_across_studies	mean_support	total_samples	win_fraction
Astrocyte	class	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	scvi	100	11.375	7.75	0.17584745762711865	8	2	0.9883899045684773	0.014007562099052746	10.029823391761598	511	0.25
Astrocyte	family	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	scvi	100	12.125	8.75	0.1885593220338983	8	2	0.9884508020043747	0.013932682845688785	10.029823391761598	511	0.25
Astrocyte	subclass	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	scvi	100	11.375	7.75	0.17584745762711865	8	2	0.9883899045684773	0.014007562099052746	10.029823391761598	511	0.25
Chandelier	class	whole cortex	scvi	100	16.083333333333332	14.0	0.2556497175141243	6	3	0.9755277409372237	0.027850239557519564	1.2741029325081048	124	0.5
Chandelier	subclass	whole cortex	scvi	100	16.083333333333332	14.0	0.2556497175141243	6	3	0.9755277409372237	0.027850239557519564	1.2741029325081048	124	0.5
Endothelial	subclass	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	scvi	100	7.357142857142857	4.5	0.10774818401937046	7	3	0.9205679631252429	0.07957139530115236	2.5686984702829774	250	0.42857142857142855
GABAergic	class	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	scvi	500	7.5	7.5	0.11016949152542373	2	2	0.998695652173913	0.0018446263857040813	5.0181818181818185	58	1.0
GABAergic	family	whole cortex	scvi	500	8.0	5.5	0.11864406779661017	8	3	0.9878018684532279	0.02194521682818877	15.175959160378666	524	0.375
GABAergic	global	whole cortex	scvi	500	8.0	5.5	0.11864406779661017	8	3	0.9878018684532279	0.02194521682818877	15.175959160378666	524	0.375
GABAergic	subclass	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	scvi	500	7.5	7.5	0.11016949152542373	2	2	0.998695652173913	0.0018446263857040813	5.0181818181818185	58	1.0
Glutamatergic	class	Dissection Angular gyrus AnG	scvi	500	1.0	1.0	0.0	1	1	0.9991477151180655	0.006249592167009646	32.625	56	1.0
Glutamatergic	family	whole cortex	scvi	500	2.6875	2.5	0.028601694915254237	8	4	0.9922299455660947	0.016336691197900988	42.666017999488766	526	0.5
Glutamatergic	global	whole cortex	scvi	500	2.6875	2.5	0.028601694915254237	8	4	0.9922299455660947	0.016336691197900988	42.666017999488766	526	0.5
Glutamatergic	subclass	Dissection Angular gyrus AnG	scvi	500	1.0	1.0	0.0	1	1	0.9991477151180655	0.006249592167009646	32.625	56	1.0
L2/3-6 IT	class	Dissection Angular gyrus AnG	scvi	500	4.928571428571429	4.0	0.06658595641646489	7	0	0.9858013368484027	0.016430659855384885	40.487017167480566	470	0.0
L2/3-6 IT	subclass	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	scvi	500	4.857142857142857	4.0	0.06537530266343826	7	1	0.9846495609681813	0.016856046765046637	40.487017167480566	470	0.14285714285714285
L5 ET	subclass	Human Multiple Cortical Areas SMART-seq	seurat	50	12.3	4.75	0.27537912578055307	10	5	0.6834411230625005	0.32410864843317605	2.2445419061812504	168	0.5
L5/6 NP	subclass	whole cortex	seurat	50	11.272727272727273	9.5	0.26332008758413755	11	10	0.8280302994264033	0.3289947540830579	2.0050981846436393	325	0.9090909090909091
L6 CT	subclass	Dissection Anterior cingulate cortex ACC	seurat	50	10.7	10.0	0.24469223907225693	10	2	0.7790979966355707	0.29026778310821444	2.1326783020900666	353	0.2
L6b	subclass	Dissection Primary auditory cortexA1	seurat	50	10.4	9.75	0.2895628902765388	10	1	0.8024998662753037	0.1233803882496112	1.9759013612502283	341	0.1
LAMP5	class	Human Multiple Cortical Areas SMART-seq	seurat	100	7.571428571428571	6.5	0.11138014527845037	7	0	0.9396836042996239	0.03397140002965036	2.8496723463136067	421	0.0
LAMP5	subclass	Human Multiple Cortical Areas SMART-seq	seurat	100	7.571428571428571	6.5	0.11138014527845037	7	0	0.9396836042996239	0.03397140002965036	2.8496723463136067	421	0.0
Microglia	class	Dissection Angular gyrus AnG	scvi	500	6.9375	3.5	0.10063559322033898	8	6	0.980245665232462	0.025119260048264477	4.14658896105736	419	0.75
Microglia	family	Dissection Angular gyrus AnG	scvi	500	8.0	3.5	0.11864406779661017	8	6	0.980381830809804	0.025001877896708154	4.14658896105736	419	0.75
Microglia	subclass	Dissection Angular gyrus AnG	scvi	500	6.9375	3.5	0.10063559322033898	8	6	0.980245665232462	0.025119260048264477	4.14658896105736	419	0.75
Non-neuron	class	Dissection Primary visual cortexV1	seurat	50	19.833333333333332	26.0	0.428238675785509	9	9	1.0	0.0	1.5520152505446623	62	1.0
Non-neuron	family	Dissection Primary auditory cortexA1	scvi	50	16.833333333333332	19.0	0.37540886113589056	9	9	1.0	0.0	1.5520152505446623	62	1.0
Non-neuron	global	whole cortex	scvi	50	10.366666666666667	9.5	0.2848349687778769	15	3	0.9133917545480289	0.24326008678832325	46.05679709556048	737	0.2
Non-neuron	subclass	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	seurat	50	19.833333333333332	26.0	0.428238675785509	9	9	1.0	0.0	1.5520152505446623	62	1.0
OPC	class	Dissection Primary somatosensory cortex S1	scvi	500	11.166666666666666	10.0	0.17231638418079098	9	5	0.8874774866908389	0.3084302678534906	7.251751483466133	490	0.5555555555555556
OPC	family	Dissection Primary somatosensory cortex S1	scvi	500	9.222222222222221	9.5	0.1393596986817326	9	6	0.888567016069842	0.30884360974704955	7.251751483466133	490	0.6666666666666666
OPC	subclass	Dissection Primary somatosensory cortex S1	scvi	500	11.166666666666666	10.0	0.17231638418079098	9	5	0.8874774866908389	0.3084302678534906	7.251751483466133	490	0.5555555555555556
Oligodendrocyte	class	Dissection Angular gyrus AnG	scvi	500	10.055555555555555	8.0	0.15348399246704333	9	4	0.9444149075400178	0.14574118288637578	27.516982767765978	519	0.4444444444444444
Oligodendrocyte	family	Human Multiple Cortical Areas SMART-seq	scvi	50	10.642857142857142	8.25	0.2615649292723334	14	2	0.9595739712708065	0.09293262695172196	27.15591208230843	648	0.14285714285714285
Oligodendrocyte	subclass	Dissection Angular gyrus AnG	scvi	500	10.055555555555555	8.0	0.15348399246704333	9	4	0.9444149075400178	0.14574118288637578	27.516982767765978	519	0.4444444444444444
PAX6	class	whole cortex	scvi	500	15.5	16.5	0.2457627118644068	6	3	0.8740625	0.14737186937114033	1.1837962962962962	71	0.5
PAX6	subclass	whole cortex	scvi	500	15.5	16.5	0.2457627118644068	6	3	0.8740625	0.14737186937114033	1.1837962962962962	71	0.5
PVALB	class	Dissection Dorsolateral prefrontal cortex DFC	seurat	50	7.954545454545454	3.5	0.1730192198524045	11	4	0.8984611045620958	0.13161211748138685	4.2303034690776355	557	0.36363636363636365
PVALB	subclass	Dissection Dorsolateral prefrontal cortex DFC	seurat	50	8.272727272727273	3.5	0.1897656313356581	11	3	0.8981796522682597	0.13144439491608714	4.2303034690776355	557	0.2727272727272727
Pericyte	subclass	Human Multiple Cortical Areas SMART-seq	seurat	50	1.9444444444444444	1.5	0.021954604024184754	9	7	0.8487492959715182	0.16469686640665476	1.4650802204565645	183	0.7777777777777778
SNCG	class	whole cortex	scvi	50	11.222222222222221	13.0	0.19704628803647536	9	2	0.8071877722075621	0.1187360275421531	1.568153585209564	311	0.2222222222222222
SNCG	subclass	whole cortex	scvi	50	11.222222222222221	13.0	0.19704628803647536	9	2	0.8071877722075621	0.1187360275421531	1.568153585209564	311	0.2222222222222222
SST	class	whole cortex	seurat	50	12.409090909090908	6.0	0.2825804882004703	11	3	0.9166514121156929	0.10143077771629619	4.061052190266493	534	0.2727272727272727
