label	key	reference	method	subsample_ref	mean_rank	median_rank	mean_norm_rank	n_studies	n_wins	mean_f1_across_studies	std_f1_across_studies	mean_support	total_samples	win_fraction
Astrocyte	class	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	scvi	100	11.375	7.75	0.17584745762711865	8	2	0.9883899045684773	0.014007562099052746	10.029823391761598	511	0.25
Astrocyte	class	Dissection Angular gyrus AnG	scvi	50	13.038461538461538	12.0	0.3248130103616277	13	3	0.9765673202973127	0.0498364793491105	11.065457243095121	633	0.23076923076923078
Astrocyte	class	whole cortex	scvi	100	13.75	12.0	0.21610169491525424	8	2	0.9879125679444231	0.01322233110193537	10.029823391761598	511	0.25
Astrocyte	class	whole cortex	scvi	500	14.0	8.0	0.22033898305084745	8	2	0.9878255997626382	0.013811411379950799	10.029823391761598	511	0.25
Astrocyte	class	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	scvi	500	14.8125	16.75	0.2341101694915254	8	3	0.9882858501912801	0.01289585657089025	10.029823391761598	511	0.375
Astrocyte	class	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	scvi	100	15.0625	11.0	0.23834745762711865	8	2	0.9875176180615571	0.01378501248028933	10.029823391761598	511	0.25
Astrocyte	class	Dissection Angular gyrus AnG	scvi	500	15.5	14.75	0.2457627118644068	8	0	0.9876779641732603	0.01352007688519749	10.029823391761598	511	0.0
Astrocyte	class	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	scvi	50	15.73076923076923	12.0	0.3992657654566664	13	0	0.9774556966152057	0.044434159232318526	11.065457243095121	633	0.0
Astrocyte	class	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	scvi	50	16.03846153846154	12.0	0.3509572497083648	13	3	0.9777922757832479	0.044825685135092025	11.065457243095121	633	0.23076923076923078
Astrocyte	class	Human Multiple Cortical Areas SMART-seq	seurat	50	16.423076923076923	10.5	0.3725725657036986	13	2	0.979756593876326	0.03473891688066074	11.065457243095121	633	0.15384615384615385
Astrocyte	class	Dissection Anterior cingulate cortex ACC	scvi	50	17.615384615384617	14.0	0.3694503533932615	13	4	0.975215692505739	0.052256098114879294	11.065457243095121	633	0.3076923076923077
Astrocyte	class	Dissection Primary somatosensory cortex S1	scvi	50	18.0	15.0	0.41851368970013036	13	1	0.9745976932241209	0.053833743931595394	11.065457243095121	633	0.07692307692307693
