"cutoff"	"method"	"fit"	"se"	"lower"	"upper"
0	"seurat"	0.919899387733736	0.0171400483468079	0.879214865151117	0.947695236441672
0.05	"seurat"	0.915775454836692	0.0179304486750508	0.873316478404596	0.944901782870655
0.1	"seurat"	0.911459639323393	0.0187508304274241	0.867167423794628	0.941971189526299
0.15	"seurat"	0.906945145507049	0.0196015750013053	0.860761084938722	0.938897866667847
0.2	"seurat"	0.902225159369213	0.0204829763538975	0.854091097286819	0.935676108577473
0.25	"seurat"	0.897292875187734	0.0213952296015502	0.847151400560403	0.932300103196302
0.5	"seurat"	0.869213305235541	0.0264176376221368	0.808223698387138	0.912897053845559
0.75	"seurat"	0.834869707952819	0.0321617447469399	0.76192333109978	0.888729481232236
0	"scvi"	0.919237861246968	0.0172680963420971	0.878264848728565	0.94724868065505
0.05	"scvi"	0.898487469045946	0.0212013937946583	0.848756851478164	0.933153893199244
0.1	"scvi"	0.873141394509274	0.0257337386385654	0.8136075367309	0.915631905120615
0.15	"scvi"	0.84257562743755	0.0308025502008808	0.77247146131981	0.89404267785718
0.2	"scvi"	0.806279198376239	0.0362590869816066	0.725313025298024	0.867732041865253
0.25	"scvi"	0.763958530217087	0.0418508785355393	0.672514272624612	0.836091969408045
0.5	"scvi"	0.479255754283511	0.0579330247208695	0.368642745483586	0.591940852640238
0.75	"scvi"	0.207418757529634	0.0382615893474593	0.142245057415185	0.292278519437748
