"method"	"cutoff"	"fit"	"se"	"lower"	"upper"
"seurat"	0	0.712709332225177	0.067341300185963	0.565591435306846	0.825385791287362
"scvi"	0	0.732895039572316	0.064386766594305	0.590160878883109	0.839443212554755
"seurat"	0.05	0.707894106248789	0.0679989633904574	0.559852972072694	0.821975715913091
"scvi"	0.05	0.698332226688436	0.0692790487416662	0.548529318255188	0.815177048116414
"seurat"	0.1	0.703031801798266	0.0686493629574075	0.554094146076442	0.818516285697211
"scvi"	0.1	0.661363524946082	0.0736438272423851	0.506202222962264	0.788172174892829
"seurat"	0.15	0.698123075749	0.0692920183572979	0.54831642875894	0.815007398025772
"scvi"	0.15	0.622314626618781	0.077280060232589	0.463781070993593	0.758394689094334
"seurat"	0.2	0.693168623236383	0.0699264468887391	0.5425213142946	0.811448973367941
"scvi"	0.2	0.581611462966436	0.08000522614226	0.421872827965723	0.725891032674744
"seurat"	0.25	0.688169177674256	0.0705521643505244	0.536710318137453	0.807840955938492
"scvi"	0.25	0.539765824083865	0.0816735936183986	0.381055647999433	0.690801668986217
"seurat"	0.5	0.662525392748681	0.0735331226252341	0.507471448855012	0.789056767855695
"scvi"	0.5	0.333908307515263	0.0731508410240204	0.208289102024871	0.488538869964589
"seurat"	0.75	0.635888554924477	0.0762240774848915	0.478072331826782	0.769039144402967
"scvi"	0.75	0.176459437645757	0.0478502287560192	0.101017760187488	0.290063306386529
