"method"	"cutoff"	"fit"	"se"	"lower"	"upper"
"seurat"	0	0.870561467976046	0.0320977833375786	0.793738987243673	0.921597463435753
"scvi"	0	0.881432363875523	0.0297725864670393	0.809641312749534	0.928538181508145
"seurat"	0.05	0.861947358582718	0.033889527806465	0.781312536289717	0.916045158935017
"scvi"	0.05	0.850704629211582	0.0361743062813129	0.765283110324995	0.9087453354331
"seurat"	0.1	0.852856876053027	0.0357354178016213	0.768352569012348	0.910139532817887
"scvi"	0.1	0.813696724599142	0.0431706351531621	0.714232284904225	0.884156586415904
"seurat"	0.15	0.843276642340497	0.0376308371040188	0.754862043686638	0.903863723650877
"scvi"	0.15	0.76999543744991	0.0504286044849917	0.657048923948484	0.854009430245058
"seurat"	0.2	0.833194652348158	0.0395702267389343	0.740847230003238	0.897200860522386
"scvi"	0.2	0.719575922782694	0.0574523647927287	0.594907618028981	0.817638162339476
"seurat"	0.25	0.822600529249116	0.0415470401837091	0.726317918501036	0.890134193296575
"scvi"	0.25	0.662942026942906	0.0636174802413012	0.52956294131306	0.774600905929186
"seurat"	0.5	0.761732412255765	0.0516915755871576	0.64656123242019	0.848186053893308
"scvi"	0.5	0.342268900647618	0.0641156373087286	0.229446820757578	0.47627742249466
"seurat"	0.75	0.68790332674347	0.0612193248881325	0.557599082374101	0.794006488081615
"scvi"	0.75	0.121017311518036	0.0303349916172254	0.0729793071165648	0.194056663218312
