"cutoff"	"method"	"fit"	"se"	"lower"	"upper"
0	"seurat"	0.811134217693046	0.0604088482194137	0.664739085912022	0.902938382550995
0.05	"seurat"	0.80970128324142	0.0607495170715635	0.66268617992688	0.902106540905246
0.1	"seurat"	0.808260046960021	0.0610927368450522	0.660620686869029	0.901270903380178
0.15	"seurat"	0.806810499721015	0.0614385213030916	0.65854260708379	0.900431494013546
0.2	"seurat"	0.80535263301808	0.0617868837137398	0.656451943455582	0.899588337078776
0.25	"seurat"	0.803886438974772	0.0621378368336364	0.654348701451658	0.898741457072623
0.5	"seurat"	0.796430328119207	0.0639318717140395	0.643644193314734	0.894452082427094
0.75	"seurat"	0.788765229000987	0.0657922655223613	0.63262760420814	0.89007341218865
0	"scvi"	0.759986970739371	0.0719404576894308	0.593766598016726	0.872768016193429
0.05	"scvi"	0.727040610814198	0.0782501835722468	0.551515050800564	0.852270946763025
0.1	"scvi"	0.691408098033992	0.0841133842897831	0.508497208220638	0.829123632070101
0.15	"scvi"	0.653341942754988	0.0892743059440677	0.465343836457201	0.80319289801088
0.2	"scvi"	0.613207025600312	0.0934824199293119	0.422693938150414	0.774404400378063
0.25	"scvi"	0.571473182207165	0.096515885987246	0.381157381921891	0.742760691139917
0.5	"scvi"	0.359650911454077	0.0908118901336554	0.205907394694328	0.548847286375593
0.75	"scvi"	0.191294073708536	0.0611057692286619	0.0983366035273559	0.339078831482278
