"cutoff"	"method"	"fit"	"se"	"lower"	"upper"
0	"seurat"	0.562199522932925	0.0201077350084203	0.522450054449358	0.601166148775557
0.05	"seurat"	0.55487430459005	0.0189048558161817	0.517557900442337	0.591582042577129
0.1	"seurat"	0.547525165276387	0.0179022810682946	0.512233857245325	0.582345008068525
0.15	"seurat"	0.540155245541112	0.0171436932169625	0.50639848909265	0.573547542343531
0.2	"seurat"	0.532767722101054	0.0166696078697492	0.499978781887279	0.565276036681579
0.25	"seurat"	0.525365802432069	0.016510139821387	0.492922340271284	0.557596521746052
0.5	"seurat"	0.4882539724897	0.0202407083848995	0.44871179165354	0.527943710249137
0.75	"seurat"	0.451271185043309	0.0284597997905075	0.396288125518929	0.507470372931674
0	"scvi"	0.25390588530626	0.0152972408178224	0.22508614473858	0.285058256757279
0.05	"scvi"	0.237530130955501	0.0138623463548768	0.211419085522926	0.265779114567807
0.1	"scvi"	0.221896423499292	0.0126180330398652	0.19813586190866	0.247626437934826
0.15	"scvi"	0.207012322707712	0.0115699219693943	0.185236280194145	0.230623707771412
0.2	"scvi"	0.192879118206843	0.0107163081049812	0.172726903454631	0.214772111275836
0.25	"scvi"	0.179492413794113	0.01004708416507	0.160623877598208	0.200049184236329
0.5	"scvi"	0.12328401410328	0.00864481030518567	0.107305530768194	0.141265281917273
0.75	"scvi"	0.0828990105206429	0.00824108687749534	0.0681031067609203	0.1005625496583
