"cutoff"	"method"	"fit"	"se"	"lower"	"upper"
0	"seurat"	0.803503958032305	NA	NA	NA
0.05	"seurat"	0.803503746393005	NA	NA	NA
0.1	"seurat"	0.803503534753532	NA	NA	NA
0.15	"seurat"	0.803503323113888	NA	NA	NA
0.2	"seurat"	0.803503111474071	NA	NA	NA
0.25	"seurat"	0.803502899834082	NA	NA	NA
0.5	"seurat"	0.803501841631553	NA	NA	NA
0.75	"seurat"	0.80350078342472	NA	NA	NA
0	"scvi"	0.0160183422392581	NA	NA	NA
0.05	"scvi"	0.0160183570111302	NA	NA	NA
0.1	"scvi"	0.0160183717830157	NA	NA	NA
0.15	"scvi"	0.0160183865549146	NA	NA	NA
0.2	"scvi"	0.0160184013268269	NA	NA	NA
0.25	"scvi"	0.0160184160987525	NA	NA	NA
0.5	"scvi"	0.016018489958582	NA	NA	NA
0.75	"scvi"	0.0160185638187464	NA	NA	NA
