"cutoff"	"method"	"fit"	"se"	"lower"	"upper"
0	"seurat"	0.0925318832739894	0.00811588163158913	0.0777883417980516	0.109737312043806
0.05	"seurat"	0.0925318898018348	0.00767321521800949	0.0785337669725494	0.108730672924196
0.1	"seurat"	0.0925318963296806	0.00731041088510366	0.0791495764435877	0.107911698510334
0.15	"seurat"	0.0925319028575268	0.00703982683237389	0.0796117266403898	0.107304433484932
0.2	"seurat"	0.0925319093853734	0.00687236465378522	0.0798989835258972	0.106930112642675
0.25	"seurat"	0.0925319159132204	0.0068156298471817	0.0799965225164334	0.106803561009507
0.5	"seurat"	0.0925319485524619	0.00811588595840612	0.0777883989332032	0.109737386131815
0.75	"seurat"	0.0925319811917136	0.0111405562018138	0.0728662613824493	0.11683638982178
0	"scvi"	0.202537794790005	0.0121480812536312	0.179739842106138	0.227425665187334
0.05	"scvi"	0.188354517134349	0.0107832700056727	0.168098773099901	0.21043364697555
0.1	"scvi"	0.174946570724646	0.00983111489224681	0.156482952284461	0.195084890175936
0.15	"scvi"	0.16230220768636	0.00926961852008069	0.144922037141664	0.181324739818809
0.2	"scvi"	0.15040512547264	0.00903850614222795	0.133514084694526	0.169016249847167
0.25	"scvi"	0.139235173647384	0.009051119184912	0.122403349602876	0.157964946061336
0.5	"scvi"	0.0934003447712079	0.0101567430480944	0.0752853629302252	0.115330481936656
0.75	"scvi"	0.0615745422138167	0.0102893977612359	0.0442174305868734	0.0851381022362403
