"method"	"cutoff"	"fit"	"se"	"lower"	"upper"
"seurat"	0	0.971522908781614	0.00712044658319604	0.953705219626131	0.982608076282539
"scvi"	0	0.980414790831971	0.0049419920941904	0.967977042602012	0.988081187992477
"seurat"	0.05	0.969712947132636	0.00755869041651634	0.95082078241937	0.981488989563894
"scvi"	0.05	0.975302047082855	0.00619941347674605	0.95975130884059	0.98493879089554
"seurat"	0.1	0.967791760800258	0.00802204883285979	0.947766340693478	0.980299389442018
"scvi"	0.1	0.968896957224612	0.00775566667506749	0.949522725017902	0.980983880233564
"seurat"	0.15	0.965753012524773	0.00851171661474546	0.944533121524638	0.979035027221157
"scvi"	0.15	0.96089738861984	0.00966966044313143	0.936865588703112	0.976015785947068
"seurat"	0.2	0.963590068689034	0.00902891278902985	0.94111205815979	0.977691423636242
"scvi"	0.2	0.950944534809563	0.012005007713778	0.921297609828224	0.969789769150287
"seurat"	0.25	0.961295994047104	0.00957487625233392	0.937493801344534	0.976263859714222
"scvi"	0.25	0.938620186462571	0.0148261486019479	0.902291003102596	0.962010528938725
"seurat"	0.5	0.947594425392885	0.012780216812755	0.916099832087836	0.967683574114242
"scvi"	0.5	0.823676678180374	0.03737395007323	0.738287039118072	0.885525894625888
"seurat"	0.75	0.929398615751911	0.016889941178918	0.888249638935373	0.956143731562195
"scvi"	0.75	0.587971877613747	0.062347082195287	0.462863025929281	0.702660026180682
