"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"
"Dissection Primary visual cortexV1 seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.10654728200205	0.0135654603175486	Inf	1	8.25861756257575	2.49023024423423e-13
"Dissection Primary visual cortexV1 seurat / Dissection Dorsolateral prefrontal cortex DFC scvi"	1.81201539939005	0.0236347728376014	Inf	1	45.5741169565519	0
"Dissection Primary visual cortexV1 seurat / Dissection Angular gyrus AnG scvi"	0.615971991275416	0.00773338327094451	Inf	1	-38.5952111109764	0
"Dissection Primary visual cortexV1 seurat / Dissection Anterior cingulate cortex ACC scvi"	0.694649837500637	0.00861427959698753	Inf	1	-29.3807338527456	0
"Dissection Primary visual cortexV1 seurat / Dissection Primary auditory cortexA1 scvi"	0.585282824136817	0.00735937836090677	Inf	1	-42.6004254720355	0
"Dissection Primary visual cortexV1 seurat / Dissection Primary somatosensory cortex S1 scvi"	0.59065399361262	0.0073907641357937	Inf	1	-42.0787383570668	0
"Dissection Primary visual cortexV1 seurat / Dissection Primary visual cortexV1 scvi"	0.744311823113613	0.00914401182104623	Inf	1	-24.0366836827218	0
"Dissection Primary visual cortexV1 seurat / (Human Multiple Cortical Areas SMART-seq scvi)"	1.38021618371394	0.0161617657730124	Inf	1	27.5193357553341	0
"Dissection Primary visual cortexV1 seurat / whole cortex scvi"	0.525564603552955	0.00665392319187061	Inf	1	-50.8100744591421	0
"Dissection Primary visual cortexV1 seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.602948023329246	0.00823709957717396	Inf	1	-37.0331866687855	0
"Dissection Primary visual cortexV1 seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.548961669104163	0.00693632856890778	Inf	1	-47.464151196951	0
"(Human Multiple Cortical Areas SMART-seq seurat) / whole cortex seurat"	0.904506241905969	0.0110901969365125	Inf	1	-8.18576443922709	2.85438339631128e-13
"(Human Multiple Cortical Areas SMART-seq seurat) / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.0308104775386	0.0136881678840554	Inf	1	2.28520863017069	0.745153610208469
"(Human Multiple Cortical Areas SMART-seq seurat) / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	0.96886060324611	0.011827205829541	Inf	1	-2.59143654751259	0.511686448387499
"(Human Multiple Cortical Areas SMART-seq seurat) / Dissection Dorsolateral prefrontal cortex DFC scvi"	1.58654796003651	0.0205365868505317	Inf	1	35.6577250584977	0
"(Human Multiple Cortical Areas SMART-seq seurat) / Dissection Angular gyrus AnG scvi"	0.539327152808193	0.00671856795312738	Inf	1	-49.5638871747404	0
"(Human Multiple Cortical Areas SMART-seq seurat) / Dissection Anterior cingulate cortex ACC scvi"	0.608215185697267	0.00748163384250173	Inf	1	-40.421749602332	0
"(Human Multiple Cortical Areas SMART-seq seurat) / Dissection Primary auditory cortexA1 scvi"	0.512456611015141	0.00639344494176028	Inf	1	-53.5857198721841	0
"(Human Multiple Cortical Areas SMART-seq seurat) / Dissection Primary somatosensory cortex S1 scvi"	0.517159450724845	0.00642014701908644	Inf	1	-53.1167009741894	0
"(Human Multiple Cortical Areas SMART-seq seurat) / Dissection Primary visual cortexV1 scvi"	0.651697775300065	0.00794026820588374	Inf	1	-35.1424246870603	0
"(Human Multiple Cortical Areas SMART-seq seurat) / (Human Multiple Cortical Areas SMART-seq scvi)"	1.20847713072297	0.0140175729725576	Inf	1	16.3251109966773	0
"(Human Multiple Cortical Areas SMART-seq seurat) / whole cortex scvi"	0.460169074675092	0.00578131507693999	Inf	1	-61.7792706375166	0
"(Human Multiple Cortical Areas SMART-seq seurat) / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.527923745429021	0.00716715442848957	Inf	1	-47.0534716765353	0
"(Human Multiple Cortical Areas SMART-seq seurat) / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.48065486449432	0.00602691147271151	Inf	1	-58.4263672990868	0
"whole cortex seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.13963887674947	0.0151105964544969	Inf	1	9.85823664821747	1.91735516352765e-13
"whole cortex seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.0711486094386	0.0130994800918551	Inf	1	5.62019961312403	3.57203266121431e-06
"whole cortex seurat / Dissection Dorsolateral prefrontal cortex DFC scvi"	1.75404865829709	0.0227435748266808	Inf	1	43.3373674769601	0
"whole cortex seurat / Dissection Angular gyrus AnG scvi"	0.596266922018942	0.00746468325402198	Inf	1	-41.3024709119483	0
"whole cortex seurat / Dissection Anterior cingulate cortex ACC scvi"	0.672427847944576	0.0083075869796824	Inf	1	-32.1224475204069	0
"whole cortex seurat / Dissection Primary auditory cortexA1 scvi"	0.566559507577632	0.00710279142284337	Inf	1	-45.3207600294966	0
"whole cortex seurat / Dissection Primary somatosensory cortex S1 scvi"	0.571758852249698	0.00713229016303414	Inf	1	-44.8151851722066	0
"whole cortex seurat / Dissection Primary visual cortexV1 scvi"	0.720501136539215	0.00882248467362146	Inf	1	-26.7709439515658	0
"whole cortex seurat / (Human Multiple Cortical Areas SMART-seq scvi)"	1.33606278733519	0.0155816877690462	Inf	1	24.8428516307732	0
"whole cortex seurat / whole cortex scvi"	0.508751685013723	0.00642213959315708	Inf	1	-53.5354233714852	0
"whole cortex seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.583659593455744	0.00793180910040481	Inf	1	-39.6207376109343	0
"whole cortex seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.531400273680243	0.00669478566298873	Inf	1	-50.1841855446627	0
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	0.939901780548044	0.0124611436417898	Inf	1	-4.67493338667224	0.00051675013231034
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Dorsolateral prefrontal cortex DFC scvi"	1.53912673047805	0.0181369849972248	Inf	1	36.5934490817885	0
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Angular gyrus AnG scvi"	0.523206898416491	0.00709284060742613	Inf	1	-47.7836865031545	0
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Anterior cingulate cortex ACC scvi"	0.590035897917511	0.00775771334109699	Inf	1	-40.1260456591786	0
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Primary auditory cortexA1 scvi"	0.497139505448955	0.0067429128365812	Inf	1	-51.5271591730062	0
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Primary somatosensory cortex S1 scvi"	0.501701779321969	0.00677417955928227	Inf	1	-51.0834557448332	0
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Primary visual cortexV1 scvi"	0.632218811799632	0.00840107708787279	Inf	1	-34.505670139666	0
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / (Human Multiple Cortical Areas SMART-seq scvi)"	1.17235627407339	0.0149330541765481	Inf	1	12.4839147377081	0
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / whole cortex scvi"	0.446414820863964	0.00608947466958308	Inf	1	-59.1243989146263	0
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.512144333931891	0.0064686909133981	Inf	1	-52.9783795038377	0
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.466288299321561	0.00635352112991583	Inf	1	-55.9933925386105	0
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Dorsolateral prefrontal cortex DFC scvi"	1.63753996676186	0.0212874159014677	Inf	1	37.9391601069238	0
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Angular gyrus AnG scvi"	0.556661248275768	0.00696204899594444	Inf	1	-46.8384043982578	0
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Anterior cingulate cortex ACC scvi"	0.627763357968605	0.00775432096682456	Inf	1	-37.6927392998315	0
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Primary auditory cortexA1 scvi"	0.528927081252128	0.00662521602599428	Inf	1	-50.8475712018402	0
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Primary somatosensory cortex S1 scvi"	0.53378107128325	0.00665304925427784	Inf	1	-50.3666010877123	0
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Primary visual cortexV1 scvi"	0.67264348773868	0.00822971595899804	Inf	1	-32.4105877586055	0
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / (Human Multiple Cortical Areas SMART-seq scvi)"	1.24731785632942	0.0145354860464835	Inf	1	18.9640491652703	0
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / whole cortex scvi"	0.474959011784897	0.00599073309031831	Inf	1	-59.0277839838711	0
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.544891332829763	0.00742645051191584	Inf	1	-44.549016667203	0
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.49610321947648	0.00624465882466513	Inf	1	-55.6882471298128	0
"Dissection Dorsolateral prefrontal cortex DFC scvi / Dissection Angular gyrus AnG scvi"	0.339937503556957	0.00390819694994636	Inf	1	-93.8515531577275	0
"Dissection Dorsolateral prefrontal cortex DFC scvi / Dissection Anterior cingulate cortex ACC scvi"	0.383357579485508	0.00424468549255472	Inf	1	-86.5925877357604	0
"Dissection Dorsolateral prefrontal cortex DFC scvi / Dissection Primary auditory cortexA1 scvi"	0.323001021036483	0.00372342675235905	Inf	1	-98.0342603268064	0
"Dissection Dorsolateral prefrontal cortex DFC scvi / Dissection Primary somatosensory cortex S1 scvi"	0.325965217410096	0.00374017031586793	Inf	1	-97.6948743393033	0
"Dissection Dorsolateral prefrontal cortex DFC scvi / Dissection Primary visual cortexV1 scvi"	0.410764623393464	0.00462422650980534	Inf	1	-79.0341106720899	0
"Dissection Dorsolateral prefrontal cortex DFC scvi / (Human Multiple Cortical Areas SMART-seq scvi)"	0.761702237287022	0.00814317394147659	Inf	1	-25.461204521259	0
"Dissection Dorsolateral prefrontal cortex DFC scvi / whole cortex scvi"	0.290044225744366	0.00337154044197779	Inf	1	-106.477761787796	0
"Dissection Dorsolateral prefrontal cortex DFC scvi / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.332749944361514	0.00339823214864559	Inf	1	-107.746039726807	0
"Dissection Dorsolateral prefrontal cortex DFC scvi / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.302956403841243	0.00350973237689983	Inf	1	-103.079183493404	0
"Dissection Angular gyrus AnG scvi / Dissection Anterior cingulate cortex ACC scvi"	1.1277295840389	0.0120733902720081	Inf	1	11.2280232402151	3.99680288865056e-14
"Dissection Angular gyrus AnG scvi / Dissection Primary auditory cortexA1 scvi"	0.950177658118748	0.0102788792181649	Inf	1	-4.72425704964381	0.000408332340756656
"Dissection Angular gyrus AnG scvi / Dissection Primary somatosensory cortex S1 scvi"	0.958897485565256	0.01032872481822	Inf	1	-3.89651091582317	0.0144188800626472
"Dissection Angular gyrus AnG scvi / Dissection Primary visual cortexV1 scvi"	1.20835335641229	0.0127703111921993	Inf	1	17.9080388285246	0
"Dissection Angular gyrus AnG scvi / (Human Multiple Cortical Areas SMART-seq scvi)"	2.24071257015453	0.02252444934456	Inf	1	80.2591559953889	0
"Dissection Angular gyrus AnG scvi / whole cortex scvi"	0.853228086661431	0.00931433015200521	Inf	1	-14.5401230580841	0
"Dissection Angular gyrus AnG scvi / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.97885623351282	0.0118304504776269	Inf	1	-1.76820356998483	0.969001840087429
