study	key	metric	mean	std
GSE214244.1	family	micro_recall	0.9533333333333333	0.015275252316519468
GSE214244.1	family	overall_accuracy	0.9533333333333333	0.015275252316519468
GSE214244.1	family	weighted_f1	0.9363739777316015	0.018786162819230436
GSE214244.1	family	weighted_precision	0.9625525859195188	0.011297372968351052
GSE214244.1	family	weighted_recall	0.9533333333333333	0.015275252316519468
GSE214244.1	global	macro_f1	1.0	0.0
GSE214244.1	global	macro_precision	1.0	0.0
GSE214244.1	global	macro_recall	1.0	0.0
GSE214244.1	global	micro_f1	1.0	0.0
GSE214244.1	global	micro_precision	1.0	0.0
GSE214244.1	global	micro_recall	1.0	0.0
GSE214244.1	global	overall_accuracy	1.0	0.0
GSE214244.1	global	weighted_f1	1.0	0.0
GSE214244.1	global	weighted_precision	1.0	0.0
GSE214244.1	global	weighted_recall	1.0	0.0
GSE214244.1	subclass	macro_f1	0.6456563263981882	0.08291291045477392
GSE214244.1	subclass	macro_precision	0.941421568627451	0.010197374540546419
GSE214244.1	subclass	macro_recall	0.6607509489302967	0.08796022785836802
GSE214244.1	subclass	micro_f1	0.8733333333333334	0.03214550253664323
GSE214244.1	subclass	micro_precision	0.8733333333333334	0.03214550253664323
GSE214244.1	subclass	micro_recall	0.8733333333333334	0.03214550253664323
GSE214244.1	subclass	overall_accuracy	0.8733333333333334	0.03214550253664323
GSE214244.1	subclass	weighted_f1	0.858040644398268	0.027673489337491208
GSE214244.1	subclass	weighted_precision	0.9597441171063518	0.010791473314870915
GSE214244.1	subclass	weighted_recall	0.8733333333333334	0.03214550253664323
GSE247339.1	class	macro_f1	0.5421575304784029	0.06006797415178303
GSE247339.1	class	macro_precision	0.7449976314107053	0.09648545876298797
GSE247339.1	class	macro_recall	0.6253394121005899	0.05460764681412314
GSE247339.1	class	micro_f1	0.6882932049224184	0.08808797162448209
GSE247339.1	class	micro_precision	0.6882932049224184	0.08808797162448209
GSE247339.1	class	micro_recall	0.6882932049224184	0.08808797162448209
GSE247339.1	class	overall_accuracy	0.6882932049224184	0.08808797162448209
GSE247339.1	class	weighted_f1	0.6734196020149182	0.08632233175607476
GSE247339.1	class	weighted_precision	0.8806789553170421	0.03968906729977432
GSE247339.1	class	weighted_recall	0.6882932049224184	0.08808797162448209
GSE247339.1	family	macro_f1	0.7006083526084868	0.0533148403099925
GSE247339.1	family	macro_precision	0.8130535271399053	0.07922216470812946
GSE247339.1	family	macro_recall	0.7539811190463658	0.05789873525373028
GSE247339.1	family	micro_f1	0.7959604066345639	0.07937387917701401
GSE247339.1	family	micro_precision	0.7959604066345639	0.07937387917701401
GSE247339.1	family	micro_recall	0.7959604066345639	0.07937387917701401
GSE247339.1	family	overall_accuracy	0.7959604066345639	0.07937387917701401
GSE247339.1	family	weighted_f1	0.7886428276275232	0.08237924755260627
GSE247339.1	family	weighted_precision	0.9043800301611675	0.03570179954623529
GSE247339.1	family	weighted_recall	0.7959604066345639	0.07937387917701401
GSE247339.1	global	macro_f1	0.718393978886539	0.10245643280244379
GSE247339.1	global	macro_precision	0.6746988011221966	0.10095124062606348
GSE247339.1	global	macro_recall	0.8573208612229503	0.0980702138152274
GSE247339.1	global	micro_f1	0.8760781166399144	0.06566405863054968
GSE247339.1	global	micro_precision	0.8760781166399144	0.06566405863054968
GSE247339.1	global	micro_recall	0.8760781166399144	0.06566405863054968
GSE247339.1	global	overall_accuracy	0.8760781166399144	0.06566405863054968
GSE247339.1	global	weighted_f1	0.8987534465020965	0.05179299395958257
GSE247339.1	global	weighted_precision	0.9467808978109331	0.020641919612492655
GSE247339.1	global	weighted_recall	0.8760781166399144	0.06566405863054968
GSE247339.1	subclass	macro_f1	0.5825837000785447	0.058239913132310486
GSE247339.1	subclass	macro_precision	0.7747967090961332	0.08319415432274613
GSE247339.1	subclass	macro_recall	0.6508561143526899	0.05189972370706351
GSE247339.1	subclass	micro_f1	0.6882932049224184	0.08808797162448209
GSE247339.1	subclass	micro_precision	0.6882932049224184	0.08808797162448209
GSE247339.1	subclass	micro_recall	0.6882932049224184	0.08808797162448209
GSE247339.1	subclass	overall_accuracy	0.6882932049224184	0.08808797162448209
GSE247339.1	subclass	weighted_f1	0.6721877925225412	0.08753373431152532
GSE247339.1	subclass	weighted_precision	0.8796169955629984	0.03990925504917548
GSE247339.1	subclass	weighted_recall	0.6882932049224184	0.08808797162448209
GSE247339.2	class	macro_f1	0.5595884496988799	0.05192549296909933
GSE247339.2	class	macro_precision	0.7212846980942079	0.08818969480312838
GSE247339.2	class	macro_recall	0.664212332814466	0.05520354525202726
GSE247339.2	class	micro_f1	0.6637176753863058	0.07825706433060019
GSE247339.2	class	micro_precision	0.6637176753863058	0.07825706433060019
GSE247339.2	class	micro_recall	0.6637176753863058	0.07825706433060019
GSE247339.2	class	overall_accuracy	0.6637176753863058	0.07825706433060019
GSE247339.2	class	weighted_f1	0.6292366655529273	0.08227065975225646
GSE247339.2	class	weighted_precision	0.8541421956306156	0.051683197529862134
GSE247339.2	class	weighted_recall	0.6637176753863058	0.07825706433060019
GSE247339.2	family	macro_f1	0.7333566040845519	0.048422724288920645
GSE247339.2	family	macro_precision	0.8337720105053787	0.05956221923708115
GSE247339.2	family	macro_recall	0.7874858269745314	0.04819589993210649
GSE247339.2	family	micro_f1	0.8162694651118805	0.06307383699207816
GSE247339.2	family	micro_precision	0.8162694651118805	0.06307383699207816
GSE247339.2	family	micro_recall	0.8162694651118805	0.06307383699207816
GSE247339.2	family	overall_accuracy	0.8162694651118805	0.06307383699207816
GSE247339.2	family	weighted_f1	0.7934513125461559	0.06489431869794908
GSE247339.2	family	weighted_precision	0.8955709172151385	0.03306416501972038
GSE247339.2	family	weighted_recall	0.8162694651118805	0.06307383699207816
GSE247339.2	global	macro_f1	0.7342941729749247	0.10778623892677229
GSE247339.2	global	macro_precision	0.6755590375807767	0.11568779870542356
GSE247339.2	global	macro_recall	0.9013198465207812	0.07468061987318769
GSE247339.2	global	micro_f1	0.9065655088652143	0.05076149009961658
GSE247339.2	global	micro_precision	0.9065655088652143	0.05076149009961658
GSE247339.2	global	micro_recall	0.9065655088652143	0.05076149009961658
GSE247339.2	global	overall_accuracy	0.9065655088652143	0.05076149009961658
GSE247339.2	global	weighted_f1	0.9237578410145488	0.039590166789303494
GSE247339.2	global	weighted_precision	0.9569629757557241	0.020227660186277474
GSE247339.2	global	weighted_recall	0.9065655088652143	0.05076149009961658
GSE247339.2	subclass	macro_f1	0.6035608823991028	0.04766462805829571
GSE247339.2	subclass	macro_precision	0.758815292825331	0.07311483490764635
GSE247339.2	subclass	macro_recall	0.6944973441576562	0.05344350945431173
GSE247339.2	subclass	micro_f1	0.6637176753863058	0.07825706433060019
GSE247339.2	subclass	micro_precision	0.6637176753863058	0.07825706433060019
GSE247339.2	subclass	micro_recall	0.6637176753863058	0.07825706433060019
GSE247339.2	subclass	overall_accuracy	0.6637176753863058	0.07825706433060019
GSE247339.2	subclass	weighted_f1	0.628760196349822	0.08226868337358459
GSE247339.2	subclass	weighted_precision	0.8544713051820153	0.051584675684635865
GSE247339.2	subclass	weighted_recall	0.6637176753863058	0.07825706433060019
