method	reference	cutoff	subsample_ref	score_inner	held_out_study
scvi	whole cortex	0.5	100	0.47807205766269845	GSE124952
scvi	whole cortex	0.5	500	0.525953447063492	GSE124952
scvi	whole cortex	0.75	50	0.2542179911047619	GSE124952
scvi	whole cortex	0.75	100	0.3091487146297619	GSE124952
scvi	whole cortex	0.75	500	0.3668072921420635	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	50	0.7145977720912698	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.7062752922777777	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	500	0.7040553322063491	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.05	50	0.7145977720912698	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.05	100	0.7062752922777777	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.05	500	0.7040553322063491	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.1	50	0.7145977720912698	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.1	100	0.7062752922777777	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.1	500	0.7040553322063491	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.15	50	0.7145977720912698	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.15	100	0.7062752922777777	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.15	500	0.7040553322063491	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.2	50	0.7145977720912698	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.2	100	0.7062752922777777	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.2	500	0.7040553322063491	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.25	50	0.7142264952579365	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.25	100	0.7062222419603175	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.25	500	0.7040553322063491	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.5	50	0.7073112644126983	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.5	100	0.688290017670635	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.5	500	0.6859288120436507	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.75	50	0.6650773259087301	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.75	100	0.642035585202381	GSE124952
seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.75	500	0.6392061352698413	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	50	0.6534048400238095	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.6612453293412698	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	500	0.6633119822777778	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.05	50	0.6534048400238095	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.05	100	0.6612453293412698	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.05	500	0.6633119822777778	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.1	50	0.6534048400238095	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.1	100	0.6612453293412698	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.1	500	0.6633119822777778	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.15	50	0.6534048400238095	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.15	100	0.6612453293412698	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.15	500	0.6633119822777778	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.2	50	0.6534048400238095	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.2	100	0.6612453293412698	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.2	500	0.6633119822777778	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.25	50	0.6534367478293651	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.25	100	0.6613109270515872	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.25	500	0.6633346274444444	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.5	50	0.6486531270436507	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.5	100	0.654149755234127	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.5	500	0.6554046679087302	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.75	50	0.6193342602261905	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.75	100	0.6148009121468254	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.75	500	0.6213201264920635	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	50	0.6453012462460318	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.623388035595238	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	500	0.5699645239960317	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.05	50	0.6453012462460318	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.05	100	0.623388035595238	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.05	500	0.5699645239960317	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.1	50	0.6453012462460318	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.1	100	0.623388035595238	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.1	500	0.5699645239960317	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.15	50	0.6453012462460318	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.15	100	0.623388035595238	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.15	500	0.5699645239960317	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.2	50	0.6453012462460318	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.2	100	0.623388035595238	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.2	500	0.5699645239960317	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.25	50	0.6453395429960317	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.25	100	0.6234263323452381	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.25	500	0.5699645239960317	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.5	50	0.6309841615555555	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.5	100	0.6144817626706349	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.5	500	0.5571165849246031	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.75	50	0.5719495916746031	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.75	100	0.554618531484127	GSE124952
seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.75	500	0.512694744702381	GSE124952
seurat	whole cortex	0.0	50	0.6348632246428572	GSE124952
seurat	whole cortex	0.0	100	0.6896023995952381	GSE124952
seurat	whole cortex	0.0	500	0.7265845898888889	GSE124952
seurat	whole cortex	0.05	50	0.6348632246428572	GSE124952
seurat	whole cortex	0.05	100	0.6896023995952381	GSE124952
seurat	whole cortex	0.05	500	0.7265845898888889	GSE124952
seurat	whole cortex	0.1	50	0.6348632246428572	GSE124952
seurat	whole cortex	0.1	100	0.6896023995952381	GSE124952
seurat	whole cortex	0.1	500	0.7265845898888889	GSE124952
seurat	whole cortex	0.15	50	0.6348632246428572	GSE124952
seurat	whole cortex	0.15	100	0.6896023995952381	GSE124952
seurat	whole cortex	0.15	500	0.7265845898888889	GSE124952
seurat	whole cortex	0.2	50	0.6352024741468254	GSE124952
seurat	whole cortex	0.2	100	0.6896023995952381	GSE124952
seurat	whole cortex	0.2	500	0.726539363313492	GSE124952
seurat	whole cortex	0.25	50	0.6342838236904762	GSE124952
seurat	whole cortex	0.25	100	0.6896023995952381	GSE124952
seurat	whole cortex	0.25	500	0.7268753002579365	GSE124952
seurat	whole cortex	0.5	50	0.6021433362658729	GSE124952
seurat	whole cortex	0.5	100	0.6609565882420635	GSE124952
seurat	whole cortex	0.5	500	0.7065730991666667	GSE124952
seurat	whole cortex	0.75	50	0.49196791119444444	GSE124952
seurat	whole cortex	0.75	100	0.5799166890595239	GSE124952
seurat	whole cortex	0.75	500	0.5903173472539682	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	50	0.6327254505000001	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.6508160096190476	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	500	0.6613472550833334	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.05	50	0.6327254505000001	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.05	100	0.6508160096190476	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.05	500	0.6613472550833334	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.1	50	0.6327608809761904	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.1	100	0.6508160096190476	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.1	500	0.6613472550833334	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.15	50	0.6320125348412698	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.15	100	0.6514309181944444	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.15	500	0.6622813020674604	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.2	50	0.6253844921309524	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.2	100	0.6448033250992063	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.2	500	0.6585256043690476	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.25	50	0.6027595069642857	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.25	100	0.6208038156666666	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.25	500	0.6549298941825397	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.5	50	0.44526356817460316	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.5	100	0.4859837990277778	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.5	500	0.5521607063214286	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.75	50	0.2624982921579365	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.75	100	0.3101393309003968	GSE181021.2
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.75	500	0.3928897818976191	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	50	0.654040437031746	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.6624336888531747	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	500	0.6597605832222222	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.05	50	0.654040437031746	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.05	100	0.6624336888531747	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.05	500	0.6597605832222222	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.1	50	0.654040437031746	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.1	100	0.6624336888531747	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.1	500	0.6597605832222222	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.15	50	0.6531121406309524	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.15	100	0.6567055912103175	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.15	500	0.6583758381547619	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.2	50	0.6431748130357143	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.2	100	0.6476148319404762	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.2	500	0.6555628623928571	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.25	50	0.6178388735992063	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.25	100	0.624843888734127	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.25	500	0.6364206674880952	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.5	50	0.43254802178174606	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.5	100	0.48286926256746027	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.5	500	0.5165013945436508	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.75	50	0.25037118775158734	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.75	100	0.31173468509960317	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.75	500	0.3726146075904762	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	50	0.5795068048928571	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.609112628218254	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	500	0.6237678723809524	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.05	50	0.5795068048928571	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.05	100	0.609112628218254	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.05	500	0.6237678723809524	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.1	50	0.5794047639761905	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.1	100	0.609112628218254	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.1	500	0.6237678723809524	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.15	50	0.5677965202976191	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.15	100	0.604884142813492	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.15	500	0.6257602956984126	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.2	50	0.536079888515873	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.2	100	0.5841303888730159	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.2	500	0.6076241985952381	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.25	50	0.4749262606746032	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.25	100	0.5321078321388889	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.25	500	0.5827662657341269	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.5	50	0.2449293707337302	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.5	100	0.3007840716412698	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.5	500	0.3527920936630952	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.75	50	0.07174661878095238	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.75	100	0.06300600989999999	GSE181021.2
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.75	500	0.1523947572234127	GSE181021.2
