"cutoff"	"method"	"fit"	"se"	"lower"	"upper"
0	"seurat"	0.654435138613965	0.0809933574688807	0.484150225827932	0.792589348422319
0.05	"seurat"	0.641206447694925	0.082362214744369	0.469752702209886	0.782848808635896
0.1	"seurat"	0.627759390210348	0.0836320521404755	0.455390101516687	0.772792759628151
0.15	"seurat"	0.614111657562516	0.0847955621356805	0.441086160814913	0.762423501153823
0.2	"seurat"	0.600282156666283	0.0858458961470944	0.426864283366014	0.751744531160039
0.25	"seurat"	0.586290919540218	0.0867767481522718	0.412747386141764	0.740760595100609
0.5	"seurat"	0.514674300823375	0.0894654695285406	0.344488004246328	0.681524242150495
0.75	"seurat"	0.442449940233981	0.0886499142845671	0.281784081458097	0.616135955967838
0	"scvi"	0.685078059163764	0.0773008488071749	0.518714116984869	0.814500751349158
0.05	"scvi"	0.637641296184404	0.0827461663580954	0.465843754514264	0.780249453829167
0.1	"scvi"	0.587362955073692	0.0867650004272283	0.413711895813367	0.741693769349713
0.15	"scvi"	0.535193671305909	0.0890298339251786	0.363427432645277	0.698998743266347
0.2	"scvi"	0.482242759947722	0.0893455617961019	0.315945028767069	0.65256935271875
0.25	"scvi"	0.429687672266661	0.0876841472401453	0.272000726532789	0.603063027763918
0.5	"scvi"	0.206941787758393	0.0587986292353452	0.114484410351883	0.344978315479263
0.75	"scvi"	0.0828839463309402	0.0273402669704847	0.0427453219582863	0.154625253753723
