method	reference	cutoff	subsample_ref	score_inner	held_out_study
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	50	0.8306456610992065	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.8618031399880953	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	500	0.8846475417777778	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.05	50	0.8306456610992065	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.05	100	0.8618031399880953	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.05	500	0.8846475417777778	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.1	50	0.8307401432420635	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.1	100	0.8618031399880953	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.1	500	0.8846475417777778	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.15	50	0.8301092713333333	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.15	100	0.8662219035515873	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.15	500	0.8874495622619047	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.2	50	0.8290150803174603	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.2	100	0.8668862060873016	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.2	500	0.8873615254246032	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.25	50	0.8112963345952382	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.25	100	0.8535087528730158	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.25	500	0.8783444806190476	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.5	50	0.6160515714126984	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.5	100	0.6802369790198414	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.5	500	0.7523013627063492	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.75	50	0.34426959019642855	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.75	100	0.41488127261349206	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.75	500	0.531824232575	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	50	0.8456606068333333	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.8424672941309524	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	500	0.8404555176349207	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.05	50	0.8456606068333333	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.05	100	0.8424672941309524	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.05	500	0.8404555176349207	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.1	50	0.8456606068333333	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.1	100	0.8424672941309524	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.1	500	0.8404555176349207	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.15	50	0.8460481444880953	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.15	100	0.842463312563492	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.15	500	0.8391349088373016	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.2	50	0.8323438221031746	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.2	100	0.8419102871984127	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.2	500	0.8355993026626983	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.25	50	0.8020954630555556	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.25	100	0.8213861805317461	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.25	500	0.8247907310357143	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.5	50	0.5446273117460317	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.5	100	0.6167315950357143	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.5	500	0.6680560505555556	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.75	50	0.31321215261984126	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.75	100	0.3682341117670635	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.75	500	0.4466372491607143	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	50	0.7659769062420635	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.7904074167539682	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	500	0.797754002547619	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.05	50	0.7659769062420635	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.05	100	0.7904074167539683	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.05	500	0.797754002547619	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.1	50	0.765841884218254	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.1	100	0.7904337215873016	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.1	500	0.797754002547619	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.15	50	0.7621579024920635	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.15	100	0.7859604198095238	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.15	500	0.798537007079365	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.2	50	0.7321522056309524	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.2	100	0.7704968225238096	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.2	500	0.790298504531746	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.25	50	0.6717756488571429	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.25	100	0.7374332273333333	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.25	500	0.7721736136825398	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.5	50	0.33764797367539684	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.5	100	0.41819261501031746	GSE124952
