"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Primary visual cortexV1 scvi"	0.378489842873253	0.00424419628602933	Inf	1	-86.6425239720093	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / (Human Multiple Cortical Areas SMART-seq scvi)"	0.63019207455547	0.00671630978966949	Inf	1	-43.3242345992651	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / whole cortex scvi"	0.286002848621033	0.00332278202912606	Inf	1	-107.742568101314	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.334022039194273	0.00357793621380867	Inf	1	-102.36943260367	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.295934327296913	0.00341604516549065	Inf	1	-105.483054931957	0
"Dissection Angular gyrus AnG seurat / Dissection Anterior cingulate cortex ACC seurat"	1.0646143661967	0.0114013132729086	Inf	1	5.84654682523269	9.44841386796291e-07
"Dissection Angular gyrus AnG seurat / Dissection Primary auditory cortexA1 seurat"	0.98659979484931	0.0106355251498485	Inf	1	-1.25146793125752	0.999551433484072
"Dissection Angular gyrus AnG seurat / Dissection Primary somatosensory cortex S1 seurat"	1.02458484890933	0.0109749267384225	Inf	1	2.26740554422319	0.757314018480814
"Dissection Angular gyrus AnG seurat / Dissection Primary visual cortexV1 seurat"	1.01736697855289	0.0109474629232393	Inf	1	1.60008936643748	0.989473913914188
"Dissection Angular gyrus AnG seurat / (Human Multiple Cortical Areas SMART-seq seurat)"	1.49579480144136	0.015744993759521	Inf	1	38.2530035638991	0
"Dissection Angular gyrus AnG seurat / whole cortex seurat"	1.12320021050839	0.0119049569678114	Inf	1	10.9614492296226	1.82076576038526e-13
"Dissection Angular gyrus AnG seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.24456358632148	0.0144089160007721	Inf	1	18.8974495935775	0
"Dissection Angular gyrus AnG seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.09198466444771	0.011635847668208	Inf	1	8.25820306662529	2.49689158238198e-13
"Dissection Angular gyrus AnG seurat / Dissection Dorsolateral prefrontal cortex DFC scvi"	1.37889533211817	0.0154348794852718	Inf	1	28.7022136032848	0
"Dissection Angular gyrus AnG seurat / Dissection Angular gyrus AnG scvi"	0.590085653039695	0.00650174339483896	Inf	1	-47.873752164252	0
"Dissection Angular gyrus AnG seurat / Dissection Anterior cingulate cortex ACC scvi"	0.659463330470424	0.0072131005057506	Inf	1	-38.0631948211201	0
"Dissection Angular gyrus AnG seurat / Dissection Primary auditory cortexA1 scvi"	0.587987079251103	0.00650541929712531	Inf	1	-47.9985537808911	0
"Dissection Angular gyrus AnG seurat / Dissection Primary somatosensory cortex S1 scvi"	0.581906133694062	0.00642527436277146	Inf	1	-49.036166290723	0
"Dissection Angular gyrus AnG seurat / Dissection Primary visual cortexV1 scvi"	0.698651661618125	0.00754448213831726	Inf	1	-33.2081879990223	0
"Dissection Angular gyrus AnG seurat / (Human Multiple Cortical Areas SMART-seq scvi)"	1.16326698937121	0.01195488844268	Inf	1	14.7156269122808	0
"Dissection Angular gyrus AnG seurat / whole cortex scvi"	0.527930588307795	0.00591436413373428	Inf	1	-57.0199971811088	0
"Dissection Angular gyrus AnG seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.616568864645335	0.00741043868026215	Inf	1	-40.2356226938385	0
"Dissection Angular gyrus AnG seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.546263032915964	0.00607319474475396	Inf	1	-54.3866136280276	0
"Dissection Anterior cingulate cortex ACC seurat / Dissection Primary auditory cortexA1 seurat"	0.926720346987149	0.00996962957631979	Inf	1	-7.07414457536899	2.85653722897905e-10
"Dissection Anterior cingulate cortex ACC seurat / Dissection Primary somatosensory cortex S1 seurat"	0.962399983920584	0.0102868707042084	Inf	1	-3.58555157801818	0.0435711096983101
"Dissection Anterior cingulate cortex ACC seurat / Dissection Primary visual cortexV1 seurat"	0.955620185915202	0.0102631316511066	Inf	1	-4.22679268831356	0.00385160293643727
"Dissection Anterior cingulate cortex ACC seurat / (Human Multiple Cortical Areas SMART-seq seurat)"	1.40501091187135	0.0147517057027686	Inf	1	32.387239984138	0
"Dissection Anterior cingulate cortex ACC seurat / whole cortex seurat"	1.05503010871531	0.0111569829207476	Inf	1	5.06563743076323	7.42782851783641e-05
"Dissection Anterior cingulate cortex ACC seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.16902760834202	0.0132706112722662	Inf	1	13.7574468695753	0
"Dissection Anterior cingulate cortex ACC seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.02570911977149	0.0109067424229019	Inf	1	2.38722085141593	0.671221098983033
"Dissection Anterior cingulate cortex ACC seurat / Dissection Dorsolateral prefrontal cortex DFC scvi"	1.29520639200486	0.0141992467400635	Inf	1	23.5949919982377	0
"Dissection Anterior cingulate cortex ACC seurat / Dissection Angular gyrus AnG scvi"	0.55427173611019	0.00610249997895395	Inf	1	-53.5970292952075	0
"Dissection Anterior cingulate cortex ACC seurat / Dissection Anterior cingulate cortex ACC scvi"	0.619438691989791	0.00675237074931936	Inf	1	-43.9364093178372	0
"Dissection Anterior cingulate cortex ACC seurat / Dissection Primary auditory cortexA1 scvi"	0.552300530521364	0.00610579702420511	Inf	1	-53.6998456132711	0
"Dissection Anterior cingulate cortex ACC seurat / Dissection Primary somatosensory cortex S1 scvi"	0.546588654230641	0.00603037245129453	Inf	1	-54.7514550456445	0
"Dissection Anterior cingulate cortex ACC seurat / Dissection Primary visual cortexV1 scvi"	0.656248575823784	0.00708033964620686	Inf	1	-39.0408051818366	0
"Dissection Anterior cingulate cortex ACC seurat / (Human Multiple Cortical Areas SMART-seq scvi)"	1.09266512486295	0.0112116013347291	Inf	1	8.63674516690432	1.73749903353837e-13
"Dissection Anterior cingulate cortex ACC seurat / whole cortex scvi"	0.495889032752592	0.0055511968709001	Inf	1	-62.6564169312136	0
"Dissection Anterior cingulate cortex ACC seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.579147608958168	0.00684555108257847	Inf	1	-46.2094580489684	0
"Dissection Anterior cingulate cortex ACC seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.513108831010304	0.00570051449764576	Inf	1	-60.0613768448862	0
"Dissection Primary auditory cortexA1 seurat / Dissection Primary somatosensory cortex S1 seurat"	1.03850097502384	0.0111751949617688	Inf	1	3.51070427435364	0.0556569712760642
"Dissection Primary auditory cortexA1 seurat / Dissection Primary visual cortexV1 seurat"	1.03118507003975	0.0111467216323728	Inf	1	2.84086641128734	0.327674135505652
"Dissection Primary auditory cortexA1 seurat / (Human Multiple Cortical Areas SMART-seq seurat)"	1.51611099987085	0.016034986043765	Inf	1	39.346920660942	0
"Dissection Primary auditory cortexA1 seurat / whole cortex seurat"	1.13845575112849	0.012123355797096	Inf	1	12.1770472542305	0
"Dissection Primary auditory cortexA1 seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.26146750974297	0.0146514796081854	Inf	1	19.9985461509933	0
"Dissection Primary auditory cortexA1 seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.10681622898015	0.0118495424050557	Inf	1	9.4795355022683	1.69753100465186e-13
"Dissection Primary auditory cortexA1 seurat / Dissection Dorsolateral prefrontal cortex DFC scvi"	1.39762377745961	0.0157067257482371	Inf	1	29.7889834610658	0
"Dissection Primary auditory cortexA1 seurat / Dissection Angular gyrus AnG scvi"	0.598100320028774	0.0066217718910314	Inf	1	-46.4258877509888	0
"Dissection Primary auditory cortexA1 seurat / Dissection Anterior cingulate cortex ACC scvi"	0.668420299612112	0.00734600074903108	Inf	1	-36.6546616173785	0
"Dissection Primary auditory cortexA1 seurat / Dissection Primary auditory cortexA1 scvi"	0.59597324297124	0.00662509406860403	Inf	1	-46.5580737093105	0
"Dissection Primary auditory cortexA1 seurat / Dissection Primary somatosensory cortex S1 scvi"	0.589809704737411	0.00654358861320062	Inf	1	-47.5875234210354	0
"Dissection Primary auditory cortexA1 seurat / Dissection Primary visual cortexV1 scvi"	0.708140894885179	0.00768548823344017	Inf	1	-31.798638607899	0
"Dissection Primary auditory cortexA1 seurat / (Human Multiple Cortical Areas SMART-seq scvi)"	1.17906672537762	0.0121852792955071	Inf	1	15.9388764764287	0
"Dissection Primary auditory cortexA1 seurat / whole cortex scvi"	0.535101052183403	0.00602231366155087	Inf	1	-55.5597945782641	0
"Dissection Primary auditory cortexA1 seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.624943232163866	0.00753590501226909	Inf	1	-38.9843491882211	0
"Dissection Primary auditory cortexA1 seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.553682491895712	0.00618470572120257	Inf	1	-52.9236317224484	0
"Dissection Primary somatosensory cortex S1 seurat / Dissection Primary visual cortexV1 seurat"	0.992955321988096	0.0106663264606504	Inf	1	-0.658127783662355	0.99999998579757
"Dissection Primary somatosensory cortex S1 seurat / (Human Multiple Cortical Areas SMART-seq seurat)"	1.4599032994033	0.0153424325690739	Inf	1	36.0036715977906	0
"Dissection Primary somatosensory cortex S1 seurat / whole cortex seurat"	1.09624909220943	0.0115971150284027	Inf	1	8.68657355501527	1.64535052249448e-13
"Dissection Primary somatosensory cortex S1 seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.21470036146476	0.0140407817412944	Inf	1	16.8264205826795	0
"Dissection Primary somatosensory cortex S1 seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.06578256121016	0.011335382511537	Inf	1	5.99011910937037	3.95686939658191e-07
"Dissection Primary somatosensory cortex S1 seurat / Dissection Dorsolateral prefrontal cortex DFC scvi"	1.34580882548283	0.0150514644050944	Inf	1	26.5554723753938	0
"Dissection Primary somatosensory cortex S1 seurat / Dissection Angular gyrus AnG scvi"	0.575926584965454	0.00634088125549162	Inf	1	-50.1163681285521	0
"Dissection Primary somatosensory cortex S1 seurat / Dissection Anterior cingulate cortex ACC scvi"	0.643639549396445	0.00703441244320358	Inf	1	-40.3158264324943	0
"Dissection Primary somatosensory cortex S1 seurat / Dissection Primary auditory cortexA1 scvi"	0.573878366322727	0.00634471198335716	Inf	1	-50.2302320847314	0
"Dissection Primary somatosensory cortex S1 seurat / Dissection Primary somatosensory cortex S1 scvi"	0.567943332671278	0.00626639000746441	Inf	1	-51.2742813306372	0
"Dissection Primary somatosensory cortex S1 seurat / Dissection Primary visual cortexV1 scvi"	0.681887559006793	0.00735792667575755	Inf	1	-35.4839457902564	0
"Dissection Primary somatosensory cortex S1 seurat / (Human Multiple Cortical Areas SMART-seq scvi)"	1.13535447123731	0.0116571131754289	Inf	1	12.3639078437993	0
"Dissection Primary somatosensory cortex S1 seurat / whole cortex scvi"	0.515262927096549	0.00576834388833466	Inf	1	-59.230084511476	0
"Dissection Primary somatosensory cortex S1 seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.601774333576837	0.00722804782156897	Inf	1	-42.2831727620189	0
"Dissection Primary somatosensory cortex S1 seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.533155485851135	0.00592320507042075	Inf	1	-56.6119134934458	0
"Dissection Primary visual cortexV1 seurat / (Human Multiple Cortical Areas SMART-seq seurat)"	1.47026081342742	0.0155141318356079	Inf	1	36.5277962916444	0
"Dissection Primary visual cortexV1 seurat / whole cortex seurat"	1.10402660415226	0.0117356125850765	Inf	1	9.31003288716259	2.02504679691629e-13
"Dissection Primary visual cortexV1 seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.22331824460409	0.0141893080167238	Inf	1	17.3779183796184	0
"Dissection Primary visual cortexV1 seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.07334392354758	0.0114705530385078	Inf	1	6.62305838475459	6.67365041007173e-09
"Dissection Primary visual cortexV1 seurat / Dissection Dorsolateral prefrontal cortex DFC scvi"	1.35535687828155	0.0152030905691419	Inf	1	27.1074038637478	0
"Dissection Primary visual cortexV1 seurat / Dissection Angular gyrus AnG scvi"	0.580012586882896	0.00640761728567604	Inf	1	-49.3063204414732	0
"Dissection Primary visual cortexV1 seurat / Dissection Anterior cingulate cortex ACC scvi"	0.648205951610944	0.00710838782969114	Inf	1	-39.5346493538412	0
"Dissection Primary visual cortexV1 seurat / Dissection Primary auditory cortexA1 scvi"	0.577949836830229	0.00641103297776681	Inf	1	-49.4259690651612	0
"Dissection Primary visual cortexV1 seurat / Dissection Primary somatosensory cortex S1 scvi"	0.571972696147236	0.00633211106244593	Inf	1	-50.4635127497798	0
"Dissection Primary visual cortexV1 seurat / Dissection Primary visual cortexV1 scvi"	0.686725317752985	0.00743539918147553	Inf	1	-34.710405917887	0
"Dissection Primary visual cortexV1 seurat / (Human Multiple Cortical Areas SMART-seq scvi)"	1.14340942245428	0.0117839148056357	Inf	1	13.0036128117426	0
"Dissection Primary visual cortexV1 seurat / whole cortex scvi"	0.518918541133239	0.00582815990855179	Inf	1	-58.4086413777815	0
"Dissection Primary visual cortexV1 seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.606043716420155	0.00729622312318359	Inf	1	-41.5980433792623	0
"Dissection Primary visual cortexV1 seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.536938041465603	0.00598509948274861	Inf	1	-55.789722597026	0
"(Human Multiple Cortical Areas SMART-seq seurat) / whole cortex seurat"	0.750905277532761	0.0078033484777515	Inf	1	-27.5671608674473	0
"(Human Multiple Cortical Areas SMART-seq seurat) / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat)"	0.832041657801061	0.00940378347467449	Inf	1	-16.2689628848834	0
"(Human Multiple Cortical Areas SMART-seq seurat) / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	0.730036408333188	0.00763198102500514	Inf	1	-30.0988553080669	0
"(Human Multiple Cortical Areas SMART-seq seurat) / Dissection Dorsolateral prefrontal cortex DFC scvi"	0.921847923785702	0.0100339579898066	Inf	1	-7.47615095982285	1.4659717884058e-11
"(Human Multiple Cortical Areas SMART-seq seurat) / Dissection Angular gyrus AnG scvi"	0.394496392467124	0.00426355290799858	Inf	1	-86.064126950775	0
"(Human Multiple Cortical Areas SMART-seq seurat) / Dissection Anterior cingulate cortex ACC scvi"	0.440878207248052	0.0047192194506784	Inf	1	-76.5112440038075	0
"(Human Multiple Cortical Areas SMART-seq seurat) / Dissection Primary auditory cortexA1 scvi"	0.39309341006167	0.00426513491443346	Inf	1	-86.05459693521	0
"(Human Multiple Cortical Areas SMART-seq seurat) / Dissection Primary somatosensory cortex S1 scvi"	0.389028049257379	0.00421268322175552	Inf	1	-87.1850202561937	0
"(Human Multiple Cortical Areas SMART-seq seurat) / Dissection Primary visual cortexV1 scvi"	0.467077209350438	0.00493685949625343	Inf	1	-72.0230190263704	0
"(Human Multiple Cortical Areas SMART-seq seurat) / (Human Multiple Cortical Areas SMART-seq scvi)"	0.777691557859591	0.00778050524602124	Inf	1	-25.130928930541	0
"(Human Multiple Cortical Areas SMART-seq seurat) / whole cortex scvi"	0.352943189666842	0.00388004454383908	Inf	1	-94.7339740865594	0
"(Human Multiple Cortical Areas SMART-seq seurat) / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.412201502539789	0.00484074884463979	Inf	1	-75.4657375669274	0
"(Human Multiple Cortical Areas SMART-seq seurat) / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.365199178650427	0.00398406691917999	Inf	1	-92.3352094803807	0
"whole cortex seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.1080514183292	0.0126852631665304	Inf	1	8.96232038566176	1.36890498936282e-13
"whole cortex seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	0.972208386564892	0.0102295861076019	Inf	1	-2.67868104482056	0.444088449637257
"whole cortex seurat / Dissection Dorsolateral prefrontal cortex DFC scvi"	1.22764874794143	0.0135782224169573	Inf	1	18.5437883402619	0
"whole cortex seurat / Dissection Angular gyrus AnG scvi"	0.525361059870714	0.00572409611349568	Inf	1	-59.0763841770763	0
"whole cortex seurat / Dissection Anterior cingulate cortex ACC scvi"	0.587128923499699	0.00634804272705161	Inf	1	-49.2517988276607	0
"whole cortex seurat / Dissection Primary auditory cortexA1 scvi"	0.52349267187634	0.00572801974767268	Inf	1	-59.1515660354045	0
"whole cortex seurat / Dissection Primary somatosensory cortex S1 scvi"	0.518078725635813	0.0056570416180085	Inf	1	-60.2263752968501	0
"whole cortex seurat / Dissection Primary visual cortexV1 scvi"	0.622018812925523	0.00663804778087932	Inf	1	-44.4897619065809	0
"whole cortex seurat / (Human Multiple Cortical Areas SMART-seq scvi)"	1.03567198304271	0.0104994466502078	Inf	1	3.45740077341559	0.0659069232255058
"whole cortex seurat / whole cortex scvi"	0.470023583835371	0.00520953043709574	Inf	1	-68.1164724530857	0
"whole cortex seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.5489394133627	0.00653327921310052	Inf	1	-50.3936606926309	0
"whole cortex seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.48634520168823	0.00534825583251554	Inf	1	-65.5494875741806	0
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	0.87740367503058	0.0101047162722743	Inf	1	-11.3564753329716	0
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Dorsolateral prefrontal cortex DFC scvi"	1.10793481929977	0.0112522534118447	Inf	1	10.0922750505633	2.1138646388863e-13
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Angular gyrus AnG scvi"	0.474130578401216	0.0056241991019106	Inf	1	-62.9121786045955	0
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Anterior cingulate cortex ACC scvi"	0.529875160834153	0.00612570136979244	Inf	1	-54.9375542266364	0
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Primary auditory cortexA1 scvi"	0.472444385898353	0.0056207862098594	Inf	1	-63.025960537867	0
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Primary somatosensory cortex S1 scvi"	0.467558379571416	0.00555279708287223	Inf	1	-64.0132167852536	0
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Primary visual cortexV1 scvi"	0.561362769485414	0.00653520576838343	Inf	1	-49.5966158493165	0
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / (Human Multiple Cortical Areas SMART-seq scvi)"	0.934678631253743	0.0103953280168025	Inf	1	-6.07387237620722	2.35878818255486e-07
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / whole cortex scvi"	0.424189325567675	0.0051009209749708	Inf	1	-71.3154218019548	0
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.495409693342957	0.00552868767305441	Inf	1	-62.9373594065589	0
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.438919344033307	0.00524699126231599	Inf	1	-68.8820611896434	0
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Dorsolateral prefrontal cortex DFC scvi"	1.26274239649288	0.014062657118019	Inf	1	20.9476733070254	0
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Angular gyrus AnG scvi"	0.540379065980879	0.0059192675141142	Inf	1	-56.1885217558005	0
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Anterior cingulate cortex ACC scvi"	0.603912629857272	0.00656735362819257	Inf	1	-46.3761666640538	0
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Primary auditory cortexA1 scvi"	0.538457268123349	0.00592323951168765	Inf	1	-56.275021579524	0
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Primary somatosensory cortex S1 scvi"	0.532888558456426	0.00584999520838293	Inf	1	-57.3373036676754	0
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Primary visual cortexV1 scvi"	0.639799883976835	0.00686703437996019	Inf	1	-41.6095952642243	0
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / (Human Multiple Cortical Areas SMART-seq scvi)"	1.06527777105694	0.0108730842171444	Inf	1	6.19543264962538	1.09949461091219e-07
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / whole cortex scvi"	0.483459709184476	0.00538613049932714	Inf	1	-65.2365137313689	0
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.564631431849986	0.00675891409948466	Inf	1	-47.7492702583425	0
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.500247897888061	0.00552994156306247	Inf	1	-62.6584307843913	0
"Dissection Dorsolateral prefrontal cortex DFC scvi / Dissection Angular gyrus AnG scvi"	0.427940859102949	0.00431839411072214	Inf	1	-84.1107759807397	0
"Dissection Dorsolateral prefrontal cortex DFC scvi / Dissection Anterior cingulate cortex ACC scvi"	0.478254813914992	0.00467853127508422	Inf	1	-75.401077851391	0
"Dissection Dorsolateral prefrontal cortex DFC scvi / Dissection Primary auditory cortexA1 scvi"	0.426418935183337	0.00431867048960353	Inf	1	-84.1580600251145	0
"Dissection Dorsolateral prefrontal cortex DFC scvi / Dissection Primary somatosensory cortex S1 scvi"	0.422008922751357	0.00427068101520677	Inf	1	-85.2508672899258	0
"Dissection Dorsolateral prefrontal cortex DFC scvi / Dissection Primary visual cortexV1 scvi"	0.506674905153898	0.00501306294364522	Inf	1	-68.7166754694477	0
"Dissection Dorsolateral prefrontal cortex DFC scvi / (Human Multiple Cortical Areas SMART-seq scvi)"	0.843622399957129	0.00791274431591923	Inf	1	-18.1300213728692	0
"Dissection Dorsolateral prefrontal cortex DFC scvi / whole cortex scvi"	0.382864874520116	0.00393175571263176	Inf	1	-93.489605366051	0
"Dissection Dorsolateral prefrontal cortex DFC scvi / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.447146966331522	0.00411844809494944	Inf	1	-87.3858929211731	0
"Dissection Dorsolateral prefrontal cortex DFC scvi / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.396159897123469	0.00403541807235902	Inf	1	-90.8999380272373	0
"Dissection Angular gyrus AnG scvi / Dissection Anterior cingulate cortex ACC scvi"	1.11757221527645	0.0108091813263448	Inf	1	11.4928073305447	0
"Dissection Angular gyrus AnG scvi / Dissection Primary auditory cortexA1 scvi"	0.996443611570996	0.00970234173444904	Inf	1	-0.36589692124578	1
"Dissection Angular gyrus AnG scvi / Dissection Primary somatosensory cortex S1 scvi"	0.986138420238658	0.00959800599175898	Inf	1	-1.43415841500566	0.997205267367947
"Dissection Angular gyrus AnG scvi / Dissection Primary visual cortexV1 scvi"	1.18398347429594	0.011279739319526	Inf	1	17.7270542120317	0
"Dissection Angular gyrus AnG scvi / (Human Multiple Cortical Areas SMART-seq scvi)"	1.97135277459958	0.0179016259164048	Inf	1	74.7416212906984	0
"Dissection Angular gyrus AnG scvi / whole cortex scvi"	0.894667724233386	0.00883839799998585	Inf	1	-11.2666459513125	3.10862446895044e-14
"Dissection Angular gyrus AnG scvi / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	1.04488028385238	0.0113104409493005	Inf	1	4.0557805521679	0.00776669222300064
