key	method_display	reference	subsample_ref	mean_f1	n_celltypes	total_duration_hrs	total_memory_gb	pareto
family	scVI	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	500	0.9859228293979738	8	0.04043939203354297	0.0204016804245283	TRUE
family	scVI	whole cortex	500	0.985351431704706	8	0.04043939203354297	0.0204016804245283	TRUE
family	scVI	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	500	0.9851575959588608	8	0.04043939203354297	0.0204016804245283	TRUE
family	scVI	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	100	0.9840671700472351	8	0.03999322851153039	0.0204016804245283	TRUE
family	scVI	Dissection Anterior cingulate cortex ACC	500	0.9838345994452103	8	0.04043939203354297	0.0204016804245283	FALSE
family	scVI	whole cortex	100	0.9836410436395502	8	0.03999322851153039	0.0204016804245283	TRUE
family	scVI	Dissection Primary somatosensory cortex S1	100	0.9833341947875182	8	0.03999322851153039	0.0204016804245283	TRUE
family	scVI	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	100	0.9833092349548063	8	0.03999322851153039	0.0204016804245283	TRUE
family	scVI	Dissection Primary auditory cortexA1	100	0.9831170432872193	8	0.03999322851153039	0.0204016804245283	TRUE
family	scVI	whole cortex	50	0.9824311912597838	8	0.03922634696016771	0.0204016804245283	TRUE
family	scVI	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	50	0.9809792541564157	8	0.03922634696016771	0.0204016804245283	TRUE
family	scVI	Dissection Primary somatosensory cortex S1	500	0.9804846884395889	8	0.04043939203354297	0.0204016804245283	FALSE
family	scVI	Dissection Anterior cingulate cortex ACC	50	0.9803037479436975	8	0.03922634696016771	0.0204016804245283	TRUE
family	scVI	Dissection Primary auditory cortexA1	50	0.9797632483753327	8	0.03922634696016771	0.0204016804245283	TRUE
family	Seurat	Human Multiple Cortical Areas SMART-seq	50	0.9797589926091086	8	0.06582393081761004	0.0300390625	FALSE
family	scVI	Dissection Primary visual cortexV1	100	0.9792769840426548	8	0.03999322851153039	0.0204016804245283	FALSE
family	scVI	Dissection Anterior cingulate cortex ACC	100	0.9792691644131982	8	0.03999322851153039	0.0204016804245283	FALSE
family	Seurat	Human Multiple Cortical Areas SMART-seq	100	0.9787010778251451	8	0.08158856394129976	0.036083984375	FALSE
family	scVI	Dissection Primary somatosensory cortex S1	50	0.9781541631966604	8	0.03922634696016771	0.0204016804245283	TRUE
family	scVI	Dissection Primary visual cortexV1	50	0.9770710486417769	8	0.03922634696016771	0.0204016804245283	TRUE
family	Seurat	Dissection Primary visual cortexV1	50	0.9768675953030601	8	0.06582393081761004	0.0300390625	FALSE
family	Seurat	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	500	0.9765910387069282	8	0.16130346960167713	0.03248046875	FALSE
family	scVI	Dissection Primary visual cortexV1	500	0.9763575895862124	8	0.04043939203354297	0.0204016804245283	FALSE
family	Seurat	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	100	0.9755011681393683	8	0.08158856394129976	0.036083984375	FALSE
family	scVI	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	50	0.9754420630166752	8	0.03922634696016771	0.0204016804245283	TRUE
family	Seurat	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	50	0.9754034092283423	8	0.06582393081761004	0.0300390625	FALSE
family	scVI	Dissection Angular gyrus AnG	50	0.9751556902790584	8	0.03922634696016771	0.0204016804245283	TRUE
family	Seurat	Dissection Angular gyrus AnG	100	0.9750681969792676	8	0.08158856394129976	0.036083984375	FALSE
family	Seurat	Dissection Angular gyrus AnG	50	0.9749410160490389	8	0.06582393081761004	0.0300390625	FALSE
family	Seurat	Dissection Anterior cingulate cortex ACC	100	0.9745161195920149	8	0.08158856394129976	0.036083984375	FALSE
family	Seurat	Dissection Primary visual cortexV1	500	0.9742590156911576	8	0.16130346960167713	0.03248046875	FALSE
family	Seurat	Dissection Primary auditory cortexA1	100	0.9739711355420205	8	0.08158856394129976	0.036083984375	FALSE
family	Seurat	Dissection Primary auditory cortexA1	50	0.9739642021341794	8	0.06582393081761004	0.0300390625	FALSE
family	Seurat	Dissection Primary somatosensory cortex S1	50	0.9739096174317287	8	0.06582393081761004	0.0300390625	FALSE
family	Seurat	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	50	0.9738891965225462	8	0.06582393081761004	0.0300390625	FALSE
family	Seurat	Dissection Primary somatosensory cortex S1	100	0.9738278645999506	8	0.08158856394129976	0.036083984375	FALSE
family	Seurat	Dissection Primary visual cortexV1	100	0.9738276316555226	8	0.08158856394129976	0.036083984375	FALSE
family	Seurat	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	500	0.9738063139118844	8	0.16130346960167713	0.03248046875	FALSE
family	Seurat	Dissection Anterior cingulate cortex ACC	50	0.9735033563638195	8	0.06582393081761004	0.0300390625	FALSE
family	Seurat	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	100	0.9725309373668314	8	0.08158856394129976	0.036083984375	FALSE
family	scVI	Dissection Angular gyrus AnG	500	0.9723551969847672	8	0.04043939203354297	0.0204016804245283	FALSE
family	Seurat	whole cortex	100	0.9710839527661894	8	0.08158856394129976	0.036083984375	FALSE
family	Seurat	whole cortex	500	0.9706370499674004	8	0.16130346960167713	0.03248046875	FALSE
family	Seurat	Dissection Anterior cingulate cortex ACC	500	0.9704852020216791	8	0.16130346960167713	0.03248046875	FALSE
family	Seurat	Dissection Primary somatosensory cortex S1	500	0.9701250583897243	8	0.16130346960167713	0.03248046875	FALSE
family	Seurat	Dissection Angular gyrus AnG	500	0.9697403357528745	8	0.16130346960167713	0.03248046875	FALSE
family	scVI	Dissection Angular gyrus AnG	100	0.9690471297942066	8	0.03999322851153039	0.0204016804245283	FALSE
family	Seurat	whole cortex	50	0.9690168407011307	8	0.06582393081761004	0.0300390625	FALSE
family	Seurat	Dissection Primary auditory cortexA1	500	0.9689341476329231	8	0.16130346960167713	0.03248046875	FALSE
family	scVI	Dissection Primary auditory cortexA1	500	0.9673087335816658	8	0.04043939203354297	0.0204016804245283	FALSE
family	scVI	Human Multiple Cortical Areas SMART-seq	100	0.9623308744494656	8	0.03999322851153039	0.0204016804245283	FALSE
family	Seurat	Human Multiple Cortical Areas SMART-seq	500	0.946243950762008	8	0.16130346960167713	0.03248046875	FALSE
family	scVI	Dissection Dorsolateral prefrontal cortex DFC	50	0.9317409360354147	8	0.03922634696016771	0.0204016804245283	TRUE
family	scVI	Human Multiple Cortical Areas SMART-seq	500	0.928095488294648	8	0.04043939203354297	0.0204016804245283	FALSE
family	scVI	Human Multiple Cortical Areas SMART-seq	50	0.9268824710555699	8	0.03922634696016771	0.0204016804245283	TRUE
family	scVI	Dissection Dorsolateral prefrontal cortex DFC	100	0.9077573975735297	8	0.03999322851153039	0.0204016804245283	FALSE
family	Seurat	Dissection Dorsolateral prefrontal cortex DFC	50	0.8567078731137214	8	0.06582393081761004	0.0300390625	FALSE
family	scVI	Dissection Dorsolateral prefrontal cortex DFC	500	0.855954839105325	8	0.04043939203354297	0.0204016804245283	FALSE
family	Seurat	Dissection Dorsolateral prefrontal cortex DFC	100	0.7954201853485454	8	0.08158856394129976	0.036083984375	FALSE
family	Seurat	Dissection Dorsolateral prefrontal cortex DFC	500	0.6854374080610377	8	0.16130346960167713	0.03248046875	FALSE
global	scVI	whole cortex	500	0.9924870743799968	3	0.04043939203354297	0.0204016804245283	TRUE
global	scVI	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	500	0.9920251879462311	3	0.04043939203354297	0.0204016804245283	TRUE
global	scVI	whole cortex	50	0.9919577329811103	3	0.03922634696016771	0.0204016804245283	TRUE
global	scVI	whole cortex	100	0.9917202006564159	3	0.03999322851153039	0.0204016804245283	FALSE
global	scVI	Dissection Angular gyrus AnG	500	0.9915001289325929	3	0.04043939203354297	0.0204016804245283	FALSE
global	scVI	Dissection Primary auditory cortexA1	100	0.9914837391780648	3	0.03999322851153039	0.0204016804245283	FALSE
global	scVI	Dissection Primary somatosensory cortex S1	500	0.9910945537500062	3	0.04043939203354297	0.0204016804245283	FALSE
global	scVI	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	500	0.9910734469764895	3	0.04043939203354297	0.0204016804245283	FALSE
global	scVI	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	100	0.9910160406510831	3	0.03999322851153039	0.0204016804245283	FALSE
global	scVI	Dissection Primary somatosensory cortex S1	100	0.9909116804273957	3	0.03999322851153039	0.0204016804245283	FALSE
global	scVI	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	100	0.9907315386064236	3	0.03999322851153039	0.0204016804245283	FALSE
global	scVI	Dissection Anterior cingulate cortex ACC	500	0.9905136885916183	3	0.04043939203354297	0.0204016804245283	FALSE
global	scVI	Dissection Primary auditory cortexA1	500	0.9903073941030112	3	0.04043939203354297	0.0204016804245283	FALSE
global	scVI	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	50	0.9902487673336607	3	0.03922634696016771	0.0204016804245283	TRUE
global	scVI	Dissection Primary visual cortexV1	500	0.9900692168246965	3	0.04043939203354297	0.0204016804245283	FALSE
global	Seurat	Dissection Primary auditory cortexA1	50	0.9899651794515454	3	0.06582393081761004	0.0300390625	FALSE
global	Seurat	Dissection Primary auditory cortexA1	100	0.989964875855544	3	0.08158856394129976	0.036083984375	FALSE
global	Seurat	Dissection Primary visual cortexV1	100	0.9897427544698448	3	0.08158856394129976	0.036083984375	FALSE
global	Seurat	Dissection Primary somatosensory cortex S1	50	0.9897188733989255	3	0.06582393081761004	0.0300390625	FALSE
global	Seurat	Dissection Angular gyrus AnG	50	0.9896839877031482	3	0.06582393081761004	0.0300390625	FALSE
global	Seurat	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	50	0.9895685577266068	3	0.06582393081761004	0.0300390625	FALSE
global	Seurat	Dissection Angular gyrus AnG	500	0.9894655857182872	3	0.16130346960167713	0.03248046875	FALSE
global	Seurat	Dissection Primary visual cortexV1	50	0.9894405022177123	3	0.06582393081761004	0.0300390625	FALSE
global	scVI	Dissection Angular gyrus AnG	100	0.9894181181986529	3	0.03999322851153039	0.0204016804245283	FALSE
global	Seurat	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	100	0.9893751891872073	3	0.08158856394129976	0.036083984375	FALSE
global	scVI	Dissection Anterior cingulate cortex ACC	100	0.9893732103832417	3	0.03999322851153039	0.0204016804245283	FALSE
global	Seurat	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	50	0.9892314257565864	3	0.06582393081761004	0.0300390625	FALSE
global	Seurat	whole cortex	100	0.9891869625930974	3	0.08158856394129976	0.036083984375	FALSE
global	Seurat	Dissection Anterior cingulate cortex ACC	50	0.989171846699785	3	0.06582393081761004	0.0300390625	FALSE
global	scVI	Dissection Primary visual cortexV1	100	0.9891189566084385	3	0.03999322851153039	0.0204016804245283	FALSE
global	Seurat	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	500	0.9890890374334793	3	0.16130346960167713	0.03248046875	FALSE
global	Seurat	Dissection Angular gyrus AnG	100	0.9890556691325934	3	0.08158856394129976	0.036083984375	FALSE
global	Seurat	Dissection Primary visual cortexV1	500	0.9890242404822598	3	0.16130346960167713	0.03248046875	FALSE
global	Seurat	Dissection Anterior cingulate cortex ACC	500	0.9888802188414073	3	0.16130346960167713	0.03248046875	FALSE
global	Seurat	whole cortex	500	0.9888518429758495	3	0.16130346960167713	0.03248046875	FALSE
global	scVI	Dissection Primary auditory cortexA1	50	0.9888410752141715	3	0.03922634696016771	0.0204016804245283	TRUE
global	scVI	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	50	0.9888312601261879	3	0.03922634696016771	0.0204016804245283	TRUE
global	Seurat	Human Multiple Cortical Areas SMART-seq	50	0.9886262697160781	3	0.06582393081761004	0.0300390625	FALSE
global	scVI	Dissection Primary somatosensory cortex S1	50	0.9885440822273532	3	0.03922634696016771	0.0204016804245283	TRUE
global	Seurat	Dissection Primary somatosensory cortex S1	500	0.9883597686597722	3	0.16130346960167713	0.03248046875	FALSE
global	Seurat	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	100	0.9881397476605438	3	0.08158856394129976	0.036083984375	FALSE
