"cutoff"	"method"	"fit"	"se"	"lower"	"upper"
0	"seurat"	0.890638911825326	0.0121012698643615	0.864569296353366	0.912199900348675
0.05	"seurat"	0.886269678218067	0.0125169409886263	0.859337290537941	0.90859388650412
0.1	"seurat"	0.881749060064134	0.0129436171716862	0.853933078706649	0.904858137264128
0.15	"seurat"	0.877073676672261	0.013381277369557	0.848353511597963	0.90098937455174
0.2	"seurat"	0.87224022307203	0.0138298678122901	0.842595593503231	0.896984344579184
0.25	"seurat"	0.867245484709693	0.0142892994136993	0.836656502205525	0.892839827894252
0.5	"seurat"	0.83974835005204	0.0167431539753196	0.8041594694419	0.869916067663936
0.75	"seurat"	0.807817905518264	0.0194298224256517	0.766847182747815	0.843062471114085
0	"scvi"	0.898427670415432	0.0113422422690903	0.873941232787801	0.918600723368265
0.05	"scvi"	0.88465621171945	0.0126740311624799	0.8573970494401	0.90726823260504
0.1	"scvi"	0.869289232268817	0.0141059430611402	0.839075703532768	0.89454311590421
0.15	"scvi"	0.852216951927644	0.0156299180417888	0.818891423969336	0.880306608911893
0.2	"scvi"	0.833342338475443	0.0172330148808885	0.796781796581651	0.864444380857967
0.25	"scvi"	0.812587217486746	0.0188967704901666	0.772714764144104	0.846851218331182
0.5	"scvi"	0.68003753440317	0.027071061801464	0.624827849473986	0.730625304500996
0.75	"scvi"	0.510243297851421	0.0313064194431018	0.449036145532404	0.571144857671141
