label	key	method	cutoff	reference	subsample_ref	f1_score_mean	f1_score_std	n_queries	precision_mean	precision_std	recall_mean	recall_std
Astrocyte	class	scvi_knn	0.05	Dissection Primary auditory cortexA1	100.0	0.9816104435480969	0.0724233559056825	1015	0.9809350684892557	0.08163176048199013	0.9879032106372008	0.0729409937099014
Astrocyte	class	scvi_knn	0.05	Dissection Primary auditory cortexA1	500.0	0.9823507329729259	0.07601728123831371	1015	0.9810134917080731	0.08679872969436762	0.9891734784099315	0.07098023863029174
Astrocyte	class	scvi_knn	0.05	Dissection Primary somatosensory cortex S1	100.0	0.9742942094541351	0.08218252309872347	1015	0.9660102163132791	0.1058808450031963	0.9910326077149808	0.0646018532403246
Astrocyte	class	scvi_knn	0.05	Dissection Primary somatosensory cortex S1	500.0	0.9825027693295253	0.07310449513299783	1015	0.9788898646077802	0.08797827021450552	0.9916785759396597	0.06407439185169549
Astrocyte	class	scvi_knn	0.05	Dissection Primary visual cortexV1	100.0	0.971034277529021	0.0880376933289125	1015	0.9616571810783633	0.11424808699727433	0.9902684999729335	0.06730026313943305
Astrocyte	class	scvi_knn	0.05	Dissection Primary visual cortexV1	500.0	0.9824612615531039	0.07248894565364238	1015	0.9796590109397991	0.08570454634161392	0.9907137443836952	0.06671952654246081
Astrocyte	class	scvi_knn	0.05	Human Multiple Cortical Areas SMART-seq	100.0	0.9339549064558799	0.16092921143141653	1015	0.9793886616161616	0.08069288508510089	0.9239240161879324	0.18638252669648198
Astrocyte	class	scvi_knn	0.05	Human Multiple Cortical Areas SMART-seq	500.0	0.9462414816072552	0.12478712567492882	1015	0.9611924429888979	0.11247697006556154	0.952952788838051	0.1372851647987725
Astrocyte	class	scvi_knn	0.05	Single-nucleus transcriptome data from the dlPFC	100.0	0.9801639613934265	0.0849995176146419	1015	0.9868709966514594	0.07195472761967182	0.9812973717585886	0.09334739055381377
Astrocyte	class	scvi_knn	0.05	Single-nucleus transcriptome data from the dlPFC	500.0	0.9861516025636714	0.07305018814621356	1015	0.9921844181459567	0.060657929187702145	0.9853315700230401	0.0823672585606135
Astrocyte	class	scvi_knn	0.05	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	100.0	0.9599875323022428	0.10375199188047422	1015	0.9504697276420327	0.13056198563800056	0.9848021259857729	0.08269731396041331
Astrocyte	class	scvi_knn	0.05	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	500.0	0.9760850670026984	0.08256659421378792	1015	0.9730186689990717	0.09987779128595979	0.9875195416895994	0.07428891074471615
Astrocyte	class	scvi_knn	0.05	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	100.0	0.962060254866549	0.09836639763179958	1015	0.9517386116893507	0.12869993572964109	0.9861510744762823	0.07570833305816782
Astrocyte	class	scvi_knn	0.05	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	500.0	0.9854256529180345	0.06878338352975343	1015	0.9871101799131357	0.07223681309851349	0.9881451148028574	0.07271122703984803
Astrocyte	class	scvi_knn	0.05	whole cortex	100.0	0.9788590619332945	0.07875758710166278	1015	0.9775543381085253	0.09108518150703569	0.9875103796039757	0.07485656344091485
Astrocyte	class	scvi_knn	0.05	whole cortex	500.0	0.9808531749135653	0.07698528177419545	1015	0.9827191532438909	0.08465200965256871	0.9858304312436833	0.0773918060966527
Astrocyte	class	scvi_knn	0.1	Dissection Angular gyrus AnG	100.0	0.974809541720457	0.08216501649546255	1015	0.969654654322142	0.10200926241262524	0.9885748569985023	0.07230100663387866
Astrocyte	class	scvi_knn	0.1	Dissection Angular gyrus AnG	500.0	0.9826864636454586	0.0719581487236432	1015	0.9810367574406983	0.08257805375296134	0.9894520126122183	0.06975214112912717
Astrocyte	class	scvi_knn	0.1	Dissection Anterior cingulate cortex ACC	100.0	0.9857410324775859	0.06854597648321324	1015	0.9899884707520176	0.06518894526368658	0.98567908282194	0.07750968681792887
Astrocyte	class	scvi_knn	0.1	Dissection Anterior cingulate cortex ACC	500.0	0.9806709786626072	0.07513381179176751	1015	0.9784794816568215	0.0877997979893267	0.9888420036449592	0.07162191333798293
Astrocyte	class	scvi_knn	0.1	Dissection Dorsolateral prefrontal cortex DFC	100.0	0.9396516147218623	0.12531400407949725	1015	0.9342497237568738	0.14372690567721552	0.9669797596411263	0.12014750800737839
Astrocyte	class	scvi_knn	0.1	Dissection Dorsolateral prefrontal cortex DFC	500.0	0.8910229883391492	0.201774636836556	1015	0.9603289198623044	0.12365847592381524	0.8758788364066524	0.23282444444030284
Astrocyte	class	scvi_knn	0.1	Dissection Primary auditory cortexA1	100.0	0.9816104435480969	0.0724233559056825	1015	0.9809350684892557	0.08163176048199017	0.9879032106372008	0.07294099370990138
Astrocyte	class	scvi_knn	0.1	Dissection Primary auditory cortexA1	500.0	0.9823507329729259	0.07601728123831372	1015	0.9810134917080731	0.0867987296943676	0.9891734784099315	0.07098023863029182
Astrocyte	class	scvi_knn	0.1	Dissection Primary somatosensory cortex S1	100.0	0.9742942094541351	0.08218252309872352	1015	0.9660102163132791	0.1058808450031964	0.9910326077149808	0.06460185324032462
Astrocyte	class	scvi_knn	0.1	Dissection Primary somatosensory cortex S1	500.0	0.9825027693295253	0.07310449513299773	1015	0.9788898646077802	0.08797827021450555	0.9916785759396597	0.06407439185169557
Astrocyte	class	scvi_knn	0.1	Dissection Primary visual cortexV1	100.0	0.971034277529021	0.08803769332891247	1015	0.9616571810783633	0.11424808699727428	0.9902684999729335	0.06730026313943298
Astrocyte	class	scvi_knn	0.1	Dissection Primary visual cortexV1	500.0	0.9824612615531039	0.07248894565364243	1015	0.9796590109397991	0.08570454634161385	0.9907137443836952	0.06671952654246081
Astrocyte	class	scvi_knn	0.1	Human Multiple Cortical Areas SMART-seq	100.0	0.9339549064558799	0.16092921143141647	1015	0.9793886616161616	0.08069288508510095	0.9239240161879324	0.1863825266964819
Astrocyte	class	scvi_knn	0.1	Human Multiple Cortical Areas SMART-seq	500.0	0.9462414816072552	0.12478712567492874	1015	0.9611924429888979	0.11247697006556143	0.952952788838051	0.1372851647987726
Astrocyte	class	scvi_knn	0.1	Single-nucleus transcriptome data from the dlPFC	100.0	0.9801639613934265	0.08499951761464188	1015	0.9868709966514594	0.07195472761967171	0.9812973717585886	0.09334739055381373
Astrocyte	class	scvi_knn	0.1	Single-nucleus transcriptome data from the dlPFC	500.0	0.9861516025636714	0.07305018814621346	1015	0.9921844181459567	0.06065792918770208	0.9853315700230401	0.08236725856061355
Astrocyte	class	scvi_knn	0.1	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	100.0	0.9599875323022428	0.10375199188047424	1015	0.9504697276420327	0.13056198563800056	0.9848021259857729	0.08269731396041334
Astrocyte	class	scvi_knn	0.1	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	500.0	0.9760850670026984	0.08256659421378798	1015	0.9730186689990717	0.09987779128595987	0.9875195416895994	0.07428891074471611
Astrocyte	class	scvi_knn	0.1	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	100.0	0.962060254866549	0.09836639763179955	1015	0.9517386116893507	0.12869993572964103	0.9861510744762823	0.07570833305816775
Astrocyte	class	scvi_knn	0.1	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	500.0	0.9854256529180345	0.06878338352975343	1015	0.9871101799131357	0.07223681309851337	0.9881451148028574	0.072711227039848
Astrocyte	class	scvi_knn	0.1	whole cortex	100.0	0.9788590619332945	0.07875758710166274	1015	0.9775543381085253	0.09108518150703572	0.9875103796039757	0.07485656344091483
Astrocyte	class	scvi_knn	0.1	whole cortex	500.0	0.9808531749135653	0.07698528177419547	1015	0.9827191532438909	0.08465200965256864	0.9858304312436833	0.07739180609665273
Astrocyte	class	scvi_knn	0.15	Dissection Angular gyrus AnG	100.0	0.974809541720457	0.08216501649546244	1015	0.969654654322142	0.10200926241262523	0.9885748569985023	0.07230100663387878
Astrocyte	class	scvi_knn	0.15	Dissection Angular gyrus AnG	500.0	0.9826864636454586	0.07195814872364324	1015	0.9810367574406983	0.0825780537529614	0.9894520126122183	0.06975214112912716
Astrocyte	class	scvi_knn	0.15	Dissection Anterior cingulate cortex ACC	100.0	0.9857410324775859	0.06854597648321319	1015	0.9899884707520176	0.06518894526368658	0.98567908282194	0.07750968681792887
Astrocyte	class	scvi_knn	0.15	Dissection Anterior cingulate cortex ACC	500.0	0.9806709786626072	0.0751338117917675	1015	0.9784794816568215	0.08779979798932677	0.9888420036449592	0.07162191333798279
Astrocyte	class	scvi_knn	0.15	Dissection Dorsolateral prefrontal cortex DFC	100.0	0.9396516147218623	0.1253140040794974	1015	0.9342497237568738	0.14372690567721527	0.9669797596411263	0.12014750800737835
Astrocyte	class	scvi_knn	0.15	Dissection Dorsolateral prefrontal cortex DFC	500.0	0.8910229883391492	0.2017746368365558	1015	0.9603289198623044	0.12365847592381517	0.8758788364066524	0.2328244444403026
Astrocyte	class	scvi_knn	0.15	Dissection Primary auditory cortexA1	100.0	0.9816104435480969	0.07242335590568244	1015	0.9809350684892557	0.08163176048199015	0.9879032106372008	0.0729409937099014
Astrocyte	class	scvi_knn	0.15	Dissection Primary auditory cortexA1	500.0	0.9823507329729259	0.07601728123831374	1015	0.9810134917080731	0.08679872969436757	0.9891734784099315	0.07098023863029171
Astrocyte	class	scvi_knn	0.15	Dissection Primary somatosensory cortex S1	100.0	0.9742942094541351	0.08218252309872345	1015	0.9660102163132791	0.10588084500319639	0.9910326077149808	0.06460185324032457
Astrocyte	class	scvi_knn	0.15	Dissection Primary somatosensory cortex S1	500.0	0.9825027693295253	0.0731044951329977	1015	0.9788898646077802	0.08797827021450554	0.9916785759396597	0.06407439185169539
Astrocyte	class	scvi_knn	0.15	Dissection Primary visual cortexV1	100.0	0.971034277529021	0.08803769332891247	1015	0.9616571810783633	0.11424808699727433	0.9902684999729335	0.067300263139433
Astrocyte	class	scvi_knn	0.15	Dissection Primary visual cortexV1	500.0	0.9824612615531039	0.07248894565364243	1015	0.9796590109397991	0.08570454634161387	0.9907137443836952	0.06671952654246083
Astrocyte	class	scvi_knn	0.15	Human Multiple Cortical Areas SMART-seq	100.0	0.9339549064558799	0.1609292114314164	1015	0.9793886616161616	0.08069288508510088	0.9239240161879324	0.18638252669648192
Astrocyte	class	scvi_knn	0.15	Human Multiple Cortical Areas SMART-seq	500.0	0.9462414816072552	0.12478712567492874	1015	0.9611924429888979	0.11247697006556134	0.952952788838051	0.13728516479877256
Astrocyte	class	scvi_knn	0.15	Single-nucleus transcriptome data from the dlPFC	100.0	0.9801639613934265	0.08499951761464189	1015	0.9868709966514594	0.07195472761967177	0.9812973717585886	0.09334739055381386
Astrocyte	class	scvi_knn	0.15	Single-nucleus transcriptome data from the dlPFC	500.0	0.9861516025636714	0.07305018814621338	1015	0.9921844181459567	0.060657929187702075	0.9853315700230401	0.08236725856061342
Astrocyte	class	scvi_knn	0.15	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	100.0	0.9599875323022428	0.10375199188047436	1015	0.9504697276420327	0.13056198563800064	0.9848021259857729	0.08269731396041334
Astrocyte	class	scvi_knn	0.15	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	500.0	0.9760850670026984	0.08256659421378792	1015	0.9730186689990717	0.09987779128595982	0.9875195416895994	0.07428891074471611
Astrocyte	class	scvi_knn	0.15	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	100.0	0.962060254866549	0.09836639763179959	1015	0.9517386116893507	0.12869993572964103	0.9861510744762823	0.07570833305816774
Astrocyte	class	scvi_knn	0.15	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	500.0	0.9854256529180345	0.0687833835297535	1015	0.9871101799131357	0.07223681309851342	0.9881451148028574	0.07271122703984807
Astrocyte	class	scvi_knn	0.15	whole cortex	100.0	0.9788590619332945	0.07875758710166278	1015	0.9775543381085253	0.0910851815070357	0.9875103796039757	0.07485656344091476
Astrocyte	class	scvi_knn	0.15	whole cortex	500.0	0.9808531749135653	0.07698528177419542	1015	0.9827191532438909	0.08465200965256865	0.9858304312436833	0.07739180609665273
Astrocyte	class	scvi_knn	0.2	Dissection Angular gyrus AnG	100.0	0.9750065860554322	0.08198500108918658	1015	0.969983061547101	0.10156847712381872	0.9885748569985023	0.07230100663387874
Astrocyte	class	scvi_knn	0.2	Dissection Angular gyrus AnG	500.0	0.9826864636454586	0.07195814872364317	1015	0.9810367574406983	0.08257805375296137	0.9894520126122183	0.06975214112912714
Astrocyte	class	scvi_knn	0.2	Dissection Anterior cingulate cortex ACC	100.0	0.9857410324775859	0.06854597648321333	1015	0.9899884707520176	0.0651889452636866	0.98567908282194	0.07750968681792877
Astrocyte	class	scvi_knn	0.2	Dissection Anterior cingulate cortex ACC	500.0	0.9806709786626072	0.07513381179176745	1015	0.9784794816568215	0.08779979798932677	0.9888420036449592	0.07162191333798287
Astrocyte	class	scvi_knn	0.2	Dissection Dorsolateral prefrontal cortex DFC	100.0	0.9396516147218623	0.12531400407949728	1015	0.9342497237568738	0.14372690567721527	0.9669797596411263	0.1201475080073784
Astrocyte	class	scvi_knn	0.2	Dissection Dorsolateral prefrontal cortex DFC	500.0	0.8910229883391492	0.2017746368365559	1015	0.9603289198623044	0.1236584759238152	0.8758788364066524	0.23282444444030287
Astrocyte	class	scvi_knn	0.2	Dissection Primary auditory cortexA1	100.0	0.9816104435480969	0.07242335590568254	1015	0.9809350684892556	0.08163176048199017	0.9879032106372008	0.0729409937099014
Astrocyte	class	scvi_knn	0.2	Dissection Primary auditory cortexA1	500.0	0.9823507329729259	0.0760172812383137	1015	0.9810134917080731	0.08679872969436761	0.9891734784099315	0.07098023863029188
Astrocyte	class	scvi_knn	0.2	Dissection Primary somatosensory cortex S1	100.0	0.9741931610772246	0.08249736095797917	1015	0.9659773755907832	0.10592719685153572	0.990891861761427	0.06535659755629893
Astrocyte	class	scvi_knn	0.2	Dissection Primary somatosensory cortex S1	500.0	0.9825027693295253	0.07310449513299778	1015	0.9788898646077802	0.08797827021450562	0.9916785759396597	0.06407439185169547
Astrocyte	class	scvi_knn	0.2	Dissection Primary visual cortexV1	100.0	0.971034277529021	0.08803769332891245	1015	0.9616571810783633	0.11424808699727429	0.9902684999729335	0.06730026313943299
Astrocyte	class	scvi_knn	0.2	Dissection Primary visual cortexV1	500.0	0.9824612615531039	0.07248894565364249	1015	0.9796590109397991	0.08570454634161385	0.9907137443836952	0.06671952654246076
Astrocyte	class	scvi_knn	0.2	Human Multiple Cortical Areas SMART-seq	100.0	0.9339549064558799	0.16092921143141636	1015	0.9793886616161616	0.0806928850851009	0.9239240161879324	0.1863825266964817
Astrocyte	class	scvi_knn	0.2	Human Multiple Cortical Areas SMART-seq	500.0	0.9463728444972388	0.12456250574513167	1015	0.9615224759921983	0.11210031521280366	0.952952788838051	0.13728516479877248
Astrocyte	class	scvi_knn	0.2	Single-nucleus transcriptome data from the dlPFC	100.0	0.9802236717979645	0.08480012845117006	1015	0.9870684300176982	0.07171546169450838	0.9812973717585886	0.09334739055381387
Astrocyte	class	scvi_knn	0.2	Single-nucleus transcriptome data from the dlPFC	500.0	0.9861516025636714	0.0730501881462134	1015	0.9921844181459567	0.060657929187702034	0.9853315700230401	0.08236725856061346
Astrocyte	class	scvi_knn	0.2	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	100.0	0.9600770979090496	0.10374725047863721	1015	0.9506340931910137	0.13051927813228156	0.9848021259857729	0.0826973139604133
Astrocyte	class	scvi_knn	0.2	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	500.0	0.9760850670026984	0.08256659421378798	1015	0.9730186689990717	0.09987779128595986	0.9875195416895994	0.07428891074471615
Astrocyte	class	scvi_knn	0.2	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	100.0	0.962060254866549	0.09836639763179955	1015	0.9517386116893507	0.12869993572964106	0.9861510744762823	0.07570833305816765
Astrocyte	class	scvi_knn	0.2	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	500.0	0.9854256529180345	0.06878338352975343	1015	0.9871101799131357	0.07223681309851354	0.9881451148028574	0.07271122703984796
Astrocyte	class	scvi_knn	0.2	whole cortex	100.0	0.9788590619332945	0.07875758710166282	1015	0.9775543381085253	0.09108518150703568	0.9875103796039757	0.07485656344091485
Astrocyte	class	scvi_knn	0.2	whole cortex	500.0	0.9808531749135653	0.07698528177419547	1015	0.9827191532438909	0.08465200965256874	0.9858304312436833	0.0773918060966528
Astrocyte	class	scvi_knn	0.25	Dissection Angular gyrus AnG	100.0	0.9751170174959131	0.08197559881918792	1015	0.97031146877206	0.10112470300178991	0.9884517042891428	0.07281242943315061
Astrocyte	class	scvi_knn	0.25	Dissection Angular gyrus AnG	500.0	0.9826864636454586	0.07195814872364309	1015	0.9810367574406983	0.08257805375296136	0.9894520126122183	0.06975214112912713
Astrocyte	class	scvi_knn	0.25	Dissection Anterior cingulate cortex ACC	100.0	0.9857491809275285	0.06840414479758751	1015	0.9901116234613772	0.06508949576221515	0.9856243482844468	0.07751917901166568
Astrocyte	class	scvi_knn	0.25	Dissection Anterior cingulate cortex ACC	500.0	0.9806709786626072	0.07513381179176745	1015	0.9784794816568215	0.08779979798932674	0.9888420036449592	0.07162191333798285
Astrocyte	class	scvi_knn	0.25	Dissection Dorsolateral prefrontal cortex DFC	100.0	0.9396764522430777	0.12530013210831883	1015	0.9343041631041823	0.14371767305394556	0.9669797596411263	0.12014750800737835
Astrocyte	class	scvi_knn	0.25	Dissection Dorsolateral prefrontal cortex DFC	500.0	0.8910229883391492	0.20177463683655594	1015	0.9603289198623044	0.12365847592381524	0.8758788364066524	0.2328244444403025
Astrocyte	class	scvi_knn	0.25	Dissection Primary auditory cortexA1	100.0	0.9816104435480969	0.07242335590568252	1015	0.9809350684892557	0.0816317604819902	0.9879032106372008	0.07294099370990136
Astrocyte	class	scvi_knn	0.25	Dissection Primary auditory cortexA1	500.0	0.9823507329729259	0.07601728123831364	1015	0.9810134917080731	0.08679872969436757	0.9891734784099315	0.07098023863029176
Astrocyte	class	scvi_knn	0.25	Dissection Primary somatosensory cortex S1	100.0	0.9743573646897041	0.08171474649835708	1015	0.9661415792032627	0.105071254541574	0.990891861761427	0.06535659755629897
Astrocyte	class	scvi_knn	0.25	Dissection Primary somatosensory cortex S1	500.0	0.9826341322195089	0.07265481499257175	1015	0.979218271832739	0.08743208882090252	0.9916785759396597	0.0640743918516955
Astrocyte	class	scvi_knn	0.25	Dissection Primary visual cortexV1	100.0	0.971034277529021	0.08803769332891254	1015	0.9616571810783633	0.11424808699727433	0.9902684999729335	0.06730026313943303
Astrocyte	class	scvi_knn	0.25	Dissection Primary visual cortexV1	500.0	0.982520971957642	0.0722531412229838	1015	0.9798560552747745	0.08552079703736944	0.9907137443836952	0.06671952654246079
Astrocyte	class	scvi_knn	0.25	Human Multiple Cortical Areas SMART-seq	100.0	0.9336264992309209	0.16113428565855348	1015	0.9793886616161616	0.0806928850851009	0.923431405350494	0.18684144628915383
Astrocyte	class	scvi_knn	0.25	Human Multiple Cortical Areas SMART-seq	500.0	0.9463728444972388	0.12456250574513152	1015	0.9615224759921983	0.11210031521280373	0.952952788838051	0.13728516479877229
Astrocyte	class	scvi_knn	0.25	Single-nucleus transcriptome data from the dlPFC	100.0	0.9801767564801133	0.08480234898065808	1015	0.9870684300176982	0.07171546169450839	0.9812078061517815	0.09337303744997386
Astrocyte	class	scvi_knn	0.25	Single-nucleus transcriptome data from the dlPFC	500.0	0.9861516025636714	0.07305018814621343	1015	0.9921844181459567	0.060657929187702075	0.9853315700230401	0.08236725856061337
Astrocyte	class	scvi_knn	0.25	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	100.0	0.9600311208975555	0.10379310308876825	1015	0.9506340931910137	0.1305192781322814	0.984731753008996	0.08289704952118838
Astrocyte	class	scvi_knn	0.25	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	500.0	0.9760850670026984	0.082566594213788	1015	0.9730186689990717	0.09987779128595983	0.9875195416895994	0.0742889107447161
Astrocyte	class	scvi_knn	0.25	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	100.0	0.9621071701844003	0.09837313218064732	1015	0.9518281772961575	0.12870185979978324	0.9861510744762823	0.07570833305816772
Astrocyte	class	scvi_knn	0.25	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	500.0	0.9854256529180345	0.06878338352975334	1015	0.9871101799131357	0.07223681309851343	0.9881451148028574	0.07271122703984793
Astrocyte	class	scvi_knn	0.25	whole cortex	100.0	0.9790561062682699	0.07855959871396587	1015	0.9778827453334842	0.09056258871081471	0.9875103796039757	0.07485656344091482
Astrocyte	class	scvi_knn	0.25	whole cortex	500.0	0.9808531749135653	0.07698528177419543	1015	0.9827191532438909	0.0846520096525686	0.9858304312436833	0.07739180609665279
Astrocyte	class	scvi_knn	0.5	Dissection Angular gyrus AnG	100.0	0.96984005468216	0.10260626687929016	80	0.970486111111111	0.1178796157326706	0.9767467948717948	0.09855811484144035
Astrocyte	class	scvi_knn	0.5	Dissection Angular gyrus AnG	500.0	0.9840705487943644	0.06927269119981971	1015	0.984379793714769	0.07512003132138183	0.9887440424214895	0.07167870857041128
Astrocyte	class	scvi_knn	0.5	Dissection Anterior cingulate cortex ACC	500.0	0.9814818917997258	0.07402016881085874	1015	0.980765039558143	0.08459561097254016	0.9881175174032317	0.07286792232781675
Astrocyte	class	scvi_knn	0.5	Dissection Dorsolateral prefrontal cortex DFC	500.0	0.8754431536855493	0.2292773278278251	1015	0.9822528695346902	0.08721121581219833	0.8429287004102763	0.26236418740171846
