"cutoff"	"method"	"fit"	"se"	"lower"	"upper"
0	"seurat"	0.757337864068605	0.0976558842749521	0.524090657333644	0.898424605890788
0.05	"seurat"	0.728559650112248	0.105044711350483	0.486512680469169	0.883769044164005
0.1	"seurat"	0.69773068573284	0.111991245948092	0.449063050561762	0.867322173988863
0.15	"seurat"	0.665010248011406	0.118268537727562	0.412159099997376	0.84895801840412
0.2	"seurat"	0.630622953992098	0.123650514301412	0.376194600341814	0.828568015973963
0.25	"seurat"	0.594856271872487	0.127927534113468	0.341523550957604	0.806069164316176
0.5	"seurat"	0.408545001606776	0.128420114371651	0.195943868520949	0.661922605385505
0.75	"seurat"	0.245261751336913	0.0987214329232031	0.102519327243477	0.480372659573198
0	"scvi"	0.761936208558449	0.0964164773532708	0.53028888008434	0.900728404109284
0.05	"scvi"	0.704677978632248	0.110561629738445	0.457151739528777	0.871149816717079
0.1	"scvi"	0.640152241417309	0.122336778696337	0.385782963381581	0.834398023468791
0.15	"scvi"	0.570128483646275	0.130125391196544	0.318977900803776	0.789717545165086
0.2	"scvi"	0.497181476065895	0.132718421231891	0.25883870845559	0.736812107144353
0.25	"scvi"	0.424354260178637	0.129688642154679	0.206575225869919	0.676086927849846
0.5	"scvi"	0.145148329320125	0.0660184212857663	0.0564546169729095	0.325164842294735
0.75	"scvi"	0.0376364328719442	0.0193776328239757	0.0135167985235469	0.100414590182897
