"effect"	"component"	"group"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"FDR"	"formula"	"key"	"LogLik"	"AIC"	"BIC"
"fixed"	"cond"	NA	"referenceWhole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD:methodscvi_knn"	-0.193337737340524	0.0203802089827898	-9.4865434159085	2.38822279425729e-21	4.89585672822744e-21	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"referenceWhole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD:methodscvi_knn"	0.011188465643387	0.0207028090999534	0.540432247110477	0.588898974057921	0.619098921445507	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"ran_pars"	"cond"	"study"	"sd__(Intercept)"	1.00782955860941	NA	NA	NA	NA	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"family"	100402.04209769	-200714.08419538	-200211.971034946
"fixed"	"cond"	NA	"(Intercept)"	4.09724175790844	0.385266794693601	10.634816740869	2.05231807761901e-26	3.82477459919907e-26	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referenceDissection Anterior cingulate cortex ACC"	-0.227283063671485	0.0180630860799471	-12.5827371173194	2.6276506451692e-36	5.67019349747038e-36	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referenceDissection Dorsolateral prefrontal cortex DFC"	-1.10119647901582	0.0155477826041837	-70.8265935439245	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referenceDissection Primary auditory cortexA1"	-0.140012976084935	0.0183545099241125	-7.62826012047306	2.37943087820074e-14	3.90226664024921e-14	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referenceDissection Primary somatosensory cortex S1"	-0.0905404504764604	0.0186893840102909	-4.84448553395907	1.26940165921863e-06	1.67888606541819e-06	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referenceDissection Primary visual cortexV1"	-0.0746953641501545	0.0187520831899911	-3.9833101951053	6.79619541104413e-05	7.74011144035582e-05	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referenceHuman Multiple Cortical Areas SMART-seq"	-1.22199664080213	0.015304334333929	-79.8464418078621	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referenceSingle-nucleus transcriptome data from the dlPFC"	-0.26977478142892	0.0178259600640844	-15.1338149787769	9.69106573234435e-52	2.64889130017412e-51	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referencewhole cortex"	-1.05386834275451	0.0154848736742356	-68.0579231658816	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referenceWhole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	-0.188057984414243	0.0182489800496955	-10.3051230206907	6.6806147786676e-25	1.19089219967553e-24	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referenceWhole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	-0.224705613830293	0.0180427918274186	-12.4540379326896	1.3294495948128e-35	2.72537166936623e-35	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"methodscvi_rf"	0.0985929771367479	0.0176540568997644	5.58472070734426	2.34076079884848e-08	3.19903975842626e-08	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"methodscvi_knn"	-0.875393072244693	0.0168399825438608	-51.983015419682	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"cutoff"	-1.34034481619654	0.0122433273023587	-109.475535783342	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"subsample_ref100"	-0.143990892570435	0.00328365431521395	-43.8508072860444	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"disease_statedisease"	0.0709034161743701	0.0174448507828964	4.06443236785301	4.81494976702219e-05	5.80626295435029e-05	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"sexmale"	0.0356753551973705	0.00636004663834267	5.60929144486068	2.03156652088836e-08	2.87221473642837e-08	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"sexNone"	-0.330087205928248	0.424187358787678	-0.778163703113721	0.436472511818866	0.447384324614338	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"region_matchTrue"	0.170381769440532	0.013868843889201	12.2852179173492	1.08751579959684e-34	2.12324513254622e-34	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"methodscvi_rf:cutoff"	-1.99497523554952	0.0156020413183828	-127.866296136454	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"methodscvi_knn:cutoff"	0.849521230125026	0.0149152077390505	56.9567145820462	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referenceDissection Anterior cingulate cortex ACC:methodscvi_rf"	0.0537082794433616	0.0224706081974557	2.39015690947978	0.0168411759717993	0.0186618436444262	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referenceDissection Dorsolateral prefrontal cortex DFC:methodscvi_rf"	-0.0082430624509111	0.0192007610216502	-0.429309152987034	0.667698256710571	0.667698256710571	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referenceDissection Primary auditory cortexA1:methodscvi_rf"	0.107688408725298	0.0228960320679609	4.70336556158086	2.55907623893325e-06	3.27881643113322e-06	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referenceDissection Primary somatosensory cortex S1:methodscvi_rf"	0.103495295720786	0.0232567116028251	4.45012594593185	8.58199457993494e-06	1.06624781144646e-05	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referenceDissection Primary visual cortexV1:methodscvi_rf"	-0.139173868239657	0.0230042068762826	-6.0499311707697	1.44907731375508e-09	2.12186320942708e-09	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referenceHuman Multiple Cortical Areas SMART-seq:methodscvi_rf"	0.690498832945782	0.0196294940606114	35.1765985824025	4.5586993936534e-271	1.86906675139789e-270	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referenceSingle-nucleus transcriptome data from the dlPFC:methodscvi_rf"	0.170005772976358	0.0223516019585329	7.60597711482853	2.82759325789681e-14	4.45889706052958e-14	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referencewhole cortex:methodscvi_rf"	1.09188508522983	0.0207813668689459	52.5415432062585	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referenceWhole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD:methodscvi_rf"	0.341161467081189	0.0230858538139029	14.777944529638	2.03275571314963e-49	5.20893651494592e-49	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referenceWhole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD:methodscvi_rf"	0.372395916418629	0.0229648006046571	16.2159438189553	3.89054717177355e-59	1.13937452887654e-58	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referenceDissection Anterior cingulate cortex ACC:methodscvi_knn"	-0.376300394040189	0.0209095318802062	-17.996595820321	2.07167623360765e-72	6.53374812137799e-72	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referenceDissection Dorsolateral prefrontal cortex DFC:methodscvi_knn"	0.252834654213432	0.0186671174762719	13.5443865146729	8.55254277083823e-42	1.94807918669093e-41	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referenceDissection Primary auditory cortexA1:methodscvi_knn"	0.0508452291568626	0.0220008271319561	2.31105989115337	0.0208295470132119	0.0224739849353075	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referenceDissection Primary somatosensory cortex S1:methodscvi_knn"	-0.136133227668809	0.0219777312891799	-6.19414378479687	5.86027124914432e-10	8.8989304153673e-10	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referenceDissection Primary visual cortexV1:methodscvi_knn"	-0.222849847962863	0.0219023710088017	-10.1746905790843	2.57216166771852e-24	4.39410951568581e-24	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referenceHuman Multiple Cortical Areas SMART-seq:methodscvi_knn"	0.409773849141027	0.0184121342596799	22.255640946437	9.94617020544388e-110	3.39827482019333e-109	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referenceSingle-nucleus transcriptome data from the dlPFC:methodscvi_knn"	0.0857840135961193	0.0213563712477536	4.0167878990745	5.89967779787929e-05	6.9110511346586e-05	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referencewhole cortex:methodscvi_knn"	0.541759387918643	0.0188639820485106	28.7192484876977	2.19398008378409e-181	8.17756213046796e-181	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referenceWhole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD:methodscvi_knn"	-0.307298635587658	0.0211919477026353	-14.5007264032388	1.19874557541037e-47	2.89109227010736e-47	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"referenceWhole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD:methodscvi_knn"	0.0387039780276524	0.0215288900647451	1.79776931886667	0.0722135712694469	0.0759168313345467	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"ran_pars"	"cond"	"study"	"sd__(Intercept)"	0.66225626554465	NA	NA	NA	NA	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"global"	72418.9534636389	-144747.906927278	-144245.793766843
"fixed"	"cond"	NA	"(Intercept)"	1.61543606431286	0.640977645826163	2.5202689591939	0.011726519315186	0.0160262430640876	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"referenceDissection Anterior cingulate cortex ACC"	-0.0201517338133021	0.0109618761499167	-1.83834715314269	0.0660112670150015	0.0820139984125776	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"referenceDissection Dorsolateral prefrontal cortex DFC"	-1.09525250502197	0.00952208540072747	-115.022335857048	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"referenceDissection Primary auditory cortexA1"	-0.035533705563962	0.0109139378678698	-3.25580977225204	0.00113069479099173	0.001598568497609	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"referenceDissection Primary somatosensory cortex S1"	-0.0407475999221488	0.0109270901065665	-3.72904401123791	0.00019220758297996	0.000303096573160706	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"referenceDissection Primary visual cortexV1"	-0.039142018684946	0.0107770381323958	-3.63198294411569	0.000281251714699652	0.000411832867953062	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"referenceHuman Multiple Cortical Areas SMART-seq"	-0.431636268817165	0.00972470735090118	-44.3855278356696	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"referenceSingle-nucleus transcriptome data from the dlPFC"	-0.395717059829475	0.010043589679784	-39.3999628067227	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"referencewhole cortex"	-0.370547647266205	0.0100961586600834	-36.701844705672	6.82464727898289e-295	3.99729340626141e-294	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"referenceWhole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	0.071573116812898	0.0109476402402824	6.53776660924067	6.24442665572227e-11	1.28010746442306e-10	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"referenceWhole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	0.0607749923733028	0.0109544196914422	5.54798830838857	2.88975195319994e-08	5.15129696005206e-08	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"methodscvi_rf"	0.0253257590096565	0.0110479663242646	2.29234578259291	0.0218856979359816	0.0289456004959757	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"methodscvi_knn"	-0.133844790917043	0.0107321558808679	-12.4713796932121	1.06957950051838e-35	2.74079747007836e-35	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"cutoff"	-0.514383323454212	0.0103715972778778	-49.5953814704483	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"subsample_ref100"	-0.0319547816391171	0.00248809287951232	-12.843082307032	9.40538033790233e-38	2.75443281324283e-37	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"disease_statedisease"	-0.0322702995362634	0.0087829928804446	-3.67418031365065	0.000238614188092928	0.000362340063400372	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"sexmale"	0.0249026740280875	0.00430457496413577	5.7851644437762	7.24414290014865e-09	1.35004481320952e-08	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"sexNone"	0.456309016424513	0.693197446652337	0.658267018478168	0.510366567107293	0.536539211574333	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"region_matchTrue"	-0.21541648232438	0.0195129676054093	-11.039657661537	2.45968491165902e-28	5.60261563211222e-28	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"methodscvi_rf:cutoff"	-0.901115856441342	0.013802987118377	-65.2841192064588	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"methodscvi_knn:cutoff"	0.283752926349509	0.0138935830262862	20.4233080705429	1.03792226354362e-92	4.25548128052885e-92	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"referenceDissection Anterior cingulate cortex ACC:methodscvi_rf"	0.0323189496366323	0.0148810407242262	2.17182052220429	0.0298692031171956	0.0382699164939069	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"referenceDissection Dorsolateral prefrontal cortex DFC:methodscvi_rf"	0.553007180898836	0.0132881212725139	41.6166566783762	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"referenceDissection Primary auditory cortexA1:methodscvi_rf"	-0.00459326170876586	0.0148703887307545	-0.308886458312029	0.757407898147571	0.77634309560126	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"referenceDissection Primary somatosensory cortex S1:methodscvi_rf"	0.0173107184533313	0.0149299375732487	1.15946355223538	0.246267284894965	0.27289077515388	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"referenceDissection Primary visual cortexV1:methodscvi_rf"	-0.0151800228640557	0.0146854655096713	-1.03367665492515	0.301287350296743	0.325073193741223	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"referenceHuman Multiple Cortical Areas SMART-seq:methodscvi_rf"	0.275630118255647	0.0134811872701022	20.445537379851	6.58293170226688e-93	2.99889110881047e-92	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"referenceSingle-nucleus transcriptome data from the dlPFC:methodscvi_rf"	0.0851516517828639	0.0138315399109173	6.15633923129942	7.44456727374139e-10	1.45346313439713e-09	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"referencewhole cortex:methodscvi_rf"	0.188503138721095	0.0141273864610621	13.3431005968901	1.29940459551407e-40	4.09812218585207e-40	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"referenceWhole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD:methodscvi_rf"	0.0665727789099207	0.0150933168557823	4.41074546741636	1.03015353058175e-05	1.68945179015408e-05	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"referenceWhole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD:methodscvi_rf"	0.0202206871069555	0.0151069320796081	1.33850387361244	0.18073223846374	0.217941816970981	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"referenceDissection Anterior cingulate cortex ACC:methodscvi_knn"	-0.191287293280993	0.0142694399459653	-13.4053819915392	5.62330008265165e-41	1.92129419490598e-40	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"referenceDissection Dorsolateral prefrontal cortex DFC:methodscvi_knn"	0.311321434827384	0.012981429233262	23.9820615460193	4.27951689502566e-127	2.19325240870065e-126	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"referenceDissection Primary auditory cortexA1:methodscvi_knn"	-0.0168806635775696	0.0144484907034774	-1.16833404429619	0.242672048040818	0.27289077515388	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"referenceDissection Primary somatosensory cortex S1:methodscvi_knn"	-0.0169981054585793	0.0145104150246306	-1.171441714777	0.241421273021883	0.27289077515388	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
"fixed"	"cond"	NA	"referenceDissection Primary visual cortexV1:methodscvi_knn"	-0.128343671873307	0.0142537552028156	-9.00420065078395	2.17242572363498e-19	4.68786603521233e-19	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + region_match + method:cutoff + reference:method + (1 | study )"	"subclass"	203167.513923156	-406245.027846313	-405742.914685878
