"method"	"cutoff"	"fit"	"SE"	"df"	"lower"	"upper"	"key"
"seurat"	0.5	0.890175985033611	0.0439462774527056	Inf	0.770563751302935	0.951366312827618	"family"
"scvi_rf"	0.5	0.839100106671694	0.0606892230661138	Inf	0.683633101716941	0.926394231965955	"family"
"scvi_knn"	0.5	0.87666070771161	0.0486045642164775	Inf	0.746522000920914	0.944914814048296	"family"
"seurat"	0.75	0.859566936974445	0.0542657456520593	Inf	0.717196706329992	0.936600266408884	"family"
"scvi_rf"	0.75	0.735615042236457	0.0874279014293414	Inf	0.535497664201752	0.870385495086287	"family"
"scvi_knn"	0.75	0.858935199227992	0.054468589088977	Inf	0.716139995109387	0.936288211448367	"family"
"seurat"	0	0.974175934832797	0.00662225981502582	Inf	0.957480937130481	0.984422335888649	"global"
"scvi_rf"	0	0.981691585984903	0.00473123154274396	Inf	0.969704131679924	0.988989705772526	"global"
"scvi_knn"	0	0.941889369706587	0.0144058006170813	Inf	0.906334745001665	0.964476705719273	"global"
"seurat"	0.05	0.972435307694823	0.00705576626906138	Inf	0.954668091289493	0.98336028340956	"global"
"scvi_rf"	0.05	0.97844064829168	0.00555268478877881	Inf	0.964402459885579	0.987017285660575	"global"
"scvi_knn"	0.05	0.94053148061742	0.0147209670973231	Inf	0.904231136855524	0.963625987788752	"global"
"seurat"	0.1	0.970580899611714	0.00751588112855006	Inf	0.951678424649861	0.982227178393503	"global"
"scvi_rf"	0.1	0.974627376697899	0.00650913406216671	Inf	0.958212900100963	0.984697022576232	"global"
"scvi_knn"	0.1	0.939143911423443	0.0150420659696258	Inf	0.902085234502323	0.962755745850008	"global"
"seurat"	0.15	0.968605764271407	0.00800399010153693	Inf	0.948502087394172	0.981018454356361	"global"
"scvi_rf"	0.15	0.970160208916772	0.00761985754375979	Inf	0.951001693821332	0.981969700085824	"global"
"scvi_knn"	0.15	0.937726109960103	0.0153691624910806	Inf	0.899896415039956	0.961865571302609	"global"
"seurat"	0.2	0.966502599185892	0.00852151609050062	Inf	0.945128852551221	0.979729277300297	"global"
"scvi_rf"	0.2	0.96493483709741	0.00890577699234449	Inf	0.942620440750219	0.97876683953042	"global"
"scvi_knn"	0.2	0.936277518344857	0.0157023202755766	Inf	0.897664056852788	0.96095504886014	"global"
"seurat"	0.25	0.964263736971919	0.00906991475618379	Inf	0.941548125699145	0.978354533694262	"global"
"scvi_rf"	0.25	0.958833256055132	0.0103891473230688	Inf	0.932906554279884	0.97500956684217	"global"
"scvi_knn"	0.25	0.93479757314834	0.0160416011457328	Inf	0.895387540185361	0.960023756532482	"global"
"seurat"	0.5	0.950739272148327	0.0123274498272995	Inf	0.920137768140311	0.969997274418038	"global"
"scvi_rf"	0.5	0.91005088790761	0.0215448833173599	Inf	0.857953936210399	0.944281592265108	"global"
"scvi_knn"	0.5	0.926907459763937	0.0178318703523225	Inf	0.88332109575546	0.955040506626246	"global"
"seurat"	0.75	0.932454977343347	0.0165807310470501	Inf	0.891779612101971	0.95855277651167	"global"
"scvi_rf"	0.75	0.814636979770222	0.0397474711309767	Inf	0.724026002511745	0.880411441758631	"global"
"scvi_knn"	0.75	0.918146171106814	0.0197831752435798	Inf	0.870059910384801	0.949470851852864	"global"
"seurat"	0	0.806473615047181	0.0682913626590238	Inf	0.638684670010101	0.907614933013894	"subclass"
"scvi_rf"	0	0.826840114733378	0.0626474814148762	Inf	0.669472388845104	0.918414124026855	"subclass"
"scvi_knn"	0	0.780156439284071	0.0750462506116221	Inf	0.600844340614136	0.893230473028566	"subclass"
"seurat"	0.05	0.802427857233131	0.0693689261051945	Inf	0.632729624878119	0.905435286425532	"subclass"
"scvi_rf"	0.05	0.81647134832267	0.0655658353598624	Inf	0.653628837146901	0.912951181356817	"subclass"
"scvi_knn"	0.05	0.778172252805364	0.0755306731027207	Inf	0.598076400087263	0.892125373582241	"subclass"
"seurat"	0.1	0.798318672201563	0.0704488139775135	Inf	0.626733510325578	0.90320980464818	"subclass"
"scvi_rf"	0.1	0.805627658308054	0.0685172810586846	Inf	0.637436890031261	0.907159507648645	"subclass"
"scvi_knn"	0.1	0.776175295960225	0.0760148256750657	Inf	0.595301940913316	0.891010333491461	"subclass"
"seurat"	0.15	0.794145947659099	0.0715303754621621	Inf	0.620697902783735	0.900937786194789	"subclass"
"scvi_rf"	0.15	0.794304686035165	0.0714894312187095	Inf	0.620926752162253	0.90102436086923	"subclass"
"scvi_knn"	0.15	0.774165579119019	0.0764986406711565	Inf	0.592521125099771	0.889885293210587	"subclass"
"seurat"	0.2	0.789909610486069	0.072612937600586	Inf	0.614624425987972	0.898618531295388	"subclass"
"scvi_rf"	0.2	0.782500183271379	0.0744686049250613	Inf	0.60413144872686	0.894531020762178	"subclass"
"scvi_knn"	0.2	0.772143114492614	0.0769820496376255	Inf	0.589734116278899	0.888750193449513	"subclass"
"seurat"	0.25	0.785609628029378	0.0736958056316123	Inf	0.608514749497899	0.896251342605863	"subclass"
"scvi_rf"	0.25	0.770214218121826	0.0774398739257877	Inf	0.58708660564521	0.887664896491523	"subclass"
"scvi_knn"	0.25	0.770107916153115	0.0774649833370217	Inf	0.586941079672583	0.88760497518905	"subclass"
"seurat"	0.5	0.763156883948634	0.0790889488367284	Inf	0.577484803974759	0.883672250764768	"subclass"
"scvi_rf"	0.5	0.701750259631305	0.0915800421400448	Inf	0.499510857624734	0.847257266285534	"subclass"
"scvi_knn"	0.5	0.759741544108478	0.0798700462413495	Inf	0.5728913692898	0.881725061675714	"subclass"
"seurat"	0.75	0.739133511104993	0.0843739071119581	Inf	0.545823557726641	0.869792987687758	"subclass"
"scvi_rf"	0.75	0.622875573315249	0.102788715536689	Inf	0.411958861711058	0.795664865836829	"subclass"
"scvi_knn"	0.75	0.749060044884879	0.0822524143731873	Inf	0.558716596251062	0.875583516563873	"subclass"
