"cutoff"	"method"	"fit"	"se"	"lower"	"upper"
0	"seurat"	0.610111467673848	0.0149309283141523	0.580463370897392	0.638967525185756
0.05	"seurat"	0.607243295269785	0.0133098109759996	0.580855708849281	0.63301919736453
0.1	"seurat"	0.604367705563359	0.0120476162358834	0.580512403214489	0.627736352410008
0.15	"seurat"	0.601484879023462	0.0112757719913173	0.579176951756982	0.623379232357064
0.2	"seurat"	0.598594998080368	0.0111069336379156	0.576629962507084	0.620171101418434
0.25	"seurat"	0.595698247083582	0.0115765734251489	0.572803819910356	0.618183572826961
0.5	"seurat"	0.581118022335378	0.0202573331517161	0.540945101858282	0.620243372993237
0.75	"seurat"	0.56639472360262	0.0327522375881767	0.501400025958651	0.629182912321851
0	"scvi"	0.521027455717284	0.0154663662188717	0.490653427791918	0.551246804065236
0.05	"scvi"	0.500560898875989	0.0138023990546428	0.473515389431133	0.527603126516135
0.1	"scvi"	0.480092462265356	0.0124378127226911	0.45576519362423	0.504514501109419
0.15	"scvi"	0.459690637310833	0.0115052882703628	0.437223343460692	0.482322978307101
0.2	"scvi"	0.439423026826708	0.0111154581841225	0.417752885583912	0.461326619530731
0.25	"scvi"	0.419355456342473	0.0113019705655783	0.397365811733996	0.441670129172215
0.5	"scvi"	0.32409864984941	0.0171951686040316	0.291326396805314	0.358691577127701
0.75	"scvi"	0.241480732216104	0.0230693170107684	0.199153429591369	0.289551522119067
