"cutoff"	"method"	"fit"	"se"	"lower"	"upper"
0	"seurat"	0.180461887966715	0.0104712910365589	0.160837853361601	0.201904189817893
0.05	"seurat"	0.179725912849919	0.0103270341323075	0.160364747005306	0.20086539028841
0.1	"seurat"	0.178992283699687	0.0102161939884455	0.159834222797742	0.199900305801904
0.15	"seurat"	0.178260998386158	0.0101392049825428	0.15924541008353	0.199009774915265
0.2	"seurat"	0.177532054735015	0.0100961825289096	0.158598061939433	0.198194010453683
0.25	"seurat"	0.17680545052786	0.0100869070669597	0.157892586489902	0.197452568236396
0.5	"seurat"	0.173207440468521	0.0105169372532005	0.153550813574674	0.194801283049335
0.75	"seurat"	0.169667559046144	0.0116032017278939	0.148118979732745	0.193638469898157
0	"scvi"	0.19279140951063	0.0109998405798959	0.172141522470359	0.215274283645559
0.05	"scvi"	0.191007640935851	0.0108056245729005	0.170717621441996	0.213089506960099
0.1	"scvi"	0.189236507278844	0.0106480117518822	0.169240492900115	0.210995041242925
0.15	"scvi"	0.187477990696842	0.0105270518745755	0.167709992364198	0.208990960114982
0.2	"scvi"	0.185732071942919	0.0104424378898158	0.166126669143168	0.207076631777175
0.25	"scvi"	0.183998730390048	0.0103934963353862	0.164491785106242	0.205250700563914
0.5	"scvi"	0.175519865129247	0.0106371553645818	0.155633093860914	0.197353826990765
0.75	"scvi"	0.167351584540374	0.0115154263841521	0.145977549235507	0.191154715234335
