"cutoff"	"method"	"fit"	"se"	"lower"	"upper"
0	"seurat"	0.0638330057309212	0.00518621405799339	0.0543825110594735	0.0747958894481017
0.05	"seurat"	0.0638330052024148	0.00492159203511514	0.0548310240602131	0.0741968844687084
0.1	"seurat"	0.0638330046739084	0.00470549769070609	0.0551998687275235	0.0737110042042208
0.15	"seurat"	0.0638330041454019	0.00454485833653906	0.0554755714322688	0.0733517118249927
0.2	"seurat"	0.0638330036168955	0.00444568942668057	0.0556464197613988	0.0731307122621851
0.25	"seurat"	0.0638330030883891	0.0044121378069592	0.0557043342100103	0.0730560805268499
0.5	"seurat"	0.063833000445857	0.00518621368217965	0.0543825064703816	0.0747958833830956
0.75	"seurat"	0.063832997803325	0.00701329949488446	0.0513788966309045	0.0790543601207168
0	"scvi"	0.100773903309011	0.00733374351445565	0.0872697324608996	0.116101909019013
0.05	"scvi"	0.0982910984075669	0.00678317586814597	0.0857620130150181	0.112425487961947
0.1	"scvi"	0.0958629422412869	0.00633896518755381	0.0841268153682304	0.109041393018505
0.15	"scvi"	0.0934885514235656	0.00600711329287643	0.0823504103006738	0.105959210866203
0.2	"scvi"	0.0911670409061189	0.00578998030822308	0.0804261643777059	0.103181404256048
0.25	"scvi"	0.0888975249437128	0.00568470023306696	0.0783576459812215	0.100700219651795
0.5	"scvi"	0.0782989254359315	0.00641306527303224	0.0666059965261448	0.0918426093208783
0.75	"scvi"	0.06886840669183	0.00797356048694182	0.054776519397434	0.0862547728866486
