"cutoff"	"method"	"fit"	"se"	"lower"	"upper"
0	"seurat"	0.669041736121042	0.0185114017175025	0.631802928466647	0.704277122398472
0.05	"seurat"	0.665094340732837	0.0182719911869023	0.628377531158806	0.699915887504848
0.1	"seurat"	0.661123711213317	0.0181011852809835	0.624786061929856	0.695656459011239
0.15	"seurat"	0.657130274507554	0.0180037976429597	0.621019943279217	0.691509070308358
0.2	"seurat"	0.653114469724884	0.0179838198056475	0.617072253518654	0.687482378022364
0.25	"seurat"	0.649076748012439	0.018044225198447	0.61293811198873	0.68358307566454
0.5	"seurat"	0.628575999664896	0.0195733186421598	0.589465253832836	0.66607150406672
0.75	"seurat"	0.607601641672221	0.0229284335806926	0.561859380653633	0.651530194971816
0	"scvi"	0.693795501796155	0.0179289338033062	0.657567998533773	0.727776995931739
0.05	"scvi"	0.669885731193587	0.0182676242514146	0.633142598628114	0.704665397399586
0.1	"scvi"	0.645064101838154	0.0185850654706727	0.607848661461455	0.680603553704844
0.15	"scvi"	0.619436394246358	0.0188848776651293	0.581784897885867	0.655704177789929
0.2	"scvi"	0.593125421338897	0.0191698733252211	0.555069084098852	0.630095900132492
0.25	"scvi"	0.566269099339111	0.0194413939296895	0.527837357899355	0.603919998619169
0.5	"scvi"	0.429318091441877	0.0204950200330274	0.389687069691588	0.469876544210266
0.75	"scvi"	0.302396286946426	0.0203633840636788	0.264024526179758	0.343740141804253
