"method"	"cutoff"	"fit"	"se"	"lower"	"upper"
"seurat"	0	0.679585374785485	0.061311701781996	0.549821290987952	0.786471362241154
"scvi"	0	0.71716062781568	0.0571177308240115	0.593503367387373	0.814930914171441
"seurat"	0.05	0.674569840964282	0.0618052956131335	0.544151581796661	0.782583740421518
"scvi"	0.05	0.67928651611111	0.0613381902961465	0.549489899871534	0.786235229420079
"seurat"	0.1	0.669513977255224	0.0622899148496348	0.538467224600013	0.778647466085949
"scvi"	0.1	0.638894461917196	0.0649504613868112	0.504684148468845	0.754433784730188
"seurat"	0.15	0.664418641381864	0.0627651727114521	0.532769659580182	0.774662681906524
"scvi"	0.15	0.596437520697036	0.0677586984515691	0.459799206162165	0.719591732297809
"seurat"	0.2	0.659284725440866	0.0632306850428537	0.52706034246142	0.770629558745715
"scvi"	0.2	0.552485273455437	0.069598493094984	0.415553322956886	0.681893937954871
"seurat"	0.25	0.654113155539433	0.0636860709297652	0.521340743065852	0.766548296143554
"scvi"	0.25	0.507697264909084	0.070356380233749	0.372624599656436	0.641655465934318
"seurat"	0.5	0.627725233023783	0.0657980776482166	0.492640753976328	0.745428938568995
"scvi"	0.5	0.295496207573973	0.0586214725306885	0.194536222781997	0.421437383024326
"seurat"	0.75	0.600553527931744	0.0676027515758607	0.463909627297949	0.723153238695826
"scvi"	0.75	0.145733086579338	0.035093842904914	0.0893977179769119	0.228654765256026
