"method"	"cutoff"	"fit"	"se"	"lower"	"upper"
"seurat"	0	0.636721079703526	0.0542681545358799	0.525303255008463	0.735171625490385
"scvi"	0	0.668297445548596	0.052010848895769	0.559864615090174	0.761401172298857
"seurat"	0.05	0.627736460156515	0.054814844941426	0.515681721946016	0.727562227805447
"scvi"	0.05	0.624425888181823	0.055012146432439	0.512145988996222	0.724752623080553
"seurat"	0.1	0.618662714839989	0.0553308812906578	0.506043429642532	0.719821645367641
"scvi"	0.1	0.578412260506291	0.0571921110052992	0.464199169784878	0.684810196266987
"seurat"	0.15	0.609505382934437	0.0558149274310821	0.496395520457949	0.711952410097058
"scvi"	0.15	0.530995473115998	0.058402181547761	0.416899507448484	0.641940510055691
"seurat"	0.2	0.600270231997638	0.0562657126107403	0.486745173638552	0.703957327881674
"scvi"	0.2	0.483012340641994	0.0585560962660859	0.371076098578836	0.596679720782625
"seurat"	0.25	0.590963245114594	0.0566820384490723	0.477099584000956	0.695839479451519
"scvi"	0.25	0.435340434439975	0.0576426391854741	0.32745572121135	0.549716610363721
"seurat"	0.5	0.543573396365301	0.0582107132647216	0.429193205662541	0.653535677500338
"scvi"	0.5	0.227816090987399	0.0412795213497167	0.15701292174585	0.318484627753696
"seurat"	0.75	0.495381347015998	0.0587503242374069	0.382456877103753	0.60877900580609
"scvi"	0.75	0.101444789802034	0.0214314526105795	0.0664768858204238	0.151815080917793
