"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"
"female False / femaleemale False"	3.01789702019216	3.7030385861713	Inf	1	0.900192901852506	0.896920163699372
"female False / male False"	0.987196309446805	0.00432449238780648	Inf	1	-2.94170276690207	0.0270413420762541
"female False / maleale False"	2.98068239016847	3.65736963658131	Inf	1	0.890082038468025	0.900687339219441
"female False / None False"	2.37570791936908	1.80794083879955	Inf	1	1.13703349314221	0.786857920243574
"femaleemale False / male False"	0.327113981306077	0.401376257525787	Inf	1	-0.910697631131823	0.89292094320935
"femaleemale False / maleale False"	0.98766868790595	0.00471188446618217	Inf	1	-2.60086321993392	0.070166916493011
"femaleemale False / None False"	0.787206423371534	1.07160534656587	Inf	1	-0.175765049320217	0.999786861820791
"male False / maleale False"	3.01934109927817	3.70479414752917	Inf	1	0.900586757202643	0.896771787051344
"male False / None False"	2.40652026008926	1.83137651702358	Inf	1	1.15397480692328	0.777540594921237
"maleale False / None False"	0.79703490959156	1.08498328886883	Inf	1	-0.166650298542993	0.99982750093917
