"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"
"Dissection Angular gyrus AnG seurat / Dissection Anterior cingulate cortex ACC seurat"	1.21240462995653	0.0128243363230036	Inf	1	18.2088194199559	0
"Dissection Angular gyrus AnG seurat / Dissection Dorsolateral prefrontal cortex DFC seurat"	3.63931284207132	0.0465544770622756	Inf	1	100.983750822028	0
"Dissection Angular gyrus AnG seurat / Dissection Primary auditory cortexA1 seurat"	1.19276167327746	0.012617944040606	Inf	1	16.6627552282512	0
"Dissection Angular gyrus AnG seurat / Dissection Primary somatosensory cortex S1 seurat"	1.00243182719303	0.0107169897667947	Inf	1	0.227188953595306	1
"Dissection Angular gyrus AnG seurat / Dissection Primary visual cortexV1 seurat"	1.44079986586608	0.0150623270276803	Inf	1	34.9333696016662	0
"Dissection Angular gyrus AnG seurat / (Human Multiple Cortical Areas SMART-seq seurat)"	4.81573901956711	0.0471734003484762	Inf	1	160.467755598056	0
"Dissection Angular gyrus AnG seurat / whole cortex seurat"	1.24565978405216	0.0130883086139282	Inf	1	20.906312938675	0
"Dissection Angular gyrus AnG seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.49725337305276	0.019535879545489	Inf	1	30.9348697920239	0
"Dissection Angular gyrus AnG seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.22852675660318	0.0129811110190241	Inf	1	19.4783085180369	0
"Dissection Angular gyrus AnG seurat / Dissection Angular gyrus AnG scvi"	0.875713415853392	0.00926396229341427	Inf	1	-12.5455525042012	0
"Dissection Angular gyrus AnG seurat / Dissection Anterior cingulate cortex ACC scvi"	1.09002437117031	0.0115045786608786	Inf	1	8.16719702359288	2.97206703692154e-13
"Dissection Angular gyrus AnG seurat / Dissection Dorsolateral prefrontal cortex DFC scvi"	2.65250246103877	0.0333465038593611	Inf	1	77.5951055220709	0
"Dissection Angular gyrus AnG seurat / Dissection Primary auditory cortexA1 scvi"	0.936493737579934	0.00994287989282054	Inf	1	-6.17986375506325	1.21340869352338e-07
"Dissection Angular gyrus AnG seurat / Dissection Primary somatosensory cortex S1 scvi"	0.910293185304924	0.00971165318956528	Inf	1	-8.80973966273416	1.53210777398272e-13
"Dissection Angular gyrus AnG seurat / Dissection Primary visual cortexV1 scvi"	1.24584649669155	0.0130856933122695	Inf	1	20.927895076882	0
"Dissection Angular gyrus AnG seurat / (Human Multiple Cortical Areas SMART-seq scvi)"	2.59702275253358	0.0264071823195478	Inf	1	93.8573979931303	0
"Dissection Angular gyrus AnG seurat / whole cortex scvi"	0.815283250982433	0.00875574644520938	Inf	1	-19.0157269598217	0
"Dissection Angular gyrus AnG seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	1.02485815147506	0.0133012431172466	Inf	1	1.89189734848629	0.94045362987881
"Dissection Angular gyrus AnG seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.801878427410336	0.00854715274306351	Inf	1	-20.7148946958986	0
"Dissection Anterior cingulate cortex ACC seurat / Dissection Dorsolateral prefrontal cortex DFC seurat"	3.00173123077054	0.0377176109798934	Inf	1	87.478248539214	0
"Dissection Anterior cingulate cortex ACC seurat / Dissection Primary auditory cortexA1 seurat"	0.983798349005173	0.0102938458824901	Inf	1	-1.56109677838557	0.992095982698314
"Dissection Anterior cingulate cortex ACC seurat / Dissection Primary somatosensory cortex S1 seurat"	0.826812932270783	0.00875377032097517	Inf	1	-17.9626195472236	0
"Dissection Anterior cingulate cortex ACC seurat / Dissection Primary visual cortexV1 seurat"	1.1883820221948	0.0122717632816583	Inf	1	16.7136621535813	0
"Dissection Anterior cingulate cortex ACC seurat / (Human Multiple Cortical Areas SMART-seq seurat)"	3.97205594615699	0.0382403701273209	Inf	1	143.267246760175	0
"Dissection Anterior cingulate cortex ACC seurat / whole cortex seurat"	1.02742908866722	0.0106740597743829	Inf	1	2.60462033315437	0.501343021237187
"Dissection Anterior cingulate cortex ACC seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.2349452782166	0.0158529370546571	Inf	1	16.4389965341606	0
"Dissection Anterior cingulate cortex ACC seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.01329764523187	0.0105883667951576	Inf	1	1.26418642858775	0.999483078226824
"Dissection Anterior cingulate cortex ACC seurat / Dissection Angular gyrus AnG scvi"	0.722294681343132	0.00756264424555158	Inf	1	-31.0709321553021	0
"Dissection Anterior cingulate cortex ACC seurat / Dissection Anterior cingulate cortex ACC scvi"	0.899059888289428	0.0093796032327262	Inf	1	-10.1992623352774	1.78523862359725e-13
"Dissection Anterior cingulate cortex ACC seurat / Dissection Dorsolateral prefrontal cortex DFC scvi"	2.18780297888986	0.0270197758466588	Inf	1	63.391577478497	0
"Dissection Anterior cingulate cortex ACC seurat / Dissection Primary auditory cortexA1 scvi"	0.772426724907434	0.00811477710943275	Inf	1	-24.5791820475587	0
"Dissection Anterior cingulate cortex ACC seurat / Dissection Primary somatosensory cortex S1 scvi"	0.75081632221873	0.00792620457003788	Inf	1	-27.1478773217178	0
"Dissection Anterior cingulate cortex ACC seurat / Dissection Primary visual cortexV1 scvi"	1.02758309058603	0.0106684014060268	Inf	1	2.62082881584091	0.488676373545767
"Dissection Anterior cingulate cortex ACC seurat / (Human Multiple Cortical Areas SMART-seq scvi)"	2.14204291897721	0.0214815190258052	Inf	1	75.9593691035667	0
"Dissection Anterior cingulate cortex ACC seurat / whole cortex scvi"	0.672451449654776	0.00714789235511556	Inf	1	-37.3320942706027	0
"Dissection Anterior cingulate cortex ACC seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.845310324748429	0.0107999069757811	Inf	1	-13.1534136074311	0
"Dissection Anterior cingulate cortex ACC seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.661395055410738	0.00697716441741656	Inf	1	-39.1883170545626	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Primary auditory cortexA1 seurat"	0.327743649704652	0.00414898322976215	Inf	1	-88.1193616475089	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Primary somatosensory cortex S1 seurat"	0.275445357597369	0.00352720839283372	Inf	1	-100.688658534999	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Primary visual cortexV1 seurat"	0.395898876625854	0.00495410032653813	Inf	1	-74.0474504688981	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / (Human Multiple Cortical Areas SMART-seq seurat)"	1.32325502877797	0.0155012058339855	Inf	1	23.91018056225	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / whole cortex seurat"	0.34227884166814	0.00431215759191206	Inf	1	-85.1006142168592	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat)"	0.411411010272093	0.00416322357921526	Inf	1	-87.7684901085102	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	0.337571077265223	0.00427273669501496	Inf	1	-85.798679334218	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Angular gyrus AnG scvi"	0.240626034049597	0.00304572336736205	Inf	1	-112.542886402764	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Anterior cingulate cortex ACC scvi"	0.299513786935095	0.00373484994745339	Inf	1	-96.6818688615251	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Dorsolateral prefrontal cortex DFC scvi"	0.728847058811544	0.00698090755827753	Inf	1	-33.022644846084	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Primary auditory cortexA1 scvi"	0.257327077450953	0.00325841247495113	Inf	1	-107.198724347719	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Primary somatosensory cortex S1 scvi"	0.250127764445452	0.00317771304394445	Inf	1	-109.079362273881	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Primary visual cortexV1 scvi"	0.34233014603451	0.00428459883462208	Inf	1	-85.6488484807903	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / (Human Multiple Cortical Areas SMART-seq scvi)"	0.713602502788816	0.00865251465732359	Inf	1	-27.8289404128484	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / whole cortex scvi"	0.224021205750043	0.00286122740900268	Inf	1	-117.131195229891	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.281607599002606	0.00288273063296397	Inf	1	-123.793946734864	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.220337866572071	0.002801973147065	Inf	1	-118.94530423837	0
"Dissection Primary auditory cortexA1 seurat / Dissection Primary somatosensory cortex S1 seurat"	0.840429274054856	0.00889939253904309	Inf	1	-16.417110069223	0
"Dissection Primary auditory cortexA1 seurat / Dissection Primary visual cortexV1 seurat"	1.20795285273298	0.0124759236758809	Inf	1	18.2924325731771	0
"Dissection Primary auditory cortexA1 seurat / (Human Multiple Cortical Areas SMART-seq seurat)"	4.03746961983985	0.0388915454583166	Inf	1	144.884083975967	0
"Dissection Primary auditory cortexA1 seurat / whole cortex seurat"	1.04434927107386	0.0108505194844231	Inf	1	4.1766180861387	0.00474999695969791
"Dissection Primary auditory cortexA1 seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.25528293421654	0.0162234703525913	Inf	1	17.5919435190123	0
"Dissection Primary auditory cortexA1 seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.02998510442362	0.0107655631782166	Inf	1	2.82662690664362	0.337240779044683
"Dissection Primary auditory cortexA1 seurat / Dissection Angular gyrus AnG scvi"	0.734189767723765	0.0076872959805882	Inf	1	-29.5104599909848	0
"Dissection Primary auditory cortexA1 seurat / Dissection Anterior cingulate cortex ACC scvi"	0.913866026710216	0.00953693522133091	Inf	1	-8.630980155767	1.72195591119362e-13
"Dissection Primary auditory cortexA1 seurat / Dissection Dorsolateral prefrontal cortex DFC scvi"	2.22383274082762	0.0276625993785604	Inf	1	64.2513249167828	0
"Dissection Primary auditory cortexA1 seurat / Dissection Primary auditory cortexA1 scvi"	0.785147409210963	0.00824882638712424	Inf	1	-23.0232068364943	0
"Dissection Primary auditory cortexA1 seurat / Dissection Primary somatosensory cortex S1 scvi"	0.763181116311044	0.00805724507188277	Inf	1	-25.5989797767557	0
"Dissection Primary auditory cortexA1 seurat / Dissection Primary visual cortexV1 scvi"	1.04450580916824	0.0108437578252251	Inf	1	4.19428571652949	0.00441356557098205
"Dissection Primary auditory cortexA1 seurat / (Human Multiple Cortical Areas SMART-seq scvi)"	2.17731908286212	0.0218390842490378	Inf	1	77.5746656175861	0
"Dissection Primary auditory cortexA1 seurat / whole cortex scvi"	0.683525694401465	0.00726585583246132	Inf	1	-35.7941861583675	0
"Dissection Primary auditory cortexA1 seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.859231290236679	0.0110484927954835	Inf	1	-11.7989045802713	0
"Dissection Primary auditory cortexA1 seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.672287218289751	0.0070922621206823	Inf	1	-37.6388840164404	0
"Dissection Primary somatosensory cortex S1 seurat / Dissection Primary visual cortexV1 seurat"	1.43730458948071	0.0150453491880951	Inf	1	34.6559144538309	0
"Dissection Primary somatosensory cortex S1 seurat / (Human Multiple Cortical Areas SMART-seq seurat)"	4.80405638461413	0.0471733927641061	Inf	1	159.831145732534	0
"Dissection Primary somatosensory cortex S1 seurat / whole cortex seurat"	1.24263790340756	0.0130702854629759	Inf	1	20.6534326898689	0
"Dissection Primary somatosensory cortex S1 seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.49362114453739	0.0195115609242757	Inf	1	30.712355010368	0
"Dissection Primary somatosensory cortex S1 seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.22554643944541	0.0129621141723286	Inf	1	19.2298869434079	0
"Dissection Primary somatosensory cortex S1 seurat / Dissection Angular gyrus AnG scvi"	0.873588998371616	0.00925209860553059	Inf	1	-12.7605015804789	0
"Dissection Primary somatosensory cortex S1 seurat / Dissection Anterior cingulate cortex ACC scvi"	1.08738005079362	0.011493175291623	Inf	1	7.92566957426684	7.08544334315775e-13
"Dissection Primary somatosensory cortex S1 seurat / Dissection Dorsolateral prefrontal cortex DFC scvi"	2.64606768169581	0.0333147474972462	Inf	1	77.2877347549512	0
"Dissection Primary somatosensory cortex S1 seurat / Dissection Primary auditory cortexA1 scvi"	0.934221871428666	0.00993174415920093	Inf	1	-6.40025433491535	2.93892747915692e-08
"Dissection Primary somatosensory cortex S1 seurat / Dissection Primary somatosensory cortex S1 scvi"	0.908084879800642	0.00970036458382882	Inf	1	-9.02597060629585	1.32449606837781e-13
"Dissection Primary somatosensory cortex S1 seurat / Dissection Primary visual cortexV1 scvi"	1.24282416309557	0.0130759570434662	Inf	1	20.6618143659386	0
"Dissection Primary somatosensory cortex S1 seurat / (Human Multiple Cortical Areas SMART-seq scvi)"	2.59072256295537	0.0263942308944841	Inf	1	93.4372440862519	0
"Dissection Primary somatosensory cortex S1 seurat / whole cortex scvi"	0.813305432714914	0.00874578099770775	Inf	1	-19.2170821184698	0
"Dissection Primary somatosensory cortex S1 seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	1.02237191963948	0.0132872070856062	Inf	1	1.70241385459846	0.979102408520108
"Dissection Primary somatosensory cortex S1 seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.799933128276384	0.00853755883868296	Inf	1	-20.9154386353453	0
"Dissection Primary visual cortexV1 seurat / (Human Multiple Cortical Areas SMART-seq seurat)"	3.34240662680261	0.0315082953282757	Inf	1	128.006046300702	0
"Dissection Primary visual cortexV1 seurat / whole cortex seurat"	0.864561285410294	0.00886234645478073	Inf	1	-14.1973992846771	0
"Dissection Primary visual cortexV1 seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.03918206027368	0.0132917494070421	Inf	1	3.0048598030095	0.228697585288635
