"method"	"cutoff"	"fit"	"se"	"lower"	"upper"
"seurat"	0	0.933148515207628	0.0259970460729639	0.860481861296484	0.969317025203662
"scvi"	0	0.949054545301134	0.0201492307339827	0.891670426367371	0.976831103620197
"seurat"	0.05	0.930983253155802	0.0267766195352339	0.856326012464267	0.968283252600022
"scvi"	0.05	0.937920681794691	0.0242645315479219	0.869717784964826	0.971585762150982
"seurat"	0.1	0.928753214697037	0.0275754623241158	0.852067515386999	0.967215863104669
"scvi"	0.1	0.924547021725493	0.0290711151336325	0.844094232532503	0.965195236488853
"seurat"	0.15	0.926456812303907	0.0283937804636106	0.847705102009253	0.966113845162063
"scvi"	0.15	0.908573134443477	0.0346168778860498	0.814505829437316	0.957430451217181
"seurat"	0.2	0.924092442485194	0.0292317627820264	0.843237566261591	0.964976162301512
"scvi"	0.2	0.889621210819844	0.0409207171825761	0.780760391976264	0.948026697071367
"seurat"	0.25	0.921658487273813	0.0300895793413714	0.838663769293565	0.963801752907618
"scvi"	0.25	0.867314448261278	0.0479569372514505	0.742814207229433	0.936683048721762
"seurat"	0.5	0.908387503908435	0.0346806033477998	0.814166392257193	0.957339868644323
"scvi"	0.5	0.69638206838042	0.0881102503817558	0.503338852886269	0.838471784297319
"seurat"	0.75	0.893129105207736	0.0397791762599837	0.786889869692005	0.949785866940292
"scvi"	0.75	0.445921650379998	0.102965619815406	0.262317796645067	0.645571812935811
