"method"	"cutoff"	"fit"	"SE"	"df"	"lower"	"upper"	"key"
"seurat"	0	0.810988454933228	0.0435888775900998	Inf	0.710765545477038	0.88223698353843	"class"
"scvi_rf"	0	0.815032759523988	0.0428689125307368	Inf	0.716203921142776	0.884972991600434	"class"
"scvi_knn"	0	0.801605182996085	0.0452228050661737	Inf	0.698259648272974	0.875848454002751	"class"
"seurat"	0.05	0.809305976642977	0.0438795358165577	Inf	0.708527619602288	0.881087602477795	"class"
"scvi_rf"	0.05	0.79159437016228	0.0469047621954401	Inf	0.685099889712241	0.868962494543809	"class"
"scvi_knn"	0.05	0.798502295075099	0.0457460134660256	Inf	0.694173385370591	0.873715362052706	"class"
"seurat"	0.1	0.807612074667664	0.0441718341517992	Inf	0.706276042184303	0.879930308276918	"class"
"scvi_rf"	0.1	0.76603852156661	0.0509502652149229	Inf	0.652237906541073	0.851100822341939	"class"
"scvi_knn"	0.1	0.795363266773858	0.0462710433235953	Inf	0.690052815805761	0.871552844510691	"class"
"seurat"	0.15	0.80590673464159	0.0444657693224416	Inf	0.70401082937299	0.878765094362035	"class"
"scvi_rf"	0.15	0.738384568638026	0.054910908217461	Inf	0.617855023788155	0.831279779274499	"class"
"scvi_knn"	0.15	0.792188063844725	0.0467977542168582	Inf	0.685898289178978	0.869360709113198	"class"
"seurat"	0.2	0.804189943382252	0.0447613375375063	Inf	0.701731999942055	0.877591954732612	"class"
"scvi_rf"	0.2	0.708704900318182	0.0586795727453336	Inf	0.582245488991071	0.809413933548836	"class"
"scvi_knn"	0.2	0.788976665012665	0.0473260011528703	Inf	0.681710175391157	0.867138768859911	"class"
"seurat"	0.25	0.802461688908915	0.0450585344767407	Inf	0.699439575328394	0.87641088396194	"class"
"scvi_rf"	0.25	0.677130451766679	0.0621409560809149	Inf	0.545752656536237	0.785448847946578	"class"
"scvi_knn"	0.25	0.785729062287685	0.0478556345673526	Inf	0.677488864761105	0.864886842231675	"class"
"seurat"	0.5	0.793648135453587	0.0465687603179484	Inf	0.687774466067023	0.870386413274349	"class"
"scvi_rf"	0.5	0.499545395348694	0.0710863927058601	Inf	0.363749720330681	0.635408168530303	"class"
"scvi_knn"	0.5	0.768948678924852	0.0505190453497343	Inf	0.655899459703776	0.853171471786931	"class"
"seurat"	0.75	0.784546927666644	0.0481187317567867	Inf	0.675774290053826	0.864163180536404	"class"
"scvi_rf"	0.75	0.322074957942083	0.0621606232004327	Inf	0.213788209306676	0.453568048334578	"class"
"scvi_knn"	0.75	0.751270161169276	0.0531920840024202	Inf	0.633550526896955	0.84068275409889	"class"
"seurat"	0	0.886146106255092	0.0207327532186578	Inf	0.838782998159694	0.920906729521303	"family"
"scvi_rf"	0	0.90713515276845	0.0173127738717816	Inf	0.867190680173758	0.935952999766632	"family"
"scvi_knn"	0	0.900516378593158	0.0184121035148437	Inf	0.858168150436392	0.931233465210708	"family"
"seurat"	0.05	0.883594785800881	0.0211293002119057	Inf	0.835385903802099	0.919053256962641	"family"
"scvi_rf"	0.05	0.889748656069414	0.0201526539831083	Inf	0.843634748086988	0.92349629457153	"family"
"scvi_knn"	0.05	0.897236075822223	0.0189432945268713	Inf	0.853735928899589	0.928876703474264	"family"
"seurat"	0.1	0.880993971469919	0.0215321445792048	Inf	0.831927666704916	0.917162378388737	"family"
"scvi_rf"	0.1	0.869575012795578	0.0232924164450916	Inf	0.816779611363944	0.908854934822388	"family"
"scvi_knn"	0.1	0.893860359254647	0.0194865266558699	Inf	0.849185838544327	0.926447521087904	"family"
"seurat"	0.15	0.878343048493902	0.0219413054288648	Inf	0.828407729303603	0.915233571476767	"family"
"scvi_rf"	0.15	0.846347489401668	0.0267010759972889	Inf	0.78647518577071	0.891742490051391	"family"
"scvi_knn"	0.15	0.890387300042648	0.0200418224988771	Inf	0.844516178974155	0.923944198250729	"family"
"seurat"	0.2	0.875641410221765	0.0223567967839933	Inf	0.824825556498728	0.913266315583811	"family"
"scvi_rf"	0.2	0.819840380686433	0.030321376848227	Inf	0.752671347943634	0.871873045081419	"family"
"scvi_knn"	0.2	0.886814986937917	0.0206091839473637	Inf	0.839725324044297	0.921365005785097	"family"
"seurat"	0.25	0.872888458986257	0.022778627297812	Inf	0.821180637151398	0.911260092170831	"family"
"scvi_rf"	0.25	0.789895639422911	0.0340656594419077	Inf	0.715446825693392	0.848977750631828	"family"
"scvi_knn"	0.25	0.883141530862164	0.021188590727864	Inf	0.834811729465367	0.918708207346486	"family"
"seurat"	0.5	0.858333833450655	0.024982757341001	Inf	0.801998823592313	0.900626517141281	"family"
"scvi_rf"	0.5	0.59132526895339	0.0496234869836557	Inf	0.491745467483379	0.683934888876135	"family"
"scvi_knn"	0.5	0.863193166195354	0.0242638542616604	Inf	0.808355343693446	0.904199164282542	"family"
