"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"	"key"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat)"	0.427547837498713	0.0114908850593735	Inf	1	-31.6148611517172	0	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	1.4713938882652	0.0346590962901097	Inf	1	16.3959061730927	0	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex seurat"	1.38906182361616	0.0318345725767481	Inf	1	14.3392974014688	0	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf"	0.617035582345166	0.0168615517656507	Inf	1	-17.668742614989	0	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf)"	0.533872038114556	0.0145889197112669	Inf	1	-22.9665812177093	0	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf)"	0.931773760008272	0.0245534496711534	Inf	1	-2.68166053073958	0.235246715723243	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex scvi_rf"	0.630507911282135	0.0169301628127831	Inf	1	-17.1769698741839	0	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	0.816315918755124	0.0219419013543995	Inf	1	-7.55059694382525	2.93243207494243e-12	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	0.707486838975765	0.0193345005234359	Inf	1	-12.6621369739916	0	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	1.04813323346266	0.0277288824444971	Inf	1	1.77697339640285	0.830843574328207	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex scvi_knn"	0.814628750869044	0.0219395613627511	Inf	1	-7.61261615478481	1.84574577843932e-12	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	3.44147194586063	0.0923152422734647	Inf	1	46.0737854840507	0	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / whole cortex seurat"	3.24890386943038	0.0855477031630405	Inf	1	44.7497792587073	0	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf"	1.44319659281875	0.044126455618015	Inf	1	11.9985126812027	0	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf)"	1.24868375253135	0.0381460127118837	Inf	1	7.2699648815323	2.38046249378954e-11	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf)"	2.17934387286213	0.0648320827650005	Inf	1	26.18704805444	0	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / whole cortex scvi_rf"	1.47470728648939	0.0444674112324713	Inf	1	12.8827846990951	0	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	1.90929726958935	0.0577417616906255	Inf	1	21.3850394572451	0	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	1.65475480618679	0.0506191793530702	Inf	1	16.4645491239453	0	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	2.4514993213264	0.0732909152330438	Inf	1	29.9936077624434	0	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / whole cortex scvi_knn"	1.90535111961944	0.0576815040591485	Inf	1	21.2947926485431	0	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex seurat"	0.944044850732584	0.0215946783002228	Inf	1	-2.51726905453022	0.328822686681699	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf"	0.41935445516405	0.0116514670148688	Inf	1	-31.27805931527	0	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf)"	0.362834209365924	0.0100823935239256	Inf	1	-36.4838651638813	0	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf)"	0.633259229523408	0.0169574308344868	Inf	1	-17.061580633361	0	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex scvi_rf"	0.428510622689561	0.0117006725145141	Inf	1	-31.0355609795662	0	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	0.554790885884116	0.0151508526115377	Inf	1	-21.5738900043881	0	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	0.480827631960539	0.0133420688152212	Inf	1	-26.3890345789624	0	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	0.712340347354869	0.0191324342374726	Inf	1	-12.6291020952592	0	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex scvi_knn"	0.553644239904725	0.0151368472455206	Inf	1	-21.6248945414884	0	"global"
"whole cortex seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf"	0.44421030932866	0.0118865704262997	Inf	1	-30.3247802095357	0	"global"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf)"	0.384340012113156	0.0102875826290625	Inf	1	-35.7242869882318	0	"global"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf)"	0.670793584681909	0.0172665832456886	Inf	1	-15.5122599643574	0	"global"
"whole cortex seurat / whole cortex scvi_rf"	0.453909178527942	0.0119268945986804	Inf	1	-30.0601183534069	0	"global"
"whole cortex seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	0.587674288412881	0.0154515381931904	Inf	1	-20.2178782494158	0	"global"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	0.509327106214724	0.0136248366900387	Inf	1	-25.2204918340443	0	"global"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	0.754561975315143	0.01949490319818	Inf	1	-10.9001890909565	1.14908083048704e-13	"global"
"whole cortex seurat / whole cortex scvi_knn"	0.586459678769598	0.0154455976330814	Inf	1	-20.2624083481767	0	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf)"	0.865220829057328	0.0206952259722689	Inf	1	-6.05252929602131	9.37876384332625e-08	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf)"	1.51008108230466	0.0350319523217897	Inf	1	17.7666396184034	0	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf / whole cortex scvi_rf"	1.02183395791498	0.0239478177439088	Inf	1	0.921612270362556	0.998924976676818	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	1.32296409171827	0.0360063929305826	Inf	1	10.2832915297676	1.27342580924505e-13	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	1.14659001720261	0.0317087126461894	Inf	1	4.9464236380069	4.84532563128637e-05	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	1.69865930499344	0.0456101042019233	Inf	1	19.7328303827749	0	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf / whole cortex scvi_knn"	1.32022977957428	0.0360307732911743	Inf	1	10.1792843306645	1.10023101740353e-13	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf)"	1.74531290924874	0.0403496884152781	Inf	1	24.0899964471781	0	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf) / whole cortex scvi_rf"	1.18100942972938	0.0275615972483614	Inf	1	7.12890374937055	6.68316513241507e-11	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	1.52904790001375	0.0416446317669818	Inf	1	15.5915157975688	0	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	1.32519927710459	0.0366468082201115	Inf	1	10.1817019824445	1.10467190950203e-13	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	1.96326677299731	0.0527374010230109	Inf	1	25.113846958379	0	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf) / whole cortex scvi_knn"	1.52588765230339	0.041657692633231	Inf	1	15.478629023398	0	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf) / whole cortex scvi_rf"	0.676674895069526	0.0152944353233065	Inf	1	-17.2798194341236	0	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	0.876088116870642	0.0230144274216161	Inf	1	-5.03581822930093	3.06302036761075e-05	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	0.759290365688646	0.0202935350521026	Inf	1	-10.3031115722078	1.22457599616155e-13	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	1.12487953454856	0.0290867400920921	Inf	1	4.55091450283861	0.000333034644867114	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf) / whole cortex scvi_knn"	0.874277411355533	0.02302261459366	Inf	1	-5.10219071775767	2.16739317194792e-05	"global"
"whole cortex scvi_rf / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	1.29469575900348	0.0346522107552417	Inf	1	9.64984594421125	8.68194405256872e-14	"global"
"whole cortex scvi_rf / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	1.12209034385801	0.0305242124881473	Inf	1	4.23458318039256	0.00137632073300875	"global"
"whole cortex scvi_rf / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	1.6623633339212	0.0438557036686847	Inf	1	19.264997342258	0	"global"
"whole cortex scvi_rf / whole cortex scvi_knn"	1.29201987206235	0.0346690963239032	Inf	1	9.54810751049705	9.52571355128384e-14	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	0.866682644207989	0.0206552696202043	Inf	1	-6.0036514723097	1.26851015136431e-07	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	1.28397990212056	0.0294779196625469	Inf	1	10.8877921320013	1.21680443498917e-13	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn / whole cortex scvi_knn"	0.997933192472035	0.0234486813645814	Inf	1	-0.0880505891227248	1	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	1.4814879595217	0.0348217273260295	Inf	1	16.7221555227888	0	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn) / whole cortex scvi_knn"	1.15144014841094	0.0276546014318193	Inf	1	5.87130361855995	2.83948802137779e-07	"global"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn) / whole cortex scvi_knn"	0.777218701650932	0.0179940555015929	Inf	1	-10.886103401238	1.05249142734465e-13	"global"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat)"	0.675362086752708	0.0149446930223686	Inf	1	-17.7376596655492	0	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	1.30646864968732	0.0267750484993699	Inf	1	13.0440623859157	0	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex seurat"	2.85534398769317	0.0573622606691554	Inf	1	52.2260621067649	0	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf"	1.38261992236434	0.0323591614390601	Inf	1	13.8428021753803	0	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf)"	0.698771360872442	0.0167477909706582	Inf	1	-14.9549153465789	0	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf)"	1.48499028441939	0.0337331878516437	Inf	1	17.406519127324	0	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex scvi_rf"	2.01626475018452	0.0465919535024545	Inf	1	30.3464188067001	0	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	1.77225372929921	0.0409063382104816	Inf	1	24.792632112209	0	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	0.7882502922333	0.0191014122600352	Inf	1	-9.81895811793318	1.21569421196455e-13	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	1.1132737480106	0.0259756352193661	Inf	1	4.5989187688568	0.000265931728159696	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types seurat / whole cortex scvi_knn"	2.31369556739563	0.0528413578090855	Inf	1	36.729457544735	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat)"	1.93447141217109	0.041568017429892	Inf	1	30.7070270688707	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / whole cortex seurat"	4.22787130592762	0.0892315609774952	Inf	1	68.3089727296858	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf"	2.04722762720112	0.0497653941327198	Inf	1	29.4745170755235	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf)"	1.03466181264674	0.0256754924927662	Inf	1	1.37312693959898	0.968659405583747	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf)"	2.19880611237678	0.0520106802656	Inf	1	33.3099142493982	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / whole cortex scvi_rf"	2.98545741570892	0.0717614054640473	Inf	1	45.5029120970093	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	2.62415341942069	0.0630002068650661	Inf	1	40.1851678795612	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	1.16715212135076	0.029275939527291	Inf	1	6.16215402650993	4.72351551206174e-08	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	1.64841019335787	0.039935709998993	Inf	1	20.6305096042116	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x seurat) / whole cortex scvi_knn"	3.42585942086326	0.0814963297656681	Inf	1	51.762332312632	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex seurat"	2.18554344061493	0.0423211178177452	Inf	1	40.3769782904091	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf"	1.0582878683658	0.0241234926151925	Inf	1	2.48531717074032	0.349057495014192	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf)"	0.534855054531679	0.0125051276093383	Inf	1	-26.7642713633507	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf)"	1.13664440763641	0.0251084632445584	Inf	1	5.79812039368001	4.40047128846821e-07	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex scvi_rf"	1.54329363407769	0.0346949850313632	Inf	1	19.3014698702562	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	1.35652220183268	0.0304677866295266	Inf	1	13.5761904633942	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	0.603344207625611	0.0142715032545353	Inf	1	-21.3607610662857	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	0.852124349311438	0.0193566697100879	Inf	1	-7.04456589719058	1.22819088232973e-10	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 seurat) / whole cortex scvi_knn"	1.77095375993092	0.039325723995247	Inf	1	25.7371585032308	0	"subclass"
"whole cortex seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf"	0.484221840984337	0.0108329511346537	Inf	1	-32.4162407292659	0	"subclass"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf)"	0.244724055624898	0.0056279374912882	Inf	1	-61.2088276147223	0	"subclass"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf)"	0.520074040402785	0.0112629611908234	Inf	1	-30.188875607053	0	"subclass"
"whole cortex seurat / whole cortex scvi_rf"	0.706137249618551	0.015560961024789	Inf	1	-15.7893454028316	0	"subclass"
"whole cortex seurat / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	0.62067958779671	0.0136704781864612	Inf	1	-21.6544805332834	0	"subclass"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	0.276061411735588	0.00642652037093593	Inf	1	-55.2908008771929	0	"subclass"
"whole cortex seurat / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	0.389891289038704	0.0086965489562505	Inf	1	-42.2275163436906	0	"subclass"
"whole cortex seurat / whole cortex scvi_knn"	0.810303619237438	0.0176302353070161	Inf	1	-9.66772905874151	8.44879721739744e-14	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf)"	0.505396566019034	0.0102841304815032	Inf	1	-33.536001968403	0	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf)"	1.07404085562429	0.0210781319614832	Inf	1	3.63963130231356	0.0144635906350032	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf / whole cortex scvi_rf"	1.45829285226602	0.0292199301392185	Inf	1	18.828415993744	0	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	1.28180832680942	0.0289989264181422	Inf	1	10.9740927105609	1.01252339845814e-13	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	0.570113506599381	0.0135720203224688	Inf	1	-23.6043022367009	0	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	0.805191455730547	0.0184248640957724	Inf	1	-9.46899885355896	1.05360165036927e-13	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_rf / whole cortex scvi_knn"	1.67341402360173	0.0374484957006261	Inf	1	23.0071660528551	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf)"	2.1251447434327	0.0421486605735118	Inf	1	38.0087744220489	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf) / whole cortex scvi_rf"	2.88544274005039	0.0584566639216062	Inf	1	52.3061187448802	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	2.53624265179741	0.0588827494185686	Inf	1	40.087118151371	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	1.12805180116303	0.0274386455943801	Inf	1	4.95364473458824	4.67055690556162e-05	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	1.5931874291766	0.0373569069036424	Inf	1	19.8626141338761	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_rf) / whole cortex scvi_knn"	3.31109100479862	0.076134954497426	Inf	1	52.0693233987688	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf) / whole cortex scvi_rf"	1.35776292366307	0.0264155454253263	Inf	1	15.7201406517095	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf) / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	1.19344466283302	0.0261618645921432	Inf	1	8.06721129695451	2.00839345154691e-13	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf) / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	0.530811750422661	0.0122839093272769	Inf	1	-27.3681990312862	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	0.749684196382388	0.0166304368016889	Inf	1	-12.9874183700351	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_rf) / whole cortex scvi_knn"	1.55805434666548	0.0337545382335681	Inf	1	20.4683658365904	0	"subclass"
"whole cortex scvi_rf / An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn"	0.878978680323118	0.0196080304111381	Inf	1	-5.78250505502563	4.82831319814636e-07	"subclass"
"whole cortex scvi_rf / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	0.390945828002579	0.00919919247681321	Inf	1	-39.9133899205984	0	"subclass"
"whole cortex scvi_rf / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	0.552146610661482	0.0124676873643785	Inf	1	-26.3034249941182	0	"subclass"
"whole cortex scvi_rf / whole cortex scvi_knn"	1.14751575515264	0.0253032348374286	Inf	1	6.24020889805047	2.87755016481483e-08	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn / (Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn)"	0.444772821860554	0.00923116749792707	Inf	1	-39.0363647916158	0	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	0.628168376573718	0.0124935897413397	Inf	1	-23.3771901341648	0	"subclass"
"An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types scvi_knn / whole cortex scvi_knn"	1.30551033926193	0.0251276055544552	Inf	1	13.8509521075038	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn) / (Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4 scvi_knn)"	1.4123353444709	0.0298482767989647	Inf	1	16.3359903212565	0	"subclass"
"(Single-cell RNA-seq for all cortical  hippocampal regions 10x scvi_knn) / whole cortex scvi_knn"	2.9352295713591	0.0604043711504733	Inf	1	52.3242453602275	0	"subclass"
