"cutoff"	"method"	"fit"	"se"	"lower"	"upper"
0	"seurat"	0.933550865718854	0.0137242477849704	0.901047185800062	0.955900394172176
0.05	"seurat"	0.93156514456355	0.0140977952547021	0.898214380820469	0.954541345948682
0.1	"seurat"	0.929524563135191	0.0144810935791439	0.895305897656787	0.953144375650814
0.15	"seurat"	0.927427876016563	0.0148743366113651	0.892320160159801	0.951708612846759
0.2	"seurat"	0.925273825839095	0.0152777165257776	0.889255591239604	0.95023317597211
0.25	"seurat"	0.923061144248257	0.0156914233022752	0.88611061534902	0.948717172645854
0.5	"seurat"	0.911073242507127	0.0179212836157465	0.869124942186934	0.940496715297898
0.75	"seurat"	0.897425060371773	0.0204354888146056	0.849898748453896	0.931122725010679
0	"scvi"	0.883954281315252	0.0226920176055029	0.831574013465797	0.921580557396497
0.05	"scvi"	0.853246778236781	0.0276820555033445	0.790340124855933	0.899674757449604
0.1	"scvi"	0.81610404172359	0.0331608525026543	0.742132057474125	0.872501946996666
0.15	"scvi"	0.772071818948747	0.0388674358499786	0.687215221616855	0.839290945468698
0.2	"scvi"	0.721099549152324	0.0444065640308194	0.626477468770064	0.799425900299878
0.25	"scvi"	0.66369351866709	0.049275220108038	0.561459253957816	0.752596513107653
0.5	"scvi"	0.338311924574433	0.049461708215575	0.249008260457954	0.440842556123467
0.75	"scvi"	0.116969197220339	0.0229072682932539	0.0789893877502134	0.169842928758142
