"cutoff"	"method"	"fit"	"se"	"lower"	"upper"
0	"seurat"	0.311253797457123	0.0485427389398435	0.224747957401777	0.413304875152929
0.05	"seurat"	0.30705300005348	0.0480627301928492	0.221525231061955	0.408283414307408
0.1	"seurat"	0.302883965676211	0.0476051617747994	0.218294805389181	0.403338696835812
0.15	"seurat"	0.298747132647691	0.047169830978585	0.215057784462757	0.398471309429987
0.2	"seurat"	0.29464292018602	0.0467564722134131	0.211815352647322	0.393681670161837
0.25	"seurat"	0.29057172840579	0.0463647586400326	0.208568771259185	0.38897003122273
0.5	"seurat"	0.270723750862234	0.0447154395345587	0.192322571422754	0.366579610589523
0.75	"seurat"	0.251750415808759	0.0435277658183176	0.176196907862095	0.346090775375206
0	"scvi"	0.308097360235643	0.0482481559721431	0.222221573385394	0.409679102758992
0.05	"scvi"	0.278636313581025	0.0453866528638398	0.198779350337152	0.375537931264214
0.1	"scvi"	0.250970558848528	0.0423726218433431	0.17721068645536	0.342646081457102
0.15	"scvi"	0.225194200609315	0.0392810342434411	0.157489460210681	0.311252358693801
0.2	"scvi"	0.201353573599733	0.0361792345281566	0.139560837635531	0.281553352158423
0.25	"scvi"	0.179452314395573	0.0331249642901549	0.123347479036835	0.253691568760894
0.5	"scvi"	0.0969926395527383	0.0198591465834891	0.0644265755885062	0.143495265667947
0.75	"scvi"	0.050109852054291	0.0110242788738568	0.0324141785596274	0.0767002318221819
