"cutoff"	"method"	"fit"	"se"	"lower"	"upper"
0	"seurat"	0.601750128086528	0.15345889369413	0.301017514286713	0.841306658691578
0.05	"seurat"	0.568648959185431	0.157049143712702	0.27314858774399	0.822209344034957
0.1	"seurat"	0.534922908782024	0.159268886598083	0.246940697910645	0.801362951283107
0.15	"seurat"	0.500874464326896	0.160037548845099	0.222470670895266	0.778737081565187
0.2	"seurat"	0.466817907806759	0.15932677953638	0.199775649715212	0.754331648456177
0.25	"seurat"	0.433067820136364	0.157162648660446	0.178857256611521	0.728181989809198
0.5	"seurat"	0.278592636991465	0.128708402179096	0.0991434139996553	0.575388775589609
0.75	"seurat"	0.163343076558697	0.0876295448132233	0.0526269278548333	0.406933283973269
0	"scvi"	0.627627513934592	0.149668904395487	0.324479839543329	0.855371067476182
0.05	"scvi"	0.555794223792299	0.158083132469825	0.262887463181862	0.814456996872031
0.1	"scvi"	0.481550435012406	0.15984085883105	0.209354881264854	0.765155385074474
0.15	"scvi"	0.408112485637607	0.154642092229478	0.164286877866694	0.70746911050408
0.2	"scvi"	0.338560489576248	0.143357743100772	0.127352479629939	0.642249610712259
0.25	"scvi"	0.2753476081488	0.127734680410946	0.0977459983058427	0.571312545570167
0.5	"scvi"	0.0789014300844765	0.0465541105125402	0.0238225440311239	0.231168779394815
0.75	"scvi"	0.0189452011982554	0.0119247896492701	0.00546059504436395	0.0635997565475224
