"cutoff"	"method"	"fit"	"se"	"lower"	"upper"
0	"seurat"	0.493114438794107	0.0173943368550141	0.459078036431457	0.527214787271902
0.05	"seurat"	0.476853849969381	0.015648531700215	0.446282871441984	0.507599245918755
0.1	"seurat"	0.460642178671302	0.0141161228014505	0.433100897869959	0.488425894194235
0.15	"seurat"	0.44451334945347	0.01288395606793	0.419404327606665	0.469908952966363
0.2	"seurat"	0.428500592650963	0.0120425898488688	0.405057368373671	0.452269193429568
0.25	"seurat"	0.412636174891095	0.0116618356708322	0.389963765465923	0.43568532254158
0.5	"seurat"	0.336571085691101	0.0154990583970252	0.306874377953421	0.367617396305146
0.75	"seurat"	0.268126950037217	0.0218088840641129	0.22755737363878	0.312998586049498
0	"scvi"	0.232936067845396	0.0128519297864396	0.208679607074027	0.259088898586299
0.05	"scvi"	0.219770680126511	0.0112682919402819	0.198465593449899	0.242670416670569
0.1	"scvi"	0.207148444535456	0.00992753617284255	0.188349114489944	0.227298685087148
0.15	"scvi"	0.195069903198778	0.00885360063477446	0.178285629665283	0.213024656305096
0.2	"scvi"	0.183532614591355	0.00806327755815452	0.168240478210087	0.199880697317604
0.25	"scvi"	0.172531431188785	0.0075570519421223	0.158207235036897	0.187863115657333
0.5	"scvi"	0.125233470877544	0.00789288308022096	0.110552586058845	0.141553643454392
0.75	"scvi"	0.0894993837834044	0.00905248547461097	0.0732587657357941	0.108917218851192
