"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"	"key"
"subsample_ref500 / subsample_ref100"	1.01790108360551	0.00951353606812754	Inf	1	1.89838565558797	0.139111870538135	"class"
"subsample_ref500 / subsample_ref50"	1.10196209000215	0.0102847317698285	Inf	1	10.4029979780283	2.4980018054066e-14	"class"
"subsample_ref100 / subsample_ref50"	1.08258268681558	0.0100806657831901	Inf	1	8.52150691097818	2.78665979180914e-14	"class"
"subsample_ref500 / subsample_ref100"	0.999246964201521	0.0106333793026934	Inf	1	-0.0707914365129928	0.997240897819273	"family"
"subsample_ref500 / subsample_ref50"	1.10810758997697	0.0116879479574296	Inf	1	9.73236102179281	3.41948691584548e-14	"family"
"subsample_ref100 / subsample_ref50"	1.10894266350105	0.0116472382607555	Inf	1	9.84546190575313	2.96429547574917e-14	"family"
"subsample_ref500 / subsample_ref100"	1.04907330213839	0.0163840553396863	Inf	1	3.06750488761451	0.00611416012674892	"global"
"subsample_ref500 / subsample_ref50"	1.25298638675234	0.0195254108465	Inf	1	14.4727189418412	0	"global"
"subsample_ref100 / subsample_ref50"	1.19437448670012	0.0186198286328101	Inf	1	11.3936552987299	0	"global"
"subsample_ref500 / subsample_ref100"	1.01220634177832	0.00983475970207321	Inf	1	1.24868713248914	0.424490566179521	"subclass"
"subsample_ref500 / subsample_ref50"	1.0911381907192	0.0105681389278222	Inf	1	9.00542290135258	1.96509475358653e-14	"subclass"
"subsample_ref100 / subsample_ref50"	1.07797999842819	0.0104156582288619	Inf	1	7.77141011239456	4.08562073062058e-14	"subclass"
