"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"	"key"
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Dorsolateral prefrontal cortex DFC scvi"	0.635489329181727	0.00482468451213484	Inf	1	-59.7148743424302	0	"class"
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Primary auditory cortexA1 scvi"	0.395537602504995	0.00327978414850663	Inf	1	-111.856401471993	0	"class"
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Primary somatosensory cortex S1 scvi"	0.374676189825448	0.00315064143669439	Inf	1	-116.7435409927	0	"class"
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Primary visual cortexV1 scvi"	0.463914024391886	0.00375105173733253	Inf	1	-94.98988327944	0	"class"
"Dissection Dorsolateral prefrontal cortex DFC seurat / (Human Multiple Cortical Areas SMART-seq scvi)"	1.03629192746617	0.00766599397121378	Inf	1	4.81902991148816	0.000257726766284105	"class"
"Dissection Dorsolateral prefrontal cortex DFC seurat / whole cortex scvi"	0.33420418201306	0.0028692432694637	Inf	1	-127.660432255987	0	"class"
"Dissection Dorsolateral prefrontal cortex DFC seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.326050986160257	0.00280033559729615	Inf	1	-130.486443506518	0	"class"
"Dissection Dorsolateral prefrontal cortex DFC seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.327623876970589	0.00282482003586252	Inf	1	-129.421304930683	0	"class"
"Dissection Primary auditory cortexA1 seurat / Dissection Primary somatosensory cortex S1 seurat"	0.998426431996244	0.0090846155957341	Inf	1	-0.173076040384397	1	"class"
"Dissection Primary auditory cortexA1 seurat / Dissection Primary visual cortexV1 seurat"	0.91821007987896	0.00840753640312715	Inf	1	-9.31902139164927	2.04281036531029e-13	"class"
"Dissection Primary auditory cortexA1 seurat / (Human Multiple Cortical Areas SMART-seq seurat)"	2.71619843114891	0.0219589845837716	Inf	1	123.599332295499	0	"class"
"Dissection Primary auditory cortexA1 seurat / whole cortex seurat"	0.93043225513497	0.0085005320135037	Inf	1	-7.89241869932412	8.47877323906232e-13	"class"
"Dissection Primary auditory cortexA1 seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat)"	0.883478250474743	0.00821285416139979	Inf	1	-13.3270219870738	0	"class"
"Dissection Primary auditory cortexA1 seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	0.944008493540596	0.00863912426196365	Inf	1	-6.29622595587305	5.77402811119399e-08	"class"
"Dissection Primary auditory cortexA1 seurat / Dissection Angular gyrus AnG scvi"	0.730832934867848	0.00673072865221087	Inf	1	-34.047958140614	0	"class"
"Dissection Primary auditory cortexA1 seurat / Dissection Anterior cingulate cortex ACC scvi"	0.748119349118645	0.00685510085996286	Inf	1	-31.6696749238576	0	"class"
"Dissection Primary auditory cortexA1 seurat / Dissection Dorsolateral prefrontal cortex DFC scvi"	1.25486711608646	0.0107223804957701	Inf	1	26.5698539762721	0	"class"
"Dissection Primary auditory cortexA1 seurat / Dissection Primary auditory cortexA1 scvi"	0.78104715180396	0.00715131686866365	Inf	1	-26.989739955128	0	"class"
"Dissection Primary auditory cortexA1 seurat / Dissection Primary somatosensory cortex S1 scvi"	0.739853225227127	0.00685226935240835	Inf	1	-32.5323367748366	0	"class"
"Dissection Primary auditory cortexA1 seurat / Dissection Primary visual cortexV1 scvi"	0.916066450164164	0.00822088051013449	Inf	1	-9.76881042097748	2.1582735598713e-13	"class"
"Dissection Primary auditory cortexA1 seurat / (Human Multiple Cortical Areas SMART-seq scvi)"	2.04631077616614	0.0171391533525281	Inf	1	85.4906524207369	0	"class"
"Dissection Primary auditory cortexA1 seurat / whole cortex scvi"	0.65993529522639	0.00621563701762194	Inf	1	-44.1270955826603	0	"class"
"Dissection Primary auditory cortexA1 seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.643835611255507	0.00606534845161536	Inf	1	-46.7390208051715	0	"class"
"Dissection Primary auditory cortexA1 seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.646941515421704	0.00611492967846814	Inf	1	-46.0745495038955	0	"class"
"Dissection Primary somatosensory cortex S1 seurat / Dissection Primary visual cortexV1 seurat"	0.91965722305959	0.00841139058572268	Inf	1	-9.15725066171685	2.40807374041196e-13	"class"
"Dissection Primary somatosensory cortex S1 seurat / (Human Multiple Cortical Areas SMART-seq seurat)"	2.72047929031503	0.0219616359084989	Inf	1	123.97426364278	0	"class"
"Dissection Primary somatosensory cortex S1 seurat / whole cortex seurat"	0.931898661050742	0.00850419289275548	Inf	1	-7.72888555731866	2.17803552970963e-12	"class"
"Dissection Primary somatosensory cortex S1 seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat)"	0.884870654624322	0.00821692751465832	Inf	1	-13.1718199994702	0	"class"
"Dissection Primary somatosensory cortex S1 seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	0.945496296260061	0.00864278781412491	Inf	1	-6.1311965988349	1.64878290354054e-07	"class"
"Dissection Primary somatosensory cortex S1 seurat / Dissection Angular gyrus AnG scvi"	0.731984762669622	0.00672988987231766	Inf	1	-33.9345837505983	0	"class"
"Dissection Primary somatosensory cortex S1 seurat / Dissection Anterior cingulate cortex ACC scvi"	0.749298421139415	0.00685420685971395	Inf	1	-31.5515679232864	0	"class"
"Dissection Primary somatosensory cortex S1 seurat / Dissection Dorsolateral prefrontal cortex DFC scvi"	1.25684484692327	0.0107187940519276	Inf	1	26.8052893620754	0	"class"
"Dissection Primary somatosensory cortex S1 seurat / Dissection Primary auditory cortexA1 scvi"	0.782278119623038	0.00715029935021589	Inf	1	-26.8638321754767	0	"class"
"Dissection Primary somatosensory cortex S1 seurat / Dissection Primary somatosensory cortex S1 scvi"	0.741019269439684	0.00685165705696702	Inf	1	-32.4162028176103	0	"class"
"Dissection Primary somatosensory cortex S1 seurat / Dissection Primary visual cortexV1 scvi"	0.917510214881421	0.00821911831903512	Inf	1	-9.61050661469918	1.51434420558871e-13	"class"
"Dissection Primary somatosensory cortex S1 seurat / (Human Multiple Cortical Areas SMART-seq scvi)"	2.04953586021833	0.0171312508105718	Inf	1	85.8532939002219	0	"class"
"Dissection Primary somatosensory cortex S1 seurat / whole cortex scvi"	0.660975384943407	0.00621536748293052	Inf	1	-44.0310852007106	0	"class"
"Dissection Primary somatosensory cortex S1 seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.644850327097439	0.0060651412250795	Inf	1	-46.6468484963205	0	"class"
"Dissection Primary somatosensory cortex S1 seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.647961126317755	0.00611478758468068	Inf	1	-45.981361127054	0	"class"
"Dissection Primary visual cortexV1 seurat / (Human Multiple Cortical Areas SMART-seq seurat)"	2.95814486321797	0.0240884394897569	Inf	1	133.188059184613	0	"class"
"Dissection Primary visual cortexV1 seurat / whole cortex seurat"	1.01331087027232	0.00930414400612565	Inf	1	1.44011844874329	0.997053971884364	"class"
"Dissection Primary visual cortexV1 seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat)"	0.962174419378193	0.00898769878431893	Inf	1	-4.12797532413667	0.00580280777778885	"class"
"Dissection Primary visual cortexV1 seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.02809641739616	0.00945580446653308	Inf	1	3.01269726026902	0.224513958265312	"class"
"Dissection Primary visual cortexV1 seurat / Dissection Angular gyrus AnG scvi"	0.7959321628926	0.00736690703793485	Inf	1	-24.6595492476688	0	"class"
"Dissection Primary visual cortexV1 seurat / Dissection Anterior cingulate cortex ACC scvi"	0.81475837121856	0.00750354299769183	Inf	1	-22.2447454188921	0	"class"
"Dissection Primary visual cortexV1 seurat / Dissection Dorsolateral prefrontal cortex DFC scvi"	1.36664489269371	0.0117491039621643	Inf	1	36.333280860809	0	"class"
"Dissection Primary visual cortexV1 seurat / Dissection Primary auditory cortexA1 scvi"	0.85061923073957	0.00782802296815033	Inf	1	-17.5807187981246	0	"class"
"Dissection Primary visual cortexV1 seurat / Dissection Primary somatosensory cortex S1 scvi"	0.805755939125233	0.00749977391229833	Inf	1	-23.20371885473	0	"class"
"Dissection Primary visual cortexV1 seurat / Dissection Primary visual cortexV1 scvi"	0.997665425634318	0.00900192502394045	Inf	1	-0.259038718674357	1	"class"
"Dissection Primary visual cortexV1 seurat / (Human Multiple Cortical Areas SMART-seq scvi)"	2.22858670472871	0.018792631648922	Inf	1	95.0328435415497	0	"class"
"Dissection Primary visual cortexV1 seurat / whole cortex scvi"	0.71871928841533	0.00680098648538558	Inf	1	-34.9040218843724	0	"class"
"Dissection Primary visual cortexV1 seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.7011855188307	0.00663634744261516	Inf	1	-37.5068945095349	0	"class"
"Dissection Primary visual cortexV1 seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.704568082618941	0.00669055340148398	Inf	1	-36.8756978671754	0	"class"
"(Human Multiple Cortical Areas SMART-seq seurat) / whole cortex seurat"	0.342549441331285	0.0027810950501078	Inf	1	-131.957615382892	0	"class"
"(Human Multiple Cortical Areas SMART-seq seurat) / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat)"	0.325262779163394	0.00269965043192461	Inf	1	-135.317423742199	0	"class"
"(Human Multiple Cortical Areas SMART-seq seurat) / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	0.347547691182966	0.00282692135275962	Inf	1	-129.931790523958	0	"class"
"(Human Multiple Cortical Areas SMART-seq seurat) / Dissection Angular gyrus AnG scvi"	0.269064633307633	0.00221167044289693	Inf	1	-159.711423266613	0	"class"
"(Human Multiple Cortical Areas SMART-seq seurat) / Dissection Anterior cingulate cortex ACC scvi"	0.275428827488941	0.00224887652551989	Inf	1	-157.921119132227	0	"class"
"(Human Multiple Cortical Areas SMART-seq seurat) / Dissection Dorsolateral prefrontal cortex DFC scvi"	0.461993903573413	0.00343723059383167	Inf	1	-103.790926519318	0	"class"
"(Human Multiple Cortical Areas SMART-seq seurat) / Dissection Primary auditory cortexA1 scvi"	0.28755158049097	0.00234541102192775	Inf	1	-152.805106940692	0	"class"
"(Human Multiple Cortical Areas SMART-seq seurat) / Dissection Primary somatosensory cortex S1 scvi"	0.272385557970513	0.00225454887255675	Inf	1	-157.125634088838	0	"class"
"(Human Multiple Cortical Areas SMART-seq seurat) / Dissection Primary visual cortexV1 scvi"	0.337260503378129	0.00267880297783766	Inf	1	-136.840343543135	0	"class"
"(Human Multiple Cortical Areas SMART-seq seurat) / (Human Multiple Cortical Areas SMART-seq scvi)"	0.753373079337425	0.00544330358148948	Inf	1	-39.1951822083703	0	"class"
"(Human Multiple Cortical Areas SMART-seq seurat) / whole cortex scvi"	0.242962843825533	0.00205522458016114	Inf	1	-167.259186223142	0	"class"
"(Human Multiple Cortical Areas SMART-seq seurat) / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.237035558180179	0.00200597863914269	Inf	1	-170.103197064533	0	"class"
"(Human Multiple Cortical Areas SMART-seq seurat) / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.238179032872815	0.00202348588643453	Inf	1	-168.878486919003	0	"class"
"whole cortex seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat)"	0.949535278467516	0.00885092527416095	Inf	1	-5.5552836448543	5.18049792308517e-06	"class"
"whole cortex seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.01459132390424	0.00931097229365109	Inf	1	1.57848856025525	0.991002461734805	"class"
"whole cortex seurat / Dissection Angular gyrus AnG scvi"	0.785476783327801	0.00724904908503015	Inf	1	-26.16407488924	0	"class"
"whole cortex seurat / Dissection Anterior cingulate cortex ACC scvi"	0.804055690234129	0.00738367019885535	Inf	1	-23.7488788306632	0	"class"
"whole cortex seurat / Dissection Dorsolateral prefrontal cortex DFC scvi"	1.34869262018913	0.0115551718182567	Inf	1	34.9144183153884	0	"class"
"whole cortex seurat / Dissection Primary auditory cortexA1 scvi"	0.839445480843375	0.00770288301139091	Inf	1	-19.0726639333414	0	"class"
"whole cortex seurat / Dissection Primary somatosensory cortex S1 scvi"	0.79517151425474	0.00738026388096894	Inf	1	-24.6944124835045	0	"class"
"whole cortex seurat / Dissection Primary visual cortexV1 scvi"	0.984560074211183	0.00885664429455499	Inf	1	-1.72978742146217	0.975272722780246	"class"
"whole cortex seurat / (Human Multiple Cortical Areas SMART-seq scvi)"	2.1993119486913	0.018478382076552	Inf	1	93.8056017457856	0	"class"
"whole cortex seurat / whole cortex scvi"	0.709278178593087	0.00669336047840539	Inf	1	-36.4006029055655	0	"class"
"whole cortex seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.691974732928956	0.00653144008958161	Inf	1	-39.0096414149046	0	"class"
"whole cortex seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.695312863296917	0.00658471503835193	Inf	1	-38.3725163964483	0	"class"
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.06851356333144	0.00997532195111202	Inf	1	7.0983954404345	2.397886333938e-10	"class"
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Angular gyrus AnG scvi"	0.827222327742794	0.00777058726190609	Inf	1	-20.19268316597	0	"class"
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Anterior cingulate cortex ACC scvi"	0.846788643315937	0.00791603238873929	Inf	1	-17.7897789671686	0	"class"
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Dorsolateral prefrontal cortex DFC scvi"	1.4203712603136	0.0124231186623274	Inf	1	40.121507735803	0	"class"
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Primary auditory cortexA1 scvi"	0.884059286557716	0.00825847357108628	Inf	1	-13.1917410271844	0	"class"
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Primary somatosensory cortex S1 scvi"	0.837432302186909	0.00790921744944419	Inf	1	-18.7847822747322	0	"class"
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Primary visual cortexV1 scvi"	1.03688625008246	0.00950213932333569	Inf	1	3.95261876498948	0.0116403370949019	"class"
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / (Human Multiple Cortical Areas SMART-seq scvi)"	2.3161982483061	0.0198797435706947	Inf	1	97.8603068660982	0	"class"
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / whole cortex scvi"	0.746974014212313	0.00716903490566685	Inf	1	-30.3961284205831	0	"class"
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.728750946511176	0.00699515833803197	Inf	1	-32.9647631017785	0	"class"
"(Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat) / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.732266487685538	0.00705153365095301	Inf	1	-32.3592200697854	0	"class"
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Angular gyrus AnG scvi"	0.77418046539686	0.00715900639502871	Inf	1	-27.6786596695063	0	"class"
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Anterior cingulate cortex ACC scvi"	0.792492180142098	0.00729192905955205	Inf	1	-25.2761645775164	0	"class"
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Dorsolateral prefrontal cortex DFC scvi"	1.3292964254802	0.0114149986339544	Inf	1	33.1479636815368	0	"class"
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Primary auditory cortexA1 scvi"	0.827373013217886	0.00760704126554787	Inf	1	-20.610758402796	0	"class"
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Primary somatosensory cortex S1 scvi"	0.783735771753742	0.00728823992207512	Inf	1	-26.2043173069871	0	"class"
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / Dissection Primary visual cortexV1 scvi"	0.970400644096291	0.00874661279981604	Inf	1	-3.33350845683802	0.0959227810794376	"class"
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / (Human Multiple Cortical Areas SMART-seq scvi)"	2.16768258990049	0.0182506802850879	Inf	1	91.8895292990595	0	"class"
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / whole cortex scvi"	0.699077709302421	0.00660971509944734	Inf	1	-37.8632334153004	0	"class"
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.682023112780202	0.00644951447874333	Inf	1	-40.468876712833	0	"class"
"(Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat) / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.685313235896095	0.00650201999178436	Inf	1	-39.8284938021047	0	"class"
"Dissection Angular gyrus AnG scvi / Dissection Anterior cingulate cortex ACC scvi"	1.02365303125525	0.00882935397040498	Inf	1	2.71034375647798	0.420228662704099	"class"
"Dissection Angular gyrus AnG scvi / Dissection Dorsolateral prefrontal cortex DFC scvi"	1.7170368988822	0.0138026706388338	Inf	1	67.2500485928534	0	"class"
"Dissection Angular gyrus AnG scvi / Dissection Primary auditory cortexA1 scvi"	1.06870820202594	0.00919406372179082	Inf	1	7.72415080391112	2.25564011913093e-12	"class"
"Dissection Angular gyrus AnG scvi / Dissection Primary somatosensory cortex S1 scvi"	1.01234247928483	0.00881802917139424	Inf	1	1.40828931177495	0.997787442404305	"class"
"Dissection Angular gyrus AnG scvi / Dissection Primary visual cortexV1 scvi"	1.25345534726047	0.010561706712956	Inf	1	26.8101173354901	0	"class"
"Dissection Angular gyrus AnG scvi / (Human Multiple Cortical Areas SMART-seq scvi)"	2.79997066160703	0.0219764818784447	Inf	1	131.179996799967	0	"class"
"Dissection Angular gyrus AnG scvi / whole cortex scvi"	0.90299063403009	0.00799616435756549	Inf	1	-11.5235201967867	0	"class"
"Dissection Angular gyrus AnG scvi / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.88096140792003	0.0078032343766175	Inf	1	-14.3087249021766	0	"class"
"Dissection Angular gyrus AnG scvi / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.885211222095084	0.00787346807762444	Inf	1	-13.7084334638178	0	"class"
