"effect"	"component"	"group"	"term"	"estimate"	"std.error"	"statistic"	"p.value"	"FDR"	"formula"	"key"	"LogLik"	"AIC"	"BIC"
"fixed"	"cond"	NA	"methodscvi"	0.26075840478535	0.00926152537290826	28.1550170502278	2.08035627540855e-174	7.72703759437462e-174	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"class"	261951.215282611	-523842.430565223	-523523.389152134
"fixed"	"cond"	NA	"cutoff"	-0.700940820644257	0.00890424058392579	-78.7198879048278	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"class"	261951.215282611	-523842.430565223	-523523.389152134
"fixed"	"cond"	NA	"subsample_ref100"	0.0285029904448872	0.0042614729218583	6.68853022594308	2.25423091643288e-11	4.50846183286577e-11	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"class"	261951.215282611	-523842.430565223	-523523.389152134
"fixed"	"cond"	NA	"subsample_ref50"	-0.139753224630689	0.00374555847366332	-37.3117188300105	1.05957874311962e-304	4.59150788685169e-304	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"class"	261951.215282611	-523842.430565223	-523523.389152134
"fixed"	"cond"	NA	"disease_statedisease"	0.141091912997037	0.00356461111995256	39.5812918293637	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"class"	261951.215282611	-523842.430565223	-523523.389152134
"fixed"	"cond"	NA	"sexmale"	-0.00883451170334499	0.00286940345752259	-3.07886703077043	0.00207789401427344	0.00270126221855547	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"class"	261951.215282611	-523842.430565223	-523523.389152134
"fixed"	"cond"	NA	"methodscvi:cutoff"	-1.98319844577126	0.0117442908547355	-168.864895318187	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"class"	261951.215282611	-523842.430565223	-523523.389152134
"fixed"	"cond"	NA	"referenceDissection Anterior cingulate cortex ACC:methodscvi"	0.00327030424404382	0.0126011749465587	0.259523755357186	0.795231155604205	0.795231155604205	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"class"	261951.215282611	-523842.430565223	-523523.389152134
"fixed"	"cond"	NA	"referenceDissection Dorsolateral prefrontal cortex DFC:methodscvi"	0.192601574925047	0.0115507623260925	16.6743604870105	2.01354822181103e-62	5.81691708523186e-62	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"class"	261951.215282611	-523842.430565223	-523523.389152134
"fixed"	"cond"	NA	"referenceDissection Primary auditory cortexA1:methodscvi"	-0.0136386474491147	0.012568229079708	-1.08516859158263	0.277846992331473	0.301000908359096	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"class"	261951.215282611	-523842.430565223	-523523.389152134
"fixed"	"cond"	NA	"referenceDissection Primary somatosensory cortex S1:methodscvi"	0.038970244596867	0.012634800300866	3.08435777921998	0.00203992115527133	0.00270126221855547	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"class"	261951.215282611	-523842.430565223	-523523.389152134
"fixed"	"cond"	NA	"referenceDissection Primary visual cortexV1:methodscvi"	-0.258421101052165	0.0124825879645836	-20.7025259333541	3.28684126201132e-95	1.06822341015368e-94	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"class"	261951.215282611	-523842.430565223	-523523.389152134
"fixed"	"cond"	NA	"referenceHuman Multiple Cortical Areas SMART-seq:methodscvi"	0.0224363118079116	0.011279897321156	1.98905284056365	0.0466953708805197	0.0527860714301527	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"class"	261951.215282611	-523842.430565223	-523523.389152134
"fixed"	"cond"	NA	"referencewhole cortex:methodscvi"	0.0827490711693253	0.0127611300978025	6.48446262479329	8.90485949270424e-11	1.65375962007364e-10	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"class"	261951.215282611	-523842.430565223	-523523.389152134
"fixed"	"cond"	NA	"referenceWhole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD:methodscvi"	0.0556648377182788	0.0128767534047518	4.32289382024954	1.53995858237263e-05	2.35523077304049e-05	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"class"	261951.215282611	-523842.430565223	-523523.389152134
"fixed"	"cond"	NA	"referenceWhole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD:methodscvi"	0.117120861774165	0.0127989377063495	9.15082676869829	5.64994654585518e-20	1.3354419108385e-19	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"class"	261951.215282611	-523842.430565223	-523523.389152134
"ran_pars"	"cond"	"study"	"sd__(Intercept)"	0.477497078529353	NA	NA	NA	NA	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"class"	261951.215282611	-523842.430565223	-523523.389152134
"fixed"	"cond"	NA	"(Intercept)"	3.02160865982786	0.0753965727432304	40.0762070461507	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"family"	45544.7247644376	-91029.4495288753	-90713.0480864474
"fixed"	"cond"	NA	"referenceDissection Anterior cingulate cortex ACC"	-0.0463782824631697	0.0150633786832486	-3.07887648836348	0.00207782805376627	0.00234884910425753	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"family"	45544.7247644376	-91029.4495288753	-90713.0480864474
"fixed"	"cond"	NA	"referenceDissection Dorsolateral prefrontal cortex DFC"	-1.56773766045968	0.012762966423283	-122.834896564462	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"family"	45544.7247644376	-91029.4495288753	-90713.0480864474
"fixed"	"cond"	NA	"referenceDissection Primary auditory cortexA1"	-0.00170318870635714	0.0153312356165889	-0.111092722657934	0.911542819499059	0.911542819499059	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"family"	45544.7247644376	-91029.4495288753	-90713.0480864474
"fixed"	"cond"	NA	"referenceDissection Primary somatosensory cortex S1"	-0.0397571135698578	0.015219810925148	-2.61219497176316	0.00899629320143707	0.00974598430155682	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"family"	45544.7247644376	-91029.4495288753	-90713.0480864474
"fixed"	"cond"	NA	"referenceDissection Primary visual cortexV1"	0.0635761262135521	0.015546860270315	4.08932254539803	4.32634903981395e-05	5.62425375175813e-05	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"family"	45544.7247644376	-91029.4495288753	-90713.0480864474
"fixed"	"cond"	NA	"referenceHuman Multiple Cortical Areas SMART-seq"	-0.183082257299394	0.0143631007946388	-12.7467083826169	3.25188232824591e-37	9.39432672604374e-37	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"family"	45544.7247644376	-91029.4495288753	-90713.0480864474
"fixed"	"cond"	NA	"referencewhole cortex"	-0.122235763309432	0.0148618433704079	-8.224804976267	1.95508712297351e-16	3.38881767982075e-16	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"family"	45544.7247644376	-91029.4495288753	-90713.0480864474
"fixed"	"cond"	NA	"referenceWhole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	0.0717957809056614	0.015426899943789	4.65393443707185	3.25660391218975e-06	4.98068833629021e-06	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"family"	45544.7247644376	-91029.4495288753	-90713.0480864474
"fixed"	"cond"	NA	"referenceWhole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	0.0025129701755555	0.0152249670781652	0.165055869260924	0.868900007734136	0.903656008043502	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"family"	45544.7247644376	-91029.4495288753	-90713.0480864474
"fixed"	"cond"	NA	"methodscvi"	0.183923200130506	0.0146858975934029	12.5237969937314	5.53238327735767e-36	1.43841965211299e-35	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"family"	45544.7247644376	-91029.4495288753	-90713.0480864474
"fixed"	"cond"	NA	"cutoff"	-1.24891094129898	0.0121348562251232	-102.919302720152	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"family"	45544.7247644376	-91029.4495288753	-90713.0480864474
"fixed"	"cond"	NA	"subsample_ref100"	0.168089223972266	0.00638640857601109	26.3198356277503	1.13713029327724e-152	4.22362680360118e-152	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"family"	45544.7247644376	-91029.4495288753	-90713.0480864474
"fixed"	"cond"	NA	"subsample_ref50"	0.027261405915056	0.00581041022123484	4.69182121004571	2.7078371885469e-06	4.40023543138871e-06	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"family"	45544.7247644376	-91029.4495288753	-90713.0480864474
"fixed"	"cond"	NA	"disease_statedisease"	0.0519941310848508	0.00508906898095751	10.2168257650672	1.66710702585229e-24	3.61206522267997e-24	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"family"	45544.7247644376	-91029.4495288753	-90713.0480864474
"fixed"	"cond"	NA	"sexmale"	0.0179052721284446	0.00429649983750064	4.16740900864561	3.080814255259e-05	4.45006503537411e-05	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"family"	45544.7247644376	-91029.4495288753	-90713.0480864474
"fixed"	"cond"	NA	"methodscvi:cutoff"	-2.44100843405613	0.0160022369933797	-152.5416999552	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"family"	45544.7247644376	-91029.4495288753	-90713.0480864474
"fixed"	"cond"	NA	"referenceDissection Anterior cingulate cortex ACC:methodscvi"	0.0674179189063659	0.0196254313003492	3.43523247334526	0.000592045703568056	0.000699690376944066	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"family"	45544.7247644376	-91029.4495288753	-90713.0480864474
"fixed"	"cond"	NA	"referenceDissection Dorsolateral prefrontal cortex DFC:methodscvi"	0.570904079867813	0.0166307209744325	34.328282023702	2.97092375760699e-258	1.54488035395563e-257	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"family"	45544.7247644376	-91029.4495288753	-90713.0480864474
"fixed"	"cond"	NA	"referenceDissection Primary auditory cortexA1:methodscvi"	-0.0803578649344131	0.0196261894845527	-4.09442011133444	4.23226307982535e-05	5.62425375175813e-05	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"family"	45544.7247644376	-91029.4495288753	-90713.0480864474
"fixed"	"cond"	NA	"referenceDissection Primary somatosensory cortex S1:methodscvi"	0.0747050049879669	0.019722006309359	3.78790087662207	0.000151925434457035	0.000188098156946805	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"family"	45544.7247644376	-91029.4495288753	-90713.0480864474
"fixed"	"cond"	NA	"referenceDissection Primary visual cortexV1:methodscvi"	-0.221714021386462	0.0196133801642506	-11.3042229095514	1.25056327182836e-29	2.95587682432158e-29	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"family"	45544.7247644376	-91029.4495288753	-90713.0480864474
"fixed"	"cond"	NA	"referenceHuman Multiple Cortical Areas SMART-seq:methodscvi"	-0.520327616987536	0.0180635053437646	-28.8054620122306	1.83236615959076e-182	7.94025335822662e-182	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"family"	45544.7247644376	-91029.4495288753	-90713.0480864474
"fixed"	"cond"	NA	"referencewhole cortex:methodscvi"	0.447468484742044	0.0199965932034601	22.3772359716063	6.55860380908698e-111	2.13154623795327e-110	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"family"	45544.7247644376	-91029.4495288753	-90713.0480864474
"fixed"	"cond"	NA	"referenceWhole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD:methodscvi"	0.193194534669479	0.0202399502525282	9.54520798020966	1.35834772921459e-21	2.5226457828271e-21	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"family"	45544.7247644376	-91029.4495288753	-90713.0480864474
"fixed"	"cond"	NA	"referenceWhole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD:methodscvi"	0.195454574144611	0.0199607003461499	9.79196975833123	1.21897661038728e-22	2.43795322077456e-22	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"family"	45544.7247644376	-91029.4495288753	-90713.0480864474
"ran_pars"	"cond"	"study"	"sd__(Intercept)"	0.209941055215031	NA	NA	NA	NA	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"family"	45544.7247644376	-91029.4495288753	-90713.0480864474
"fixed"	"cond"	NA	"(Intercept)"	3.67356191926943	0.0966872812859044	37.9942622277971	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"global"	55874.4552465026	-111688.910493005	-111376.255381874
"fixed"	"cond"	NA	"referenceDissection Anterior cingulate cortex ACC"	-0.0613591487574486	0.016749595600276	-3.66332120618108	0.000248966016905359	0.000340690338923122	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"global"	55874.4552465026	-111688.910493005	-111376.255381874
"fixed"	"cond"	NA	"referenceDissection Dorsolateral prefrontal cortex DFC"	-0.731457070747007	0.0144439952654315	-50.6409104479275	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"global"	55874.4552465026	-111688.910493005	-111376.255381874
"fixed"	"cond"	NA	"referenceDissection Primary auditory cortexA1"	0.00944610115023627	0.017005645706565	0.555468537521608	0.578574224536666	0.578574224536666	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"global"	55874.4552465026	-111688.910493005	-111376.255381874
"fixed"	"cond"	NA	"referenceDissection Primary somatosensory cortex S1"	-0.0254428136779616	0.0168752344301489	-1.50770134680358	0.131630980679672	0.142600229069644	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"global"	55874.4552465026	-111688.910493005	-111376.255381874
"fixed"	"cond"	NA	"referenceDissection Primary visual cortexV1"	0.0452293405514014	0.0172240893012962	2.62593509358999	0.00864112931012169	0.0106985410506269	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"global"	55874.4552465026	-111688.910493005	-111376.255381874
"fixed"	"cond"	NA	"referenceHuman Multiple Cortical Areas SMART-seq"	-0.507971227490676	0.0152397896111058	-33.3319055218781	1.33243788748299e-243	6.92867701491154e-243	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"global"	55874.4552465026	-111688.910493005	-111376.255381874
"fixed"	"cond"	NA	"referencewhole cortex"	-0.096633998188505	0.0165289360068905	-5.84635321645754	5.02466536818783e-09	7.68478232781669e-09	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"global"	55874.4552465026	-111688.910493005	-111376.255381874
"fixed"	"cond"	NA	"referenceWhole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD"	0.0329424401972543	0.0170800242311699	1.92871156102557	0.0537666802035356	0.0635424402405421	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"global"	55874.4552465026	-111688.910493005	-111376.255381874
"fixed"	"cond"	NA	"referenceWhole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD"	-0.0580721157119311	0.0167326583622353	-3.47058515477712	0.000519325647021742	0.000675123341128264	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"global"	55874.4552465026	-111688.910493005	-111376.255381874
"fixed"	"cond"	NA	"methodscvi"	0.383831429071225	0.015842768166533	24.2275481807559	1.14048478381747e-129	3.70657554740678e-129	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"global"	55874.4552465026	-111688.910493005	-111376.255381874
"fixed"	"cond"	NA	"cutoff"	-1.45032382885109	0.0129927940908637	-111.62524540206	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"global"	55874.4552465026	-111688.910493005	-111376.255381874
"fixed"	"cond"	NA	"subsample_ref100"	0.197899636254511	0.00679192261263773	29.1374986938572	1.20312278928396e-186	5.21353208689718e-186	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"global"	55874.4552465026	-111688.910493005	-111376.255381874
"fixed"	"cond"	NA	"subsample_ref50"	-0.0573038244023596	0.00646014796308499	-8.87035788186415	7.29111996842009e-19	1.26379412785948e-18	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"global"	55874.4552465026	-111688.910493005	-111376.255381874
"fixed"	"cond"	NA	"disease_statedisease"	0.131494745046394	0.00514565992548623	25.5544958179428	4.89392686812214e-144	1.81774426530251e-143	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"global"	55874.4552465026	-111688.910493005	-111376.255381874
"fixed"	"cond"	NA	"sexmale"	0.100505284849098	0.00424250560828848	23.6900770744399	4.56333650535868e-124	1.31829721265918e-123	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"global"	55874.4552465026	-111688.910493005	-111376.255381874
"fixed"	"cond"	NA	"methodscvi:cutoff"	-3.56038683357179	0.0162073817334693	-219.676866511965	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"global"	55874.4552465026	-111688.910493005	-111376.255381874
"fixed"	"cond"	NA	"referenceDissection Anterior cingulate cortex ACC:methodscvi"	-0.101463502496122	0.020322217563501	-4.99273773539122	5.95293689986207e-07	8.59868663313411e-07	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"global"	55874.4552465026	-111688.910493005	-111376.255381874
"fixed"	"cond"	NA	"referenceDissection Dorsolateral prefrontal cortex DFC:methodscvi"	-0.105251133249446	0.0176327530030549	-5.96906978911411	2.38610040309355e-09	3.87741315502702e-09	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"global"	55874.4552465026	-111688.910493005	-111376.255381874
"fixed"	"cond"	NA	"referenceDissection Primary auditory cortexA1:methodscvi"	-0.0354554604103	0.0205417966124218	-1.72601555157351	0.0843446149802027	0.0953460864993596	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"global"	55874.4552465026	-111688.910493005	-111376.255381874
"fixed"	"cond"	NA	"referenceDissection Primary somatosensory cortex S1:methodscvi"	0.0270341547472255	0.020498363167062	1.31884455977761	0.187221083781631	0.194709927132897	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"global"	55874.4552465026	-111688.910493005	-111376.255381874
"fixed"	"cond"	NA	"referenceDissection Primary visual cortexV1:methodscvi"	-0.385845998643787	0.0204617347449578	-18.8569543810975	2.57639770240287e-79	5.58219502187288e-79	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"global"	55874.4552465026	-111688.910493005	-111376.255381874
"fixed"	"cond"	NA	"referenceHuman Multiple Cortical Areas SMART-seq:methodscvi"	-0.386704318854145	0.0183260693509645	-21.1013235543492	7.73407459105308e-99	2.0108593936738e-98	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"global"	55874.4552465026	-111688.910493005	-111376.255381874
"fixed"	"cond"	NA	"referencewhole cortex:methodscvi"	0.413681515286181	0.0207228104033867	19.9626164228464	1.16452635384502e-88	2.75251683636096e-88	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"global"	55874.4552465026	-111688.910493005	-111376.255381874
"fixed"	"cond"	NA	"referenceWhole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD:methodscvi"	0.187750757929732	0.0209779788888685	8.94989736257944	3.55813037194763e-19	6.6079564050456e-19	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"global"	55874.4552465026	-111688.910493005	-111376.255381874
"fixed"	"cond"	NA	"referenceWhole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD:methodscvi"	0.267164420007774	0.0206080654529907	12.9640708205826	1.95586064150279e-38	3.91172128300559e-38	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"global"	55874.4552465026	-111688.910493005	-111376.255381874
"ran_pars"	"cond"	"study"	"sd__(Intercept)"	0.270298305003377	NA	NA	NA	NA	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"global"	55874.4552465026	-111688.910493005	-111376.255381874
"fixed"	"cond"	NA	"(Intercept)"	2.15430203037776	0.197531002412335	10.9061463976211	1.0772672249948e-27	2.33407898748872e-27	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"subclass"	252371.244694045	-504682.489388089	-504363.935973231
"fixed"	"cond"	NA	"referenceDissection Anterior cingulate cortex ACC"	-0.0410191788627749	0.00885364330301104	-4.63302817370388	3.60355475576045e-06	4.68462118248859e-06	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"subclass"	252371.244694045	-504682.489388089	-504363.935973231
"fixed"	"cond"	NA	"referenceDissection Dorsolateral prefrontal cortex DFC"	-0.682413582298847	0.00811586505896973	-84.0838995400296	0	0	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"subclass"	252371.244694045	-504682.489388089	-504363.935973231
"fixed"	"cond"	NA	"referenceDissection Primary auditory cortexA1"	-0.0855021437215436	0.00881803752350989	-9.69627805433865	3.12697869903087e-22	5.80724615534305e-22	"macro_f1 ~ reference + method + cutoff + subsample_ref + disease_state + sex + method:cutoff + reference:method + (1 | study )"	"subclass"	252371.244694045	-504682.489388089	-504363.935973231
