"method"	"cutoff"	"fit"	"se"	"lower"	"upper"
"seurat"	0	0.947293448867111	0.0154598747829694	0.907371050935163	0.970567703600482
"scvi"	0	0.934080117467995	0.0190664463960838	0.885358767563994	0.962961617130759
"seurat"	0.05	0.942647361497108	0.0167363825607027	0.899591219270225	0.967899480329324
"scvi"	0.05	0.912431444235953	0.0247343244720717	0.850295244540235	0.950285383834341
"seurat"	0.1	0.937618691041749	0.0181034488963881	0.89123363938008	0.964999012565003
"scvi"	0.1	0.884551871754475	0.031605642375781	0.806842604208971	0.933571814034599
"seurat"	0.15	0.93218082921939	0.0195647560835648	0.882268609341634	0.96184780508413
"scvi"	0.15	0.849262536356224	0.0396132788724254	0.754414974854173	0.91176334769187
"seurat"	0.2	0.926306198622477	0.0211236092396671	0.872667170845546	0.958426201548623
"scvi"	0.2	0.805557416010706	0.0484628704842945	0.693162665031688	0.883690091598088
"seurat"	0.25	0.919966385799959	0.0227828148020016	0.862401569775186	0.954713369977415
"scvi"	0.25	0.752867835144682	0.057561663723636	0.624235709095008	0.848176085022492
"seurat"	0.5	0.88026179858868	0.0326289799816484	0.800293393286626	0.930970538180581
"scvi"	0.5	0.395753838676371	0.0740033716709103	0.263129224749291	0.545719123714103
"seurat"	0.75	0.824614978666809	0.0448422090423155	0.719138721117255	0.896197654114588
"scvi"	0.75	0.123429720116161	0.0335317518178161	0.0712388215292761	0.205400546291418
