"cutoff"	"method"	"fit"	"se"	"lower"	"upper"
0	"seurat"	0.670262767016314	0.0920428628235404	0.473266559374798	0.821388528342024
0.05	"seurat"	0.641868286300925	0.0956978405370969	0.442105873075542	0.802117930274538
0.1	"seurat"	0.612442496907888	0.098783528688859	0.411379301149553	0.781332414495961
0.15	"seurat"	0.582172799301415	0.101212604748056	0.381313823398204	0.759030969088461
0.2	"seurat"	0.551271127246157	0.102913295949904	0.352116874316492	0.735238001719709
0.25	"seurat"	0.519968480800796	0.103833764905804	0.323971091299624	0.710006251762445
0.5	"seurat"	0.365970931836649	0.0966041838839545	0.203316558663683	0.56626083471978
0.75	"seurat"	0.235232367556814	0.0751008160838249	0.119479630741461	0.410807245368314
0	"scvi"	0.747207292929884	0.0786734676018881	0.56642441144052	0.869921874888166
0.05	"scvi"	0.675451757405636	0.0912644721461587	0.479216430725646	0.824780424857927
0.1	"scvi"	0.594384862980539	0.100336994721252	0.39323656049177	0.768163841924333
0.15	"scvi"	0.507823602930737	0.103994302379672	0.313381213140292	0.699927530673591
0.2	"scvi"	0.420790703399291	0.101395792418132	0.243225566809082	0.621523400851101
0.25	"scvi"	0.338417665564846	0.0931415227992658	0.184541077017315	0.536229331839477
0.5	"scvi"	0.0813249165633031	0.031125621878366	0.037645049304435	0.166897307502933
0.75	"scvi"	0.0150886845684912	0.00621640832911957	0.00670201779641111	0.0336149660805131
