method	reference	cutoff	subsample_ref	score_inner	held_out_study
scvi	Dissection Angular gyrus AnG	0.0	50	0.9822093082567855	CMC
scvi	Dissection Angular gyrus AnG	0.0	100	0.9880519368054933	CMC
scvi	Dissection Angular gyrus AnG	0.0	500	0.9904675805167467	CMC
scvi	Dissection Angular gyrus AnG	0.05	50	0.9822093082567855	CMC
scvi	Dissection Angular gyrus AnG	0.05	100	0.9880519368054933	CMC
scvi	Dissection Angular gyrus AnG	0.05	500	0.9904675805167467	CMC
scvi	Dissection Angular gyrus AnG	0.1	50	0.9822093082567855	CMC
scvi	Dissection Angular gyrus AnG	0.1	100	0.9880519368054933	CMC
scvi	Dissection Angular gyrus AnG	0.1	500	0.9904675805167467	CMC
scvi	Dissection Angular gyrus AnG	0.15	50	0.9821871186967945	CMC
scvi	Dissection Angular gyrus AnG	0.15	100	0.9878927874196662	CMC
scvi	Dissection Angular gyrus AnG	0.15	500	0.9904635751324281	CMC
scvi	Dissection Angular gyrus AnG	0.2	50	0.9809673502670645	CMC
scvi	Dissection Angular gyrus AnG	0.2	100	0.9864456921545383	CMC
scvi	Dissection Angular gyrus AnG	0.2	500	0.9898584024690814	CMC
scvi	Dissection Angular gyrus AnG	0.25	50	0.9782295755217995	CMC
scvi	Dissection Angular gyrus AnG	0.25	100	0.982663953443686	CMC
scvi	Dissection Angular gyrus AnG	0.25	500	0.9889564610823411	CMC
scvi	Dissection Angular gyrus AnG	0.5	50	0.9063163847972392	CMC
scvi	Dissection Angular gyrus AnG	0.5	100	0.9181338340437631	CMC
scvi	Dissection Angular gyrus AnG	0.75	50	0.6098723828715793	CMC
scvi	Dissection Angular gyrus AnG	0.75	100	0.664185805994142	CMC
scvi	Dissection Anterior cingulate cortex ACC	0.0	50	0.9859701187266062	CMC
scvi	Dissection Anterior cingulate cortex ACC	0.0	100	0.9881101394233853	CMC
scvi	Dissection Anterior cingulate cortex ACC	0.0	500	0.9893204242927156	CMC
