method	reference	cutoff	subsample_ref	score_inner	held_out_study
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	50	0.7667233781507936	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.7982936136825396	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	500	0.8097621264007936	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.05	50	0.7667233781507936	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.05	100	0.7982936136825396	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.05	500	0.8097621264007936	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.1	50	0.7667638710079365	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.1	100	0.7982936136825396	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.1	500	0.8097621264007936	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.15	50	0.7659145091904761	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.15	100	0.7997178094126984	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.15	500	0.8102210478650793	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.2	50	0.7669981324365079	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.2	100	0.798277899170635	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.2	500	0.8041648391507937	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.25	50	0.750327968968254	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.25	100	0.7820614466269841	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.25	500	0.8014438337301587	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.5	50	0.5726569054801587	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.5	100	0.6287557137896825	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.5	500	0.7104470553849206	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.75	50	0.3283983670063492	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.75	100	0.3987334332690476	GSE124952
scvi	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.75	500	0.5175204156785714	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	50	0.7718052066309524	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.781176007952381	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	500	0.7795717440634921	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.05	50	0.7718052066309524	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.05	100	0.781176007952381	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.05	500	0.7795717440634921	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.1	50	0.7718052066309524	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.1	100	0.781176007952381	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.1	500	0.7795717440634921	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.15	50	0.7723930630436509	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.15	100	0.7736076696587301	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.15	500	0.7790228791984127	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.2	50	0.7626297843769841	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.2	100	0.7704587053174604	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.2	500	0.7779382051746032	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.25	50	0.7449220539761905	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.25	100	0.752627487123016	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.25	500	0.7669295915198413	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.5	50	0.5709179973849207	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.5	100	0.6211915590436508	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.5	500	0.6512391604404763	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.75	50	0.3254358677464286	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.75	100	0.40498850406547615	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.75	500	0.4740117414484127	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	50	0.6837298149126984	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.7163414438730159	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	500	0.7403361736944444	GSE124952
scvi	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.05	50	0.6837298149126984	GSE124952
