"cutoff"	"method"	"fit"	"se"	"lower"	"upper"
0	"seurat"	0.840572658019746	0.0239407022358197	0.78790274490833	0.882119952230057
0.05	"seurat"	0.841131573680487	0.0238526599162257	0.788648711019456	0.88252319132604
0.1	"seurat"	0.841688898944792	0.0237692652386025	0.789381868619702	0.882932002370842
0.15	"seurat"	0.84224463575091	0.0236904892838179	0.790102279765167	0.883346339488277
0.2	"seurat"	0.842798786053684	0.0236163006403646	0.790810011583377	0.883766152101388
0.25	"seurat"	0.843351351824409	0.0235466654242105	0.791505136228151	0.88419138497117
0.5	"seurat"	0.846090482825799	0.0232654357161488	0.794794520513152	0.886396601218612
0.75	"seurat"	0.848790305424344	0.0230916039176059	0.797782297941323	0.888726486936266
0	"scvi"	0.786151696933566	0.0300349590732719	0.721457848222132	0.839169431942801
0.05	"scvi"	0.762008325822171	0.032365351157648	0.692942285461411	0.819584147158138
0.1	"scvi"	0.736054342081208	0.0346427855255724	0.662856116909822	0.798198579001707
0.15	"scvi"	0.708353255709044	0.0368138324420455	0.6313740146025	0.774986180296952
0.2	"scvi"	0.679012759584287	0.0388214441260442	0.598715054825887	0.749953268675588
0.25	"scvi"	0.648186547121304	0.0406075726963475	0.565138314138924	0.723144317155485
0.5	"scvi"	0.480078565553647	0.044523349737687	0.394278990505269	0.567069547009979
0.75	"scvi"	0.316363742766408	0.0388359850575033	0.24554854506046	0.396858882749667
