"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"
"female False / femaleemale False"	1.6298635322963	2.04557936585914	Inf	1	0.389220921983887	0.995153398151908
"female False / male False"	0.988687115169235	0.00474516798260743	Inf	1	-2.37054863172886	0.123405707515251
"female False / maleale False"	1.50711131907401	1.89151356030749	Inf	1	0.326833080313698	0.99754005825269
"female False / None False"	2.49955149160589	1.9456711110493	Inf	1	1.17690363208714	0.764671723504321
"femaleemale False / male False"	0.60660729906404	0.761327283799902	Inf	1	-0.398287322405429	0.99470326821117
"femaleemale False / maleale False"	0.924685588216491	0.00532750002406956	Inf	1	-13.5906657620848	0
"femaleemale False / None False"	1.5335955692464	2.13535055106709	Inf	1	0.307110467294374	0.998071078397108
"male False / maleale False"	1.52435618503639	1.91315102315453	Inf	1	0.335899310720174	0.997263160624061
"male False / None False"	2.52815218612214	1.96791799746282	Inf	1	1.19152958787757	0.75631460445473
"maleale False / None False"	1.65850488943421	2.30926793640179	Inf	1	0.363346765132468	0.996285988765026
