"method"	"cutoff"	"fit"	"se"	"lower"	"upper"
"seurat"	0	0.972745838397158	0.0113010908860114	0.939313781121788	0.987995543802922
"scvi"	0	0.973098096756425	0.0111589726999321	0.940071913023595	0.988153020638621
"seurat"	0.05	0.970340705564984	0.0122678613743405	0.934158540904512	0.986917964398108
"scvi"	0.05	0.96535625268894	0.0142558171198216	0.923572921111427	0.98467531773555
"seurat"	0.1	0.967730364993147	0.0133115506856546	0.928598554827324	0.985745073368377
"scvi"	0.1	0.955488367996102	0.0181290176229944	0.903000127773276	0.980197211943163
"seurat"	0.15	0.964898596679693	0.0144372214101969	0.922607843213621	0.98446870330535
"scvi"	0.15	0.942975759789977	0.0229209044600745	0.877623155048493	0.974444528430266
"seurat"	0.2	0.96182813313659	0.015650073183317	0.916159762748279	0.983080035756139
"scvi"	0.2	0.927213693710055	0.0287672437947619	0.846733781303772	0.967076869219496
"seurat"	0.25	0.958500635196816	0.0169554056452809	0.909227177682568	0.981569558461242
"scvi"	0.25	0.907522107838338	0.0357735096625723	0.80973766507878	0.957677415358435
"seurat"	0.5	0.937289752838784	0.0250549116558324	0.866342375863151	0.971802972310514
"scvi"	0.5	0.726951190863066	0.0846077573178104	0.535880805539707	0.859922591278377
"seurat"	0.75	0.906297530022341	0.0362016600474719	0.807480875918403	0.957088759529545
"scvi"	0.75	0.419377149522682	0.103795413637331	0.238522434799466	0.624838306268818
