"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Angular gyrus AnG seurat"	0.555509664989535	0.00588727352026319	Inf	1	-55.4699999671685	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Anterior cingulate cortex ACC seurat"	0.593729837506268	0.00613380225965649	Inf	1	-50.4629407355615	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Primary auditory cortexA1 seurat"	0.563153255560456	0.00596520421010005	Inf	1	-54.2084638187297	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Primary somatosensory cortex S1 seurat"	0.573904181779912	0.00606159544152588	Inf	1	-52.5744218284937	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Primary visual cortexV1 seurat"	0.567244302183086	0.00601090170097881	Inf	1	-53.5040822886463	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / (Human Multiple Cortical Areas SMART-seq seurat)"	0.824825345313991	0.00841099058704325	Inf	1	-18.8857480382414	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / whole cortex seurat"	0.610184407169374	0.00638789783005388	Inf	1	-47.1872720997593	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat)"	0.655868784536783	0.00631490121325269	Inf	1	-43.8077902956482	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	0.597014421054264	0.0062909203915067	Inf	1	-48.9512477338687	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Dorsolateral prefrontal cortex DFC scvi"	0.757697898473872	0.00694324667918615	Inf	1	-30.2796144715231	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Angular gyrus AnG scvi"	0.353285723922229	0.00384195929818163	Inf	1	-95.6767216926628	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Anterior cingulate cortex ACC scvi"	0.394803070414705	0.00416169757707974	Inf	1	-88.1653243333929	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Primary auditory cortexA1 scvi"	0.351766779164915	0.00384379385489961	Inf	1	-95.6142109400842	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Primary somatosensory cortex S1 scvi"	0.356572327685994	0.0038792545975507	Inf	1	-94.7872475180536	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / Dissection Primary visual cortexV1 scvi"	0.422891757904104	0.00450206236306344	Inf	1	-80.8423163647164	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / (Human Multiple Cortical Areas SMART-seq scvi)"	0.700252319376183	0.00707679400802208	Inf	1	-35.2575038397134	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / whole cortex scvi"	0.319022855474688	0.00352497964717777	Inf	1	-103.39952744179	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.363156102259374	0.00368024648690244	Inf	1	-99.952269373392	0
"Dissection Dorsolateral prefrontal cortex DFC seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD scvi)"	0.32835320977904	0.00359908936519399	Inf	1	-101.602257855078	0
"Dissection Angular gyrus AnG seurat / Dissection Anterior cingulate cortex ACC seurat"	1.06880199378251	0.0108849363690364	Inf	1	6.53346612881679	1.21847829603894e-08
"Dissection Angular gyrus AnG seurat / Dissection Primary auditory cortexA1 seurat"	1.01375959961212	0.0103708481322507	Inf	1	1.33584365641883	0.998898166136058
"Dissection Angular gyrus AnG seurat / Dissection Primary somatosensory cortex S1 seurat"	1.03311286544533	0.0105313967849493	Inf	1	3.19569608230353	0.141315384839708
"Dissection Angular gyrus AnG seurat / Dissection Primary visual cortexV1 seurat"	1.02112409186215	0.0104449498664797	Inf	1	2.04363363396595	0.884590541793605
"Dissection Angular gyrus AnG seurat / (Human Multiple Cortical Areas SMART-seq seurat)"	1.48480827121078	0.0146843841451495	Inf	1	39.969221874716	0
"Dissection Angular gyrus AnG seurat / whole cortex seurat"	1.09842266593304	0.0110998247954297	Inf	1	9.28975556523275	2.09721129351692e-13
"Dissection Angular gyrus AnG seurat / (Whole Taxonomy / DLPFC Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.18066133835698	0.0130895534389494	Inf	1	14.9797334960914	0
"Dissection Angular gyrus AnG seurat / (Whole Taxonomy / MTG Seattle Alzheimers Disease Atlas SEA-AD seurat)"	1.07471473257897	0.0109185534611589	Inf	1	7.09240937247628	2.5038715545378e-10
"Dissection Angular gyrus AnG seurat / Dissection Dorsolateral prefrontal cortex DFC scvi"	1.36396888520049	0.0146221848953125	Inf	1	28.9542388454631	0
"Dissection Angular gyrus AnG seurat / Dissection Angular gyrus AnG scvi"	0.635966835840532	0.00668352913427798	Inf	1	-43.0676997132763	0
"Dissection Angular gyrus AnG seurat / Dissection Anterior cingulate cortex ACC scvi"	0.710704233061619	0.00739069176086383	Inf	1	-32.8392440114432	0
"Dissection Angular gyrus AnG seurat / Dissection Primary auditory cortexA1 scvi"	0.63323250941375	0.00668913463081578	Inf	1	-43.2544867566349	0
"Dissection Angular gyrus AnG seurat / Dissection Primary somatosensory cortex S1 scvi"	0.641883211325786	0.00675055033418833	Inf	1	-42.1562991484793	0
"Dissection Angular gyrus AnG seurat / Dissection Primary visual cortexV1 scvi"	0.761268047266235	0.00782965089131538	Inf	1	-26.5210926989625	0
