"cutoff"	"method"	"fit"	"se"	"lower"	"upper"
0	"seurat"	0.290915871559059	0.015680941048701	0.26112680148981	0.322619421113426
0.05	"seurat"	0.273874148198617	0.0139002669690738	0.247456072100268	0.301980829110038
0.1	"seurat"	0.257468240254921	0.0123998985225692	0.23389335554483	0.282542967661655
0.15	"seurat"	0.241717947223464	0.0112125224597357	0.220400252359969	0.264398259124495
0.2	"seurat"	0.226637075651502	0.0103568713326862	0.206957853706002	0.247603312933756
0.25	"seurat"	0.212233758625231	0.00982756171913266	0.193587073132741	0.232159451611485
0.5	"seurat"	0.150320934286312	0.0102849685280573	0.131231512726432	0.171638570692243
0.75	"seurat"	0.104082994080396	0.0113694491228158	0.0837898847478009	0.128601049985121
0	"scvi"	0.0485770489351015	0.00402413259311987	0.0412618433621353	0.0571118926182154
0.05	"scvi"	0.048024694618203	0.00373555133710223	0.0412027917066827	0.0559102286976978
0.1	"scvi"	0.0474783075287181	0.00349527830521071	0.0410709681707004	0.0548280809422545
0.15	"scvi"	0.0469378302983177	0.00330941148547422	0.0408540438099197	0.0538766952172988
0.2	"scvi"	0.0464032059488828	0.00318306117566049	0.0405415981037472	0.0530654275278287
0.25	"scvi"	0.0458743778937069	0.00311912522947395	0.0401275155468447	0.0523993476540939
0.5	"scvi"	0.0433152290228714	0.00361970994840448	0.0367422968978603	0.0510017534156786
0.75	"scvi"	0.0408927261451875	0.00484124925018748	0.0323802010751884	0.0515239705312588
