"contrast"	"odds.ratio"	"SE"	"df"	"null"	"z.ratio"	"p.value"
"female False / femaleemale False"	3.08849707738577	3.69158666349255	Inf	1	0.943456263522564	0.879895178103954
"female False / male False"	0.967726322326612	0.00384487239646776	Inf	1	-8.25701984562877	5.76205749780456e-14
"female False / maleale False"	3.04956644076847	3.64504831097729	Inf	1	0.932844931795011	0.884206002852922
"female False / None False"	2.42248891879666	1.78725423871571	Inf	1	1.19927384961699	0.751844773526925
"femaleemale False / male False"	0.313332439072837	0.374515842585407	Inf	1	-0.970905078189513	0.868342388374538
"femaleemale False / maleale False"	0.98739495759852	0.00465048170697139	Inf	1	-2.69332592352772	0.0549223757872053
"femaleemale False / None False"	0.784358494794873	1.04318691358324	Inf	1	-0.182625113398168	0.999751871839425
"male False / maleale False"	3.15126949676918	3.76660166924957	Inf	1	0.960293766187802	0.872876818033244
"male False / None False"	2.50327893631384	1.84684894883654	Inf	1	1.24374674807393	0.725614386563958
"maleale False / None False"	0.794371582271942	1.05650286185846	Inf	1	-0.173087527005526	0.999799468248916
