"method"	"cutoff"	"fit"	"se"	"lower"	"upper"
"seurat"	0	0.93286857321564	0.0260292485045375	0.860202543702463	0.969119135344116
"scvi"	0	0.948245306229173	0.0203978937413714	0.890265906113525	0.976402546097608
"seurat"	0.05	0.930709505880237	0.0268040427461798	0.856067640716461	0.968085903736186
"scvi"	0.05	0.937038188090695	0.0245214637347315	0.86824882747147	0.971106740420134
"seurat"	0.1	0.928486322287971	0.0275978285545931	0.851831362719955	0.967019313435863
"scvi"	0.1	0.923599776056149	0.029328359521864	0.842595172146451	0.964665473349298
"seurat"	0.15	0.926197464233588	0.0284108054561747	0.847492469881793	0.965918368384094
"scvi"	0.15	0.907576011458204	0.0348638151820557	0.813021991538641	0.956852070486548
"seurat"	0.2	0.923841358130032	0.0292431561027669	0.843049783004423	0.964782048219516
"scvi"	0.2	0.888596876881894	0.0411441084246939	0.779347483867665	0.947405156748954
"seurat"	0.25	0.921416416462133	0.0300950447493756	0.838502188592175	0.963609308061191
"scvi"	0.25	0.866294565632876	0.0481414208565058	0.741536092412923	0.936028242907242
"seurat"	0.5	0.908202847089732	0.0346518148545964	0.814156889137933	0.957160998933614
"scvi"	0.5	0.696159018426773	0.0879142636474978	0.503613688427125	0.838036717567573
"seurat"	0.75	0.893025408370342	0.0397081660543379	0.787068910789196	0.949631123303342
"scvi"	0.75	0.44758364203738	0.10276766021388	0.264039404631147	0.646616843956013
