"cutoff"	"method"	"fit"	"se"	"lower"	"upper"
0	"seurat"	0.796480245119979	0.0345113802178188	0.720538333089053	0.855912206719723
0.05	"seurat"	0.795396953696562	0.0346261830928959	0.719246123438126	0.855055306773197
0.1	"seurat"	0.794309385247108	0.0347455707650552	0.71793881200042	0.854201230613534
0.15	"seurat"	0.793217538725235	0.0348695999433675	0.716616296398387	0.853350081306312
0.2	"seurat"	0.792121413267364	0.0349983254996194	0.715278478747428	0.852501958971951
0.25	"seurat"	0.791021008194228	0.0351318004126454	0.713925265779369	0.851656960682087
0.5	"seurat"	0.785454777914611	0.0358721308442563	0.706925343972956	0.847482002420767
0.75	"seurat"	0.77978156393518	0.0367379735461736	0.69952938519315	0.843397804905866
0	"scvi"	0.67877703635334	0.0464183934215254	0.581972232887745	0.762319709838883
0.05	"scvi"	0.644372141856776	0.0487500169614009	0.544236770039076	0.733288606235633
0.1	"scvi"	0.608408165949922	0.0506549603359261	0.505970772775768	0.702110382074892
0.15	"scvi"	0.571227302339671	0.052053018343188	0.46761903451419	0.668946909396025
0.2	"scvi"	0.533224623672396	0.0528822709927558	0.429630709626378	0.63403054136278
0.25	"scvi"	0.494832425581205	0.0531047563205141	0.392438482045783	0.597661694645826
0.5	"scvi"	0.312276190044214	0.0457001073555695	0.230303704421783	0.407960869124169
0.75	"scvi"	0.173886762056997	0.030734039382151	0.121565542914381	0.242509999681842
