"cutoff"	"method"	"fit"	"se"	"lower"	"upper"
0	"seurat"	0.273744265841364	0.0360293427402627	0.208959775815035	0.349733988854426
0.05	"seurat"	0.257672045566601	0.0344741550261139	0.195973832231377	0.33080280816461
0.1	"seurat"	0.242228732737158	0.0329425713937834	0.183538670279542	0.312502852504621
0.15	"seurat"	0.227427428960799	0.0314418296387151	0.171657800522536	0.294866150313508
0.2	"seurat"	0.213276000829593	0.0299778798445855	0.16033166030229	0.277916850130516
0.25	"seurat"	0.199777429208585	0.0285554488450259	0.149557796527154	0.261671589789012
0.5	"seurat"	0.141891952664132	0.0221585509333827	0.103710867484662	0.191131891418386
0.75	"seurat"	0.0987098685355017	0.0169935672446121	0.0700230159718402	0.137412560765744
0	"scvi"	0.0495952283416596	0.00865068410758165	0.0351276627585124	0.0695915961103019
0.05	"scvi"	0.0443039428127487	0.00773313317018306	0.0313819937648129	0.0622049720485005
0.1	"scvi"	0.039553687190926	0.00692004244517785	0.0280023231648258	0.0555975955282876
0.15	"scvi"	0.0352939432980584	0.00619981345168891	0.0249575918719239	0.0496929886632792
0.2	"scvi"	0.0314779182241169	0.00556179925865259	0.02221878438976	0.044420277993492
0.25	"scvi"	0.0280624845373355	0.00499633097848751	0.0197588663117768	0.0397142996799082
0.5	"scvi"	0.0157239330498825	0.00298436148860862	0.0108253290807811	0.0227881529023289
0.75	"scvi"	0.00876150889269684	0.00183335092617896	0.00580803973527931	0.0131969222961816
