label	key	method	reference	cutoff	subsample_ref	mean_f1	std_f1	n_studies	systematic_failure
CA1-ProS	subclass	seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.11283224784368945	0.0	1	False
CA1-ProS	subclass	seurat	whole cortex	0.0	100	0.9329853903592228	0.0	1	False
CA3	subclass	scvi_knn	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.5516267942583731	0.0	1	False
CA3	subclass	scvi_knn	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.8402791691711747	0.0	1	False
CA3	subclass	scvi_knn	whole cortex	0.0	100	0.574733237776716	0.0	1	False
CA3	subclass	scvi_rf	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.6836904128580871	0.0	1	False
CA3	subclass	scvi_rf	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.7322753396029258	0.0	1	False
CA3	subclass	scvi_rf	whole cortex	0.0	100	0.6426409121642388	0.0	1	False
CA3	subclass	seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.9270935960591133	0.0	1	False
CA3	subclass	seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.731336012665936	0.0	1	False
CA3	subclass	seurat	whole cortex	0.0	100	0.9427489177489178	0.0	1	False
CNS macrophage	family	scvi_knn	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.9652365433068985	0.034608957301309626	6	False
CNS macrophage	family	scvi_knn	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.9826180748479582	0.016084142040991695	6	False
CNS macrophage	family	scvi_knn	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.974722580017587	0.026348595062926788	6	False
CNS macrophage	family	scvi_knn	whole cortex	0.0	100	0.9674615839843302	0.03482096049396653	6	False
CNS macrophage	family	scvi_rf	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.9755597297628126	0.029014701024004115	6	False
CNS macrophage	family	scvi_rf	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.9720101450707771	0.025688103001561994	6	False
CNS macrophage	family	scvi_rf	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.9078330208760357	0.08731055544140394	6	False
CNS macrophage	family	scvi_rf	whole cortex	0.0	100	0.9558279465856822	0.04680143225861888	6	False
CNS macrophage	family	seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.9878505774277975	0.012355897402918413	6	False
CNS macrophage	family	seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.9827529402872742	0.014115332772373798	6	False
CNS macrophage	family	seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.9575746704940786	0.04857899820654759	6	False
CNS macrophage	family	seurat	whole cortex	0.0	100	0.9760309635999023	0.01788052896390093	6	False
Cajal-Retzius cell	class	scvi_knn	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.42592592592592593	0.10475656017578482	2	False
Cajal-Retzius cell	class	scvi_knn	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.8592592592592592	0.19903746433399125	2	False
Cajal-Retzius cell	class	scvi_knn	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.6203703703703703	0.5368773709008972	2	False
Cajal-Retzius cell	class	scvi_knn	whole cortex	0.0	100	0.8870370370370371	0.15975375426807184	2	False
Cajal-Retzius cell	class	scvi_rf	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.28703703703703703	0.30117511050538137	2	False
Cajal-Retzius cell	class	scvi_rf	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.7481481481481481	0.35617230459766835	2	False
Cajal-Retzius cell	class	scvi_rf	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.5648148148148148	0.6154447910327359	2	False
Cajal-Retzius cell	class	scvi_rf	whole cortex	0.0	100	0.7685185185185186	0.3273642505493275	2	False
Cajal-Retzius cell	class	seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.37037037037037035	0.18332398030762345	2	False
Cajal-Retzius cell	class	seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.9861111111111112	0.01964185503295962	2	False
Cajal-Retzius cell	class	seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.3314814814814815	0.23832117439991043	2	False
Cajal-Retzius cell	class	seurat	whole cortex	0.0	100	0.8796296296296297	0.1702294102856503	2	False
Cajal-Retzius cell	subclass	scvi_knn	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.42592592592592593	0.10475656017578482	2	False
Cajal-Retzius cell	subclass	scvi_knn	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.8481481481481481	0.2147509483603589	2	False
Cajal-Retzius cell	subclass	scvi_knn	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.6203703703703703	0.5368773709008972	2	False
Cajal-Retzius cell	subclass	scvi_knn	whole cortex	0.0	100	0.875925925925926	0.1754672382944395	2	False
Cajal-Retzius cell	subclass	scvi_rf	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.28703703703703703	0.30117511050538137	2	False
Cajal-Retzius cell	subclass	scvi_rf	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.7481481481481481	0.35617230459766835	2	False
Cajal-Retzius cell	subclass	scvi_rf	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.5648148148148148	0.6154447910327359	2	False
Cajal-Retzius cell	subclass	scvi_rf	whole cortex	0.0	100	0.7296296296296296	0.3823614446416146	2	False
Cajal-Retzius cell	subclass	seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.37037037037037035	0.18332398030762345	2	False
Cajal-Retzius cell	subclass	seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.9861111111111112	0.01964185503295962	2	False
Cajal-Retzius cell	subclass	seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.3314814814814815	0.23832117439991043	2	False
Cajal-Retzius cell	subclass	seurat	whole cortex	0.0	100	0.8796296296296297	0.1702294102856503	2	False
DG	subclass	scvi_knn	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.9535327138985675	0.0	1	False
DG	subclass	scvi_knn	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.9840885936329115	0.0	1	False
DG	subclass	scvi_knn	whole cortex	0.0	100	0.9556665732055817	0.0	1	False
DG	subclass	scvi_rf	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.8731148753108826	0.0	1	False
DG	subclass	scvi_rf	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.8700744917850182	0.0	1	False
DG	subclass	scvi_rf	whole cortex	0.0	100	0.8516587590569715	0.0	1	False
DG	subclass	seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.9922784509384651	0.0	1	False
DG	subclass	seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.9849107679300086	0.0	1	False
DG	subclass	seurat	whole cortex	0.0	100	0.9922784509384651	0.0	1	False
Endothelial	subclass	scvi_knn	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.9724569297396282	0.02007533781428538	6	False
Endothelial	subclass	scvi_knn	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.9565207558370982	0.03155409344183827	6	False
Endothelial	subclass	scvi_knn	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.9537058255337225	0.030199849495323876	6	False
Endothelial	subclass	scvi_knn	whole cortex	0.0	100	0.953396411330594	0.030500945106494252	6	False
Endothelial	subclass	scvi_rf	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.9684291671886439	0.02080929379890341	6	False
Endothelial	subclass	scvi_rf	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.9322796192882049	0.025947314598542656	6	False
Endothelial	subclass	scvi_rf	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.9510285258464816	0.028324901382177917	6	False
Endothelial	subclass	scvi_rf	whole cortex	0.0	100	0.9342499283631055	0.03979567640243692	6	False
Endothelial	subclass	seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.9767818340525484	0.021085405492318722	6	False
Endothelial	subclass	seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.9842051741448592	0.021556471685152536	6	False
Endothelial	subclass	seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.9180557176003319	0.07129671806875662	6	False
Endothelial	subclass	seurat	whole cortex	0.0	100	0.984844798373127	0.020236687567843768	6	False
GABAergic	family	scvi_knn	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.7830873991658305	0.1304437105562172	4	False
GABAergic	family	scvi_knn	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.9059535399241281	0.08405628746295826	4	False
GABAergic	family	scvi_knn	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.9064316570082824	0.025303350602147924	4	False
GABAergic	family	scvi_knn	whole cortex	0.0	100	0.89621484996485	0.09096681205719245	4	False
GABAergic	family	scvi_rf	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.7455576519669938	0.14094651275036194	4	False
GABAergic	family	scvi_rf	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.9396520196159	0.04948551711991977	4	False
GABAergic	family	scvi_rf	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.8330821753946221	0.05803626013373735	4	False
GABAergic	family	scvi_rf	whole cortex	0.0	100	0.9024400402372539	0.09736066919397383	4	False
GABAergic	family	seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.807232290127027	0.30690207145992293	4	False
GABAergic	family	seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.921417378917379	0.11597227247235752	4	False
GABAergic	family	seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.960255991285403	0.029456371000039474	4	False
GABAergic	family	seurat	whole cortex	0.0	100	0.9382141360817831	0.07064676327393016	4	False
Glutamatergic	family	scvi_knn	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.756893922299589	0.35914399193943963	6	False
Glutamatergic	family	scvi_knn	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.753699730090918	0.3606355035603009	6	False
Glutamatergic	family	scvi_knn	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.7206555217599688	0.40401534948699286	6	False
Glutamatergic	family	scvi_knn	whole cortex	0.0	100	0.7971708590508572	0.2989109390288252	6	False
Glutamatergic	family	scvi_rf	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.7590742596805247	0.3678520867107786	6	False
Glutamatergic	family	scvi_rf	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.7402126333328932	0.37162568778698	6	False
Glutamatergic	family	scvi_rf	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.6860486113163526	0.4139084519945406	6	False
Glutamatergic	family	scvi_rf	whole cortex	0.0	100	0.7987848319211467	0.3138283964482984	6	False
Glutamatergic	family	seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.6964146625234376	0.36689425094208095	6	False
Glutamatergic	family	seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.8255971352108138	0.26348745098398635	6	False
Glutamatergic	family	seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.6937162841722477	0.46112845775530675	6	False
Glutamatergic	family	seurat	whole cortex	0.0	100	0.942645418332316	0.10132061192180085	6	False
Hippocampal neuron	class	scvi_knn	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.9963185534080451	0.0	1	False
Hippocampal neuron	class	scvi_knn	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.9582564009481428	0.0	1	False
Hippocampal neuron	class	scvi_knn	whole cortex	0.0	100	0.9864840569266798	0.0	1	False
Hippocampal neuron	class	scvi_rf	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.9883160181187368	0.0	1	False
Hippocampal neuron	class	scvi_rf	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.9046935967112598	0.0	1	False
Hippocampal neuron	class	scvi_rf	whole cortex	0.0	100	0.9664585412211927	0.0	1	False
Hippocampal neuron	class	seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.9961203007518797	0.0	1	False
Hippocampal neuron	class	seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.8049129121332593	0.0	1	False
Hippocampal neuron	class	seurat	whole cortex	0.0	100	0.9887033805888766	0.0	1	False
Macrophage	class	scvi_knn	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.18026911269558324	0.08013712848841294	2	False
Macrophage	class	scvi_knn	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.22853823881656443	0.08370330902258598	2	False
Macrophage	class	scvi_knn	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.2295048851968805	0.09500057920063709	2	False
Macrophage	class	scvi_knn	whole cortex	0.0	100	0.18115533050702654	0.05384198234064713	2	False
Macrophage	class	scvi_rf	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.2233667168779846	0.10444626391478543	2	False
Macrophage	class	scvi_rf	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.2557276212317057	0.08739772626117066	2	False
Macrophage	class	scvi_rf	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.26197884409021	0.09077876080043205	2	False
Macrophage	class	scvi_rf	whole cortex	0.0	100	0.20754837439821955	0.1031416824113036	2	False
Macrophage	class	seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.013888888888888888	0.019641855032959652	2	False
Macrophage	class	seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.2351778486605754	0.08224988412567837	2	False
Macrophage	class	seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.1850441241132353	0.11374837154996272	2	False
Macrophage	class	seurat	whole cortex	0.0	100	0.2436977123230774	0.10594876109992876	2	False
Macrophage	subclass	scvi_knn	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.18026911269558324	0.08013712848841294	2	False
Macrophage	subclass	scvi_knn	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.22853823881656443	0.08370330902258598	2	False
Macrophage	subclass	scvi_knn	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.2295048851968805	0.09500057920063709	2	False
Macrophage	subclass	scvi_knn	whole cortex	0.0	100	0.18115533050702654	0.05384198234064713	2	False
Macrophage	subclass	scvi_rf	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.22274943292736732	0.10357329257998722	2	False
Macrophage	subclass	scvi_rf	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.24561568989313437	0.07926005317005176	2	False
Macrophage	subclass	scvi_rf	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.24724005640651608	0.08001825168835637	2	False
Macrophage	subclass	scvi_rf	whole cortex	0.0	100	0.20754837439821955	0.1031416824113036	2	False
Macrophage	subclass	seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.013888888888888888	0.019641855032959652	2	False
Macrophage	subclass	seurat	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.2351778486605754	0.08224988412567837	2	False
Macrophage	subclass	seurat	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.1850441241132353	0.11374837154996272	2	False
Macrophage	subclass	seurat	whole cortex	0.0	100	0.24017253379789893	0.10096340581983496	2	False
Microglia	class	scvi_knn	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.0	0.0	6	True
Microglia	class	scvi_knn	whole cortex	0.0	100	0.0	0.0	6	True
Microglia	class	scvi_rf	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.013227513227513227	0.03240065797332246	6	True
Microglia	class	scvi_rf	whole cortex	0.0	100	0.009190203859321506	0.022511310087494407	6	True
Microglia	class	seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.6143924100578411	0.4801493677065437	6	False
Microglia	class	seurat	whole cortex	0.0	100	0.17886650386650385	0.331662390070725	6	True
Microglia	subclass	scvi_knn	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.0	0.0	6	True
Microglia	subclass	scvi_knn	whole cortex	0.0	100	0.0	0.0	6	True
Microglia	subclass	scvi_rf	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.013227513227513227	0.03240065797332246	6	True
Microglia	subclass	scvi_rf	whole cortex	0.0	100	0.009190203859321506	0.022511310087494407	6	True
Microglia	subclass	seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.6143924100578411	0.4801493677065437	6	False
Microglia	subclass	seurat	whole cortex	0.0	100	0.17886650386650385	0.331662390070725	6	True
Neural stem cell	class	scvi_knn	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.5548557237390169	0.15903717936694053	2	False
Neural stem cell	class	scvi_knn	whole cortex	0.0	100	0.4408708575375242	0.1696939413550149	2	False
Neural stem cell	class	scvi_rf	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.3372925841297708	0.10616852368082091	2	False
Neural stem cell	class	scvi_rf	whole cortex	0.0	100	0.4101531545015975	0.10138725571229613	2	False
Neural stem cell	class	seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.4079993778363344	0.1859350027618702	2	False
Neural stem cell	class	seurat	whole cortex	0.0	100	0.0772452855786189	0.06559276375475537	2	False
Neural stem cell	family	scvi_knn	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.5548557237390169	0.15903717936694053	2	False
Neural stem cell	family	scvi_knn	whole cortex	0.0	100	0.4408708575375242	0.1696939413550149	2	False
Neural stem cell	family	scvi_rf	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.3372925841297708	0.10616852368082091	2	False
Neural stem cell	family	scvi_rf	whole cortex	0.0	100	0.4101531545015975	0.10138725571229613	2	False
Neural stem cell	family	seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.4079993778363344	0.1859350027618702	2	False
Neural stem cell	family	seurat	whole cortex	0.0	100	0.0772452855786189	0.06559276375475537	2	False
Neural stem cell	global	scvi_knn	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.5548557237390169	0.15903717936694053	2	False
Neural stem cell	global	scvi_knn	whole cortex	0.0	100	0.4408708575375242	0.1696939413550149	2	False
Neural stem cell	global	scvi_rf	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.3372925841297708	0.10616852368082091	2	False
Neural stem cell	global	scvi_rf	whole cortex	0.0	100	0.4101531545015975	0.10138725571229613	2	False
Neural stem cell	global	seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.4079993778363344	0.1859350027618702	2	False
Neural stem cell	global	seurat	whole cortex	0.0	100	0.0772452855786189	0.06559276375475537	2	False
Neural stem cell	subclass	scvi_knn	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.5548557237390169	0.15903717936694053	2	False
Neural stem cell	subclass	scvi_knn	whole cortex	0.0	100	0.4408708575375242	0.1696939413550149	2	False
Neural stem cell	subclass	scvi_rf	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.3372925841297708	0.10616852368082091	2	False
Neural stem cell	subclass	scvi_rf	whole cortex	0.0	100	0.4101531545015975	0.10138725571229613	2	False
Neural stem cell	subclass	seurat	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.4079993778363344	0.1859350027618702	2	False
Neural stem cell	subclass	seurat	whole cortex	0.0	100	0.0772452855786189	0.06559276375475537	2	False
Neuron	global	scvi_knn	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	0.0	100	0.8409753095419004	0.1930025557694475	6	False
Neuron	global	scvi_knn	Single-cell RNA-seq for all cortical  hippocampal regions 10x	0.0	100	0.8471502340646447	0.22204444778674087	6	False
Neuron	global	scvi_knn	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	0.0	100	0.8032178440877118	0.2765998289592391	6	False
