"cutoff"	"method"	"fit"	"se"	"lower"	"upper"
0	"seurat"	0.69227385762001	0.0199689441685234	0.651818665437255	0.729975798296439
0.05	"seurat"	0.686765753380377	0.0201149914027028	0.64606023523413	0.724784097138254
0.1	"seurat"	0.68120445946165	0.0202711301889453	0.640228119509366	0.719558097763255
0.15	"seurat"	0.675591068836169	0.0204376795958378	0.634322901176543	0.714299603865902
0.2	"seurat"	0.669926729849674	0.0206149124393991	0.628345318696068	0.709010393550259
0.25	"seurat"	0.664212645810779	0.0208030520886116	0.62229627170379	0.703692212525781
0.5	"seurat"	0.634941937049185	0.021911411603709	0.591022304702761	0.676724892612458
0.75	"seurat"	0.60463845068043	0.023294306494626	0.558193709916515	0.649268531226467
0	"scvi"	0.707893395437944	0.019388401725221	0.668497103584708	0.744397919057972
0.05	"scvi"	0.688447835380625	0.0200594400280776	0.647841599104683	0.726349663528089
0.1	"scvi"	0.668314321364006	0.0206927532285865	0.62658713973261	0.707554945332622
0.15	"scvi"	0.647545815102546	0.0212809402783548	0.604800726892123	0.688052215241358
0.2	"scvi"	0.626204228265047	0.0218167504437142	0.582557685190712	0.667888860152001
0.25	"scvi"	0.604359930510607	0.022293262411784	0.559940812696681	0.647121039882024
0.5	"scvi"	0.490539980931821	0.0235897640388504	0.444515015124589	0.536725877975388
0.75	"scvi"	0.377692438150059	0.0228406485555334	0.334071978765903	0.423387322616613
