study	key	metric	mean	std
GSE124952	class	macro_f1	0.6876943324252617	0.08684842648130477
GSE124952	class	macro_precision	0.9298138520287242	0.04635766256234916
GSE124952	class	macro_recall	0.6890205451428607	0.07243393163628059
GSE124952	class	micro_f1	0.8673333333333333	0.07205817755384153
GSE124952	class	micro_precision	0.8673333333333333	0.07205817755384153
GSE124952	class	micro_recall	0.8673333333333333	0.07205817755384153
GSE124952	class	overall_accuracy	0.8673333333333333	0.07205817755384153
GSE124952	class	weighted_f1	0.8531683285914115	0.08183498559600097
GSE124952	class	weighted_precision	0.9361291128350266	0.02731715097757145
GSE124952	class	weighted_recall	0.8673333333333333	0.07205817755384153
GSE124952	family	macro_f1	0.7985240851629045	0.06011231245226288
GSE124952	family	macro_precision	0.9397552129611585	0.038291234827348176
GSE124952	family	macro_recall	0.793663402285718	0.056870681968426415
GSE124952	family	micro_f1	0.9253333333333333	0.03997618338580154
GSE124952	family	micro_precision	0.9253333333333333	0.03997618338580154
GSE124952	family	micro_recall	0.9253333333333333	0.03997618338580154
GSE124952	family	overall_accuracy	0.9253333333333333	0.03997618338580154
GSE124952	family	weighted_f1	0.9109441069346343	0.0488443863180746
GSE124952	family	weighted_precision	0.9376041867081314	0.02497129641959706
GSE124952	family	weighted_recall	0.9253333333333333	0.03997618338580154
GSE124952	global	macro_f1	0.9586557269248176	0.01962162646472335
GSE124952	global	macro_precision	0.9715774948891975	0.011968803064473137
GSE124952	global	macro_recall	0.9500811927990143	0.028859845697389565
GSE124952	global	micro_f1	0.9653333333333334	0.01597617273435959
GSE124952	global	micro_precision	0.9653333333333334	0.01597617273435959
GSE124952	global	micro_recall	0.9653333333333334	0.01597617273435959
GSE124952	global	overall_accuracy	0.9653333333333334	0.01597617273435959
GSE124952	global	weighted_f1	0.9648169927741858	0.016399572349954747
GSE124952	global	weighted_precision	0.9674751133508848	0.013973243569473713
GSE124952	global	weighted_recall	0.9653333333333334	0.01597617273435959
GSE124952	subclass	macro_f1	0.685321330506321	0.08592434957204456
GSE124952	subclass	macro_precision	0.9387173539056805	0.04813335056481772
GSE124952	subclass	macro_recall	0.6795592457133074	0.07079882795472943
GSE124952	subclass	micro_f1	0.8573333333333333	0.07487767802667673
GSE124952	subclass	micro_precision	0.8573333333333333	0.07487767802667673
GSE124952	subclass	micro_recall	0.8573333333333333	0.07487767802667673
GSE124952	subclass	overall_accuracy	0.8573333333333333	0.07487767802667673
GSE124952	subclass	weighted_f1	0.8566059594753105	0.08304264134150384
GSE124952	subclass	weighted_precision	0.9562563346957867	0.026882792430683266
GSE124952	subclass	weighted_recall	0.8573333333333333	0.07487767802667673
GSE181021.2	class	macro_f1	0.653902247958189	0.031081963423002203
GSE181021.2	class	macro_precision	0.8753679653679654	0.051067341967892046
GSE181021.2	class	macro_recall	0.7000000000000001	0.014018668041790227
GSE181021.2	class	micro_f1	0.8049999999999999	0.04203173404306165
GSE181021.2	class	micro_precision	0.8049999999999999	0.04203173404306165
GSE181021.2	class	micro_recall	0.8049999999999999	0.04203173404306165
GSE181021.2	class	overall_accuracy	0.8049999999999999	0.04203173404306165
GSE181021.2	class	weighted_f1	0.7482355883701011	0.05439479792779083
GSE181021.2	class	weighted_precision	0.8754393517418839	0.03152854837491396
GSE181021.2	class	weighted_recall	0.8049999999999999	0.04203173404306165
GSE181021.2	family	macro_f1	0.7943784384343795	0.028324707180836097
GSE181021.2	family	macro_precision	0.8961399711399711	0.04255611830657674
GSE181021.2	family	macro_recall	0.8383928571428572	0.012761808516576179
GSE181021.2	family	micro_f1	0.8425	0.05251983752196245
GSE181021.2	family	micro_precision	0.8425	0.05251983752196245
GSE181021.2	family	micro_recall	0.8425	0.05251983752196245
GSE181021.2	family	overall_accuracy	0.8425	0.05251983752196245
GSE181021.2	family	weighted_f1	0.7869022550367677	0.06610911392614557
GSE181021.2	family	weighted_precision	0.8810629395022984	0.03137553370648501
GSE181021.2	family	weighted_recall	0.8425	0.05251983752196245
GSE181021.2	global	macro_f1	0.9882134635752142	0.0018304231560603912
GSE181021.2	global	macro_precision	0.984482496803069	0.004824305510364107
GSE181021.2	global	macro_recall	0.9922691896605894	0.0014546728210180465
GSE181021.2	global	micro_f1	0.99	0.0
GSE181021.2	global	micro_precision	0.99	0.0
GSE181021.2	global	micro_recall	0.99	0.0
GSE181021.2	global	overall_accuracy	0.99	0.0
GSE181021.2	global	weighted_f1	0.9900399386890786	3.187250537047747e-05
GSE181021.2	global	weighted_precision	0.9903103500639385	9.64861102072426e-05
GSE181021.2	global	weighted_recall	0.99	0.0
GSE181021.2	subclass	macro_f1	0.6483726769880641	0.02999790398230119
GSE181021.2	subclass	macro_precision	0.879832251082251	0.05082196500797144
GSE181021.2	subclass	macro_recall	0.6865965556182948	0.012316086445430193
GSE181021.2	subclass	micro_f1	0.7925	0.03862210075418823
GSE181021.2	subclass	micro_precision	0.7925	0.03862210075418823
GSE181021.2	subclass	micro_recall	0.7925	0.03862210075418823
GSE181021.2	subclass	overall_accuracy	0.7925	0.03862210075418823
GSE181021.2	subclass	weighted_f1	0.7440528862870288	0.050299521103037766
GSE181021.2	subclass	weighted_precision	0.8815300027521255	0.02586857100761722
GSE181021.2	subclass	weighted_recall	0.7925	0.03862210075418823
GSE185454	class	macro_f1	0.6958720874863077	0.09594270744172967
GSE185454	class	macro_precision	0.9275030637254903	0.07069325173651846
GSE185454	class	macro_recall	0.7239067326892666	0.07125169102349378
GSE185454	class	micro_f1	0.905	0.01914854215512678
GSE185454	class	micro_precision	0.905	0.01914854215512678
GSE185454	class	micro_recall	0.905	0.01914854215512678
GSE185454	class	overall_accuracy	0.905	0.01914854215512678
GSE185454	class	weighted_f1	0.914529074187046	0.021932643907146852
GSE185454	class	weighted_precision	0.9863798198427822	0.008715225169070345
GSE185454	class	weighted_recall	0.905	0.01914854215512678
GSE185454	family	macro_f1	0.8534009598936432	0.0862536425328882
GSE185454	family	macro_precision	0.9873350383631714	0.003958035959913976
GSE185454	family	macro_recall	0.8461309523809524	0.09056570747967586
GSE185454	family	micro_f1	0.98	0.011547005383792526
GSE185454	family	micro_precision	0.98	0.011547005383792526
GSE185454	family	micro_recall	0.98	0.011547005383792526
GSE185454	family	overall_accuracy	0.98	0.011547005383792526
GSE185454	family	weighted_f1	0.975841693863463	0.013618565815156969
GSE185454	family	weighted_precision	0.9807364092760511	0.011366531836141116
GSE185454	family	weighted_recall	0.98	0.011547005383792526
GSE185454	global	macro_f1	0.9814933431600644	0.023763241491631212
GSE185454	global	macro_precision	0.9920097054886212	0.009383134593768678
GSE185454	global	macro_recall	0.9729166666666667	0.03560001560548969
GSE185454	global	micro_f1	0.9875	0.01500000000000002
GSE185454	global	micro_precision	0.9875	0.01500000000000002
GSE185454	global	micro_recall	0.9875	0.01500000000000002
GSE185454	global	overall_accuracy	0.9875	0.01500000000000002
GSE185454	global	weighted_f1	0.9872139687219079	0.015400897701299567
GSE185454	global	weighted_precision	0.9879099732262383	0.014485935439998668
GSE185454	global	weighted_recall	0.9875	0.01500000000000002
GSE185454	subclass	macro_f1	0.6827040233453792	0.07161249820011623
GSE185454	subclass	macro_precision	0.8916479091636655	0.03564051673995065
GSE185454	subclass	macro_recall	0.6959718572397386	0.06809065727869165
GSE185454	subclass	micro_f1	0.76	0.021602468994692897
GSE185454	subclass	micro_precision	0.76	0.021602468994692897
GSE185454	subclass	micro_recall	0.76	0.021602468994692897
GSE185454	subclass	overall_accuracy	0.76	0.021602468994692897
GSE185454	subclass	weighted_f1	0.800881106486453	0.015909588875338446
GSE185454	subclass	weighted_precision	0.9441088378634268	0.008576226682278225
GSE185454	subclass	weighted_recall	0.76	0.021602468994692897
GSE199460.2	class	macro_f1	0.952151636475628	0.030646507189203354
GSE199460.2	class	macro_precision	1.0	0.0
GSE199460.2	class	macro_recall	0.9094897959183674	0.055847004963100876
GSE199460.2	class	micro_f1	0.9094897959183674	0.055847004963100876
GSE199460.2	class	micro_precision	0.9094897959183674	0.055847004963100876
GSE199460.2	class	micro_recall	0.9094897959183674	0.055847004963100876
GSE199460.2	class	overall_accuracy	0.9094897959183674	0.055847004963100876
GSE199460.2	class	weighted_f1	0.9521516364756278	0.030646507189203396
GSE199460.2	class	weighted_precision	1.0	0.0
GSE199460.2	class	weighted_recall	0.9094897959183674	0.055847004963100876
GSE199460.2	family	macro_f1	0.952151636475628	0.030646507189203354
GSE199460.2	family	macro_precision	1.0	0.0
GSE199460.2	family	macro_recall	0.9094897959183674	0.055847004963100876
GSE199460.2	family	micro_f1	0.9094897959183674	0.055847004963100876
GSE199460.2	family	micro_precision	0.9094897959183674	0.055847004963100876
GSE199460.2	family	micro_recall	0.9094897959183674	0.055847004963100876
GSE199460.2	family	overall_accuracy	0.9094897959183674	0.055847004963100876
GSE199460.2	family	weighted_f1	0.9521516364756278	0.030646507189203396
GSE199460.2	family	weighted_precision	1.0	0.0
GSE199460.2	family	weighted_recall	0.9094897959183674	0.055847004963100876
GSE199460.2	global	macro_f1	0.9897948557742373	0.0001472678915310613
GSE199460.2	global	macro_precision	1.0	0.0
GSE199460.2	global	macro_recall	0.979795918367347	0.00028861501272908877
GSE199460.2	global	micro_f1	0.979795918367347	0.00028861501272908877
GSE199460.2	global	micro_precision	0.979795918367347	0.00028861501272908877
GSE199460.2	global	micro_recall	0.979795918367347	0.00028861501272908877
GSE199460.2	global	overall_accuracy	0.979795918367347	0.00028861501272908877
GSE199460.2	global	weighted_f1	0.9897948557742371	0.0001472678915312968
GSE199460.2	global	weighted_precision	1.0	0.0
GSE199460.2	global	weighted_recall	0.979795918367347	0.00028861501272908877
GSE199460.2	subclass	macro_f1	0.943669985775249	0.03500329443142509
GSE199460.2	subclass	macro_precision	1.0	0.0
GSE199460.2	subclass	macro_recall	0.8943877551020407	0.0627737652686016
GSE199460.2	subclass	micro_f1	0.8943877551020407	0.0627737652686016
GSE199460.2	subclass	micro_precision	0.8943877551020407	0.0627737652686016
GSE199460.2	subclass	micro_recall	0.8943877551020407	0.0627737652686016
GSE199460.2	subclass	overall_accuracy	0.8943877551020407	0.0627737652686016
GSE199460.2	subclass	weighted_f1	0.943669985775249	0.03500329443142509
GSE199460.2	subclass	weighted_precision	1.0	0.0
GSE199460.2	subclass	weighted_recall	0.8943877551020407	0.0627737652686016
GSE214244.1	class	macro_f1	0.679577126131587	0.013292594835353264
GSE214244.1	class	macro_precision	0.926645249511103	0.029138107185530587
GSE214244.1	class	macro_recall	0.7016510059988321	0.0021077030401926555
GSE214244.1	class	micro_f1	0.8766666666666666	0.02081665999466135
GSE214244.1	class	micro_precision	0.8766666666666666	0.02081665999466135
GSE214244.1	class	micro_recall	0.8766666666666666	0.02081665999466135
GSE214244.1	class	overall_accuracy	0.8766666666666666	0.02081665999466135
GSE214244.1	class	weighted_f1	0.8599557220202815	0.018019118797942477
GSE214244.1	class	weighted_precision	0.9513819651231891	0.008766575846079616
GSE214244.1	class	weighted_recall	0.8766666666666666	0.02081665999466135
GSE214244.1	family	macro_f1	0.8224342689887298	0.013292594835353333
GSE214244.1	family	macro_precision	0.9388710412592527	0.024281755987942213
GSE214244.1	family	macro_recall	0.8445081488559749	0.0021077030401926555
GSE214244.1	family	micro_f1	0.9466666666666667	0.01527525231651939
GSE214244.1	family	micro_precision	0.9466666666666667	0.01527525231651939
GSE214244.1	family	micro_recall	0.9466666666666667	0.01527525231651939
GSE214244.1	family	overall_accuracy	0.9466666666666667	0.01527525231651939
GSE214244.1	family	weighted_f1	0.9299557220202814	0.018278158334295462
GSE214244.1	family	weighted_precision	0.9547031495502267	0.00997286827001757
GSE214244.1	family	weighted_recall	0.9466666666666667	0.01527525231651939
GSE214244.1	global	macro_f1	0.989721145225066	0.0004401417484663919
GSE214244.1	global	macro_precision	0.9909760802469135	0.0011125769972789583
GSE214244.1	global	macro_recall	0.9886814223485062	0.0019461124152614904
GSE214244.1	global	micro_f1	0.9899999999999999	0.0
GSE214244.1	global	micro_precision	0.9899999999999999	0.0
GSE214244.1	global	micro_recall	0.9899999999999999	0.0
GSE214244.1	global	overall_accuracy	0.9899999999999999	0.0
GSE214244.1	global	weighted_f1	0.9899882808530558	1.559843032021743e-05
GSE214244.1	global	weighted_precision	0.9901804783950617	2.2251539945573344e-05
GSE214244.1	global	weighted_recall	0.9899999999999999	0.0
GSE214244.1	subclass	macro_f1	0.5756189963541496	0.02948549416606179
GSE214244.1	subclass	macro_precision	0.9217917696576232	0.026450827590607146
GSE214244.1	subclass	macro_recall	0.5955914556458035	0.03128500580361052
GSE214244.1	subclass	micro_f1	0.8566666666666666	0.020816659994661358
GSE214244.1	subclass	micro_precision	0.8566666666666666	0.020816659994661358
GSE214244.1	subclass	micro_recall	0.8566666666666666	0.020816659994661358
GSE214244.1	subclass	overall_accuracy	0.8566666666666666	0.020816659994661358
GSE214244.1	subclass	weighted_f1	0.8399557220202815	0.019120510053940578
GSE214244.1	subclass	weighted_precision	0.9502341806473765	0.00915853022388557
GSE214244.1	subclass	weighted_recall	0.8566666666666666	0.020816659994661358
GSE247339.1	class	macro_f1	0.49485550159626096	0.06991859795996727
GSE247339.1	class	macro_precision	0.7578007496969131	0.08914147488434525
GSE247339.1	class	macro_recall	0.5717058403294437	0.05616372020997542
GSE247339.1	class	micro_f1	0.6657356875334404	0.09297617009898324
GSE247339.1	class	micro_precision	0.6657356875334404	0.09297617009898324
GSE247339.1	class	micro_recall	0.6657356875334404	0.09297617009898324
GSE247339.1	class	overall_accuracy	0.6657356875334404	0.09297617009898324
GSE247339.1	class	weighted_f1	0.6493423001387227	0.09093030867052239
GSE247339.1	class	weighted_precision	0.8649903992167599	0.044185342981248966
GSE247339.1	class	weighted_recall	0.6657356875334404	0.09297617009898324
GSE247339.1	family	macro_f1	0.6467645249614454	0.07083674826618305
GSE247339.1	family	macro_precision	0.8308831927197534	0.08530852414248372
GSE247339.1	family	macro_recall	0.698423431024475	0.07437277755287326
GSE247339.1	family	micro_f1	0.7734028892455859	0.08385530445603843
GSE247339.1	family	micro_precision	0.7734028892455859	0.08385530445603843
GSE247339.1	family	micro_recall	0.7734028892455859	0.08385530445603843
GSE247339.1	family	overall_accuracy	0.7734028892455859	0.08385530445603843
GSE247339.1	family	weighted_f1	0.7623163496364784	0.08665242149373949
GSE247339.1	family	weighted_precision	0.8864508962327878	0.04379687186154063
GSE247339.1	family	weighted_recall	0.7734028892455859	0.08385530445603843
GSE247339.1	global	macro_f1	0.6054488423301535	0.13161742087771514
GSE247339.1	global	macro_precision	0.7229869678301284	0.07279471275738081
GSE247339.1	global	macro_recall	0.7346540116532192	0.14931633640397857
GSE247339.1	global	micro_f1	0.8721508828250402	0.06596445663263582
GSE247339.1	global	micro_precision	0.8721508828250402	0.06596445663263582
GSE247339.1	global	micro_recall	0.8721508828250402	0.06596445663263582
GSE247339.1	global	overall_accuracy	0.8721508828250402	0.06596445663263582
GSE247339.1	global	weighted_f1	0.886264811510697	0.05507278063050426
GSE247339.1	global	weighted_precision	0.9458872801540723	0.02292596996796133
GSE247339.1	global	weighted_recall	0.8721508828250402	0.06596445663263582
GSE247339.1	subclass	macro_f1	0.5383546086778717	0.06529944232293503
GSE247339.1	subclass	macro_precision	0.7911672661667909	0.0731047343914894
GSE247339.1	subclass	macro_recall	0.6030300563577405	0.05531251723943178
GSE247339.1	subclass	micro_f1	0.6657356875334404	0.09297617009898324
GSE247339.1	subclass	micro_precision	0.6657356875334404	0.09297617009898324
GSE247339.1	subclass	micro_recall	0.6657356875334404	0.09297617009898324
GSE247339.1	subclass	overall_accuracy	0.6657356875334404	0.09297617009898324
GSE247339.1	subclass	weighted_f1	0.6472271142948445	0.09259465873821161
GSE247339.1	subclass	weighted_precision	0.8642743089653266	0.044820020278350164
GSE247339.1	subclass	weighted_recall	0.6657356875334404	0.09297617009898324
