"method"	"cutoff"	"fit"	"se"	"lower"	"upper"
"seurat"	0	0.899763814401036	0.0268672724884626	0.833512223895343	0.9415017632768
"scvi"	0	0.932927529980956	0.0186408930959095	0.885813355655698	0.961448120952432
"seurat"	0.05	0.897846282458563	0.027322575657282	0.830566909688042	0.940329351314659
"scvi"	0.05	0.922788086676274	0.0212253686845397	0.869548364518343	0.95541380635001
"seurat"	0.1	0.8958963120915	0.0277833969951522	0.827580065180223	0.939135042633124
"scvi"	0.1	0.911261645506681	0.024088994716054	0.851355189173678	0.948485634851598
"seurat"	0.15	0.893913517588233	0.0282497171976503	0.824551483298546	0.93791849109353
"scvi"	0.15	0.898204316681689	0.0272373468078301	0.831117369931262	0.94054795899651
"seurat"	0.2	0.891897514977763	0.0287215129006928	0.821480970037091	0.936679347582429
"scvi"	0.2	0.883471368094001	0.0306677798620385	0.808743014196602	0.93147562739566
"seurat"	0.25	0.88984792232744	0.0291987565455852	0.818368344964502	0.935417260093335
"scvi"	0.25	0.866922034091297	0.0343669615897848	0.784173975927071	0.921135030551425
"seurat"	0.5	0.879082923036238	0.0316654186395639	0.80216824172562	0.928750151738166
"scvi"	0.5	0.753148209174729	0.0553825144354998	0.629860162656978	0.845447322517753
"seurat"	0.75	0.867422619610322	0.0342614965614768	0.78489697445909	0.921455149326562
"scvi"	0.75	0.588298027134724	0.0721535724120633	0.443504288578529	0.719265241216398
