"method"	"cutoff"	"fit"	"se"	"lower"	"upper"
"seurat"	0	0.938538550764723	0.0131023344928885	0.907267881299632	0.959732299843763
"scvi"	0	0.960340539337752	0.00865140089891135	0.9394455200676	0.974223323172202
"seurat"	0.05	0.935880384542818	0.0136294933044614	0.903398749962411	0.957948635670956
"scvi"	0.05	0.95115591183174	0.0105523353664677	0.925797853806864	0.968146200783329
"seurat"	0.1	0.933115447278238	0.0141746099083113	0.899385459008332	0.95608986984303
"scvi"	0.1	0.939977184805094	0.0128142898799936	0.90937056722466	0.960694351521922
"seurat"	0.15	0.930240168825972	0.0147380029808155	0.895224122879626	0.954153178053641
"scvi"	0.15	0.926437900532918	0.0154779276917978	0.889739091972395	0.951586658818266
"seurat"	0.2	0.927250922606603	0.0153199689053596	0.890910878498428	0.952135659439033
"scvi"	0.2	0.910136545687656	0.0185745829158082	0.866478910699008	0.940499603810482
"seurat"	0.25	0.924144030682493	0.0159207786216628	0.886441898228062	0.950034337228544
"scvi"	0.25	0.89064919412309	0.0221182423453446	0.839197908252166	0.927068500749841
"seurat"	0.5	0.906713343848217	0.0192147491124702	0.861631305018289	0.93816132333356
"scvi"	0.5	0.732593420052691	0.044494098875778	0.637067045836882	0.810457312664198
"seurat"	0.75	0.885772393003583	0.0229994605821884	0.832400570315449	0.923705823336222
"scvi"	0.75	0.479574294466485	0.0567107020070149	0.371193561190385	0.589912384424694
