method	reference	cutoff	subsample_ref	score_inner	held_out_study
scvi	Dissection Anterior cingulate cortex ACC	0.05	500	0.9831263148079836	CMC
scvi	Dissection Anterior cingulate cortex ACC	0.1	50	0.9812100823099886	CMC
scvi	Dissection Anterior cingulate cortex ACC	0.1	100	0.977237186883187	CMC
scvi	Dissection Anterior cingulate cortex ACC	0.1	500	0.9831263148079835	CMC
scvi	Dissection Anterior cingulate cortex ACC	0.15	50	0.9810474443241594	CMC
scvi	Dissection Anterior cingulate cortex ACC	0.15	100	0.977157999467314	CMC
scvi	Dissection Anterior cingulate cortex ACC	0.15	500	0.9831489770549784	CMC
scvi	Dissection Anterior cingulate cortex ACC	0.2	50	0.9782900655918495	CMC
scvi	Dissection Anterior cingulate cortex ACC	0.2	100	0.9757518140120898	CMC
scvi	Dissection Anterior cingulate cortex ACC	0.2	500	0.9812479603729277	CMC
scvi	Dissection Anterior cingulate cortex ACC	0.25	50	0.9717154184772646	CMC
scvi	Dissection Anterior cingulate cortex ACC	0.25	100	0.971455767647165	CMC
scvi	Dissection Anterior cingulate cortex ACC	0.25	500	0.9807113988833193	CMC
scvi	Dissection Anterior cingulate cortex ACC	0.5	50	0.8826500192443144	CMC
scvi	Dissection Anterior cingulate cortex ACC	0.5	100	0.8951346170756344	CMC
scvi	Dissection Anterior cingulate cortex ACC	0.75	50	0.6223703316740019	CMC
scvi	Dissection Anterior cingulate cortex ACC	0.75	100	0.6769576195914772	CMC
scvi	Dissection Dorsolateral prefrontal cortex DFC	0.0	50	0.946437264936433	CMC
scvi	Dissection Dorsolateral prefrontal cortex DFC	0.0	100	0.9225988835215302	CMC
scvi	Dissection Dorsolateral prefrontal cortex DFC	0.0	500	0.8788973872138033	CMC
scvi	Dissection Dorsolateral prefrontal cortex DFC	0.05	50	0.946437264936433	CMC
scvi	Dissection Dorsolateral prefrontal cortex DFC	0.05	100	0.9225988835215302	CMC
scvi	Dissection Dorsolateral prefrontal cortex DFC	0.05	500	0.8788973872138033	CMC
scvi	Dissection Dorsolateral prefrontal cortex DFC	0.1	50	0.946437264936433	CMC
scvi	Dissection Dorsolateral prefrontal cortex DFC	0.1	100	0.9225988835215302	CMC
scvi	Dissection Dorsolateral prefrontal cortex DFC	0.1	500	0.8788973872138034	CMC
scvi	Dissection Dorsolateral prefrontal cortex DFC	0.15	50	0.9465751085180305	CMC
scvi	Dissection Dorsolateral prefrontal cortex DFC	0.15	100	0.9226039573875021	CMC
scvi	Dissection Dorsolateral prefrontal cortex DFC	0.15	500	0.8789218186563803	CMC
scvi	Dissection Dorsolateral prefrontal cortex DFC	0.2	50	0.9411296743704659	CMC
scvi	Dissection Dorsolateral prefrontal cortex DFC	0.2	100	0.918783327029353	CMC
scvi	Dissection Dorsolateral prefrontal cortex DFC	0.2	500	0.8772415388604078	CMC
scvi	Dissection Dorsolateral prefrontal cortex DFC	0.25	50	0.9178748230324799	CMC
scvi	Dissection Dorsolateral prefrontal cortex DFC	0.25	100	0.8994499141351142	CMC
scvi	Dissection Dorsolateral prefrontal cortex DFC	0.25	500	0.8721209152493908	CMC
scvi	Dissection Dorsolateral prefrontal cortex DFC	0.5	50	0.7163761654011745	CMC
scvi	Dissection Dorsolateral prefrontal cortex DFC	0.5	100	0.6891127842547311	CMC
scvi	Dissection Dorsolateral prefrontal cortex DFC	0.75	50	0.26324756440545	CMC
scvi	Dissection Dorsolateral prefrontal cortex DFC	0.75	100	0.28493279572941815	CMC
scvi	Dissection Primary auditory cortexA1	0.0	50	0.9777051217638969	CMC
scvi	Dissection Primary auditory cortexA1	0.0	100	0.9806229052354895	CMC
scvi	Dissection Primary auditory cortexA1	0.0	500	0.9786744588770863	CMC
scvi	Dissection Primary auditory cortexA1	0.05	50	0.9777051217638969	CMC
scvi	Dissection Primary auditory cortexA1	0.05	100	0.9806229052354895	CMC
scvi	Dissection Primary auditory cortexA1	0.05	500	0.9786744588770863	CMC
scvi	Dissection Primary auditory cortexA1	0.1	50	0.9777051217638969	CMC
scvi	Dissection Primary auditory cortexA1	0.1	100	0.9806229052354895	CMC
scvi	Dissection Primary auditory cortexA1	0.1	500	0.9786744588770863	CMC
scvi	Dissection Primary auditory cortexA1	0.15	50	0.9777353492012802	CMC
scvi	Dissection Primary auditory cortexA1	0.15	100	0.9805404634115714	CMC
scvi	Dissection Primary auditory cortexA1	0.15	500	0.9786659303002315	CMC
scvi	Dissection Primary auditory cortexA1	0.2	50	0.9768912249079015	CMC
scvi	Dissection Primary auditory cortexA1	0.2	100	0.97807402181555	CMC
scvi	Dissection Primary auditory cortexA1	0.2	500	0.9777757400484084	CMC
scvi	Dissection Primary auditory cortexA1	0.25	50	0.9710130718350107	CMC
scvi	Dissection Primary auditory cortexA1	0.25	100	0.9755188492547233	CMC
scvi	Dissection Primary auditory cortexA1	0.25	500	0.9792825824589251	CMC
scvi	Dissection Primary auditory cortexA1	0.5	50	0.8794640363551053	CMC
scvi	Dissection Primary auditory cortexA1	0.5	100	0.9122386774881306	CMC
scvi	Dissection Primary auditory cortexA1	0.75	50	0.6498957995990231	CMC
scvi	Dissection Primary auditory cortexA1	0.75	100	0.7223092915317929	CMC
scvi	Dissection Primary somatosensory cortex S1	0.0	50	0.9791559695150348	CMC
scvi	Dissection Primary somatosensory cortex S1	0.0	100	0.9811639788847849	CMC
scvi	Dissection Primary somatosensory cortex S1	0.0	500	0.9823199880567861	CMC
scvi	Dissection Primary somatosensory cortex S1	0.05	50	0.9791559695150348	CMC
scvi	Dissection Primary somatosensory cortex S1	0.05	100	0.9811639788847849	CMC
scvi	Dissection Primary somatosensory cortex S1	0.05	500	0.9823199880567861	CMC
scvi	Dissection Primary somatosensory cortex S1	0.1	50	0.9791559695150348	CMC
scvi	Dissection Primary somatosensory cortex S1	0.1	100	0.9811639788847849	CMC
scvi	Dissection Primary somatosensory cortex S1	0.1	500	0.9823199880567861	CMC
scvi	Dissection Primary somatosensory cortex S1	0.15	50	0.9791759097904617	CMC
scvi	Dissection Primary somatosensory cortex S1	0.15	100	0.9812102413608276	CMC
scvi	Dissection Primary somatosensory cortex S1	0.15	500	0.9822429051502203	CMC
scvi	Dissection Primary somatosensory cortex S1	0.2	50	0.9761604087567001	CMC
scvi	Dissection Primary somatosensory cortex S1	0.2	100	0.9810378759744252	CMC
scvi	Dissection Primary somatosensory cortex S1	0.2	500	0.9794342739610163	CMC
scvi	Dissection Primary somatosensory cortex S1	0.25	50	0.9722878907001539	CMC
scvi	Dissection Primary somatosensory cortex S1	0.25	100	0.9769972471350796	CMC
scvi	Dissection Primary somatosensory cortex S1	0.25	500	0.978227534352374	CMC
scvi	Dissection Primary somatosensory cortex S1	0.5	50	0.8930153593838754	CMC
scvi	Dissection Primary somatosensory cortex S1	0.5	100	0.9232281746651629	CMC
scvi	Dissection Primary somatosensory cortex S1	0.75	50	0.6348322488903148	CMC
scvi	Dissection Primary somatosensory cortex S1	0.75	100	0.7332251640444672	CMC
scvi	Dissection Primary visual cortexV1	0.0	50	0.9761998694572231	CMC
scvi	Dissection Primary visual cortexV1	0.0	100	0.9766692041841063	CMC
scvi	Dissection Primary visual cortexV1	0.0	500	0.9797918720718269	CMC
scvi	Dissection Primary visual cortexV1	0.05	50	0.9761998694572231	CMC
scvi	Dissection Primary visual cortexV1	0.05	100	0.9766692041841063	CMC
scvi	Dissection Primary visual cortexV1	0.05	500	0.9797918720718269	CMC
scvi	Dissection Primary visual cortexV1	0.1	50	0.9761998694572231	CMC
scvi	Dissection Primary visual cortexV1	0.1	100	0.9766692041841063	CMC
scvi	Dissection Primary visual cortexV1	0.1	500	0.9797918720718269	CMC
scvi	Dissection Primary visual cortexV1	0.15	50	0.9750977327310528	CMC
scvi	Dissection Primary visual cortexV1	0.15	100	0.9767638596354814	CMC
scvi	Dissection Primary visual cortexV1	0.15	500	0.9799175946385665	CMC
scvi	Dissection Primary visual cortexV1	0.2	50	0.9726960439162688	CMC
scvi	Dissection Primary visual cortexV1	0.2	100	0.9750879836037258	CMC
scvi	Dissection Primary visual cortexV1	0.2	500	0.9765330928496782	CMC
scvi	Dissection Primary visual cortexV1	0.25	50	0.9654602712147168	CMC
scvi	Dissection Primary visual cortexV1	0.25	100	0.9691827354320554	CMC
scvi	Dissection Primary visual cortexV1	0.25	500	0.9760587885300055	CMC
scvi	Dissection Primary visual cortexV1	0.5	50	0.8293075036420416	CMC
scvi	Dissection Primary visual cortexV1	0.5	100	0.8979050421083201	CMC
scvi	Dissection Primary visual cortexV1	0.75	50	0.5962080128398943	CMC
scvi	Dissection Primary visual cortexV1	0.75	100	0.6642498051989011	CMC
scvi	Human Multiple Cortical Areas SMART-seq	0.0	50	0.9523769470781802	CMC
scvi	Human Multiple Cortical Areas SMART-seq	0.0	100	0.9684214916590739	CMC
scvi	Human Multiple Cortical Areas SMART-seq	0.0	500	0.9511333399457668	CMC
scvi	Human Multiple Cortical Areas SMART-seq	0.05	50	0.9523769470781802	CMC
scvi	Human Multiple Cortical Areas SMART-seq	0.05	100	0.9684214916590739	CMC
scvi	Human Multiple Cortical Areas SMART-seq	0.05	500	0.9511333399457668	CMC
scvi	Human Multiple Cortical Areas SMART-seq	0.1	50	0.9523769470781802	CMC
scvi	Human Multiple Cortical Areas SMART-seq	0.1	100	0.9684214916590739	CMC
scvi	Human Multiple Cortical Areas SMART-seq	0.1	500	0.9511333399457668	CMC
scvi	Human Multiple Cortical Areas SMART-seq	0.15	50	0.9522711872929831	CMC
scvi	Human Multiple Cortical Areas SMART-seq	0.15	100	0.9684569882655886	CMC
scvi	Human Multiple Cortical Areas SMART-seq	0.15	500	0.9511333399457668	CMC
scvi	Human Multiple Cortical Areas SMART-seq	0.2	50	0.948924860464479	CMC
scvi	Human Multiple Cortical Areas SMART-seq	0.2	100	0.9666637879395935	CMC
scvi	Human Multiple Cortical Areas SMART-seq	0.2	500	0.948863574909436	CMC
scvi	Human Multiple Cortical Areas SMART-seq	0.25	50	0.9366216490776722	CMC
scvi	Human Multiple Cortical Areas SMART-seq	0.25	100	0.954120537499312	CMC
scvi	Human Multiple Cortical Areas SMART-seq	0.25	500	0.9486526716093184	CMC
scvi	Human Multiple Cortical Areas SMART-seq	0.5	50	0.7325428582091807	CMC
scvi	Human Multiple Cortical Areas SMART-seq	0.5	100	0.7886260769442625	CMC
scvi	Human Multiple Cortical Areas SMART-seq	0.75	50	0.2538763232771292	CMC
scvi	Human Multiple Cortical Areas SMART-seq	0.75	100	0.29551040054361505	CMC
scvi	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	0.0	50	0.9778769933955468	CMC
scvi	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	0.0	100	0.9811065976254828	CMC
scvi	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	0.0	500	0.9839842447950603	CMC
scvi	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	0.05	50	0.9778769933955468	CMC
scvi	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	0.05	100	0.9811065976254828	CMC
scvi	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	0.05	500	0.9839842447950603	CMC
scvi	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	0.1	50	0.9778769933955468	CMC
scvi	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	0.1	100	0.9811065976254828	CMC
scvi	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	0.1	500	0.9839842447950603	CMC
scvi	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	0.15	50	0.9777743335462554	CMC
scvi	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	0.15	100	0.9812540015998003	CMC
scvi	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	0.15	500	0.9839645613993985	CMC
scvi	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	0.2	50	0.9753705446401467	CMC
scvi	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	0.2	100	0.9812486376457121	CMC
scvi	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	0.2	500	0.984273860439629	CMC
scvi	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	0.25	50	0.9719752588353084	CMC
scvi	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	0.25	100	0.9771935727561817	CMC
scvi	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	0.25	500	0.9838862469491437	CMC
scvi	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	0.5	50	0.9002612869074417	CMC
scvi	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	0.5	100	0.931632869811711	CMC
scvi	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	0.75	50	0.6863189897748432	CMC
scvi	Whole Taxonomy - DLPFC Seattle Alzheimers Disease Atlas SEA-AD	0.75	100	0.7704793489089437	CMC
scvi	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	0.0	50	0.9795858312917094	CMC
scvi	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	0.0	100	0.9821009119027403	CMC
scvi	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	0.0	500	0.9828681859626387	CMC
scvi	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	0.05	50	0.9795858312917094	CMC
scvi	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	0.05	100	0.9821009119027403	CMC
scvi	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	0.05	500	0.9828681859626387	CMC
scvi	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	0.1	50	0.9795858312917094	CMC
scvi	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	0.1	100	0.9821009119027403	CMC
scvi	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	0.1	500	0.9828681859626387	CMC
scvi	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	0.15	50	0.979563075110106	CMC
scvi	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	0.15	100	0.9821052812674862	CMC
scvi	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	0.15	500	0.9828610997021344	CMC
scvi	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	0.2	50	0.9787947110923457	CMC
scvi	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	0.2	100	0.9808473716122362	CMC
scvi	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	0.2	500	0.9830239528833459	CMC
scvi	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	0.25	50	0.9740864541636302	CMC
scvi	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	0.25	100	0.9780503147477589	CMC
scvi	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	0.25	500	0.9843326573893066	CMC
scvi	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	0.5	50	0.9031084588226737	CMC
scvi	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	0.5	100	0.9356470326003306	CMC
scvi	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	0.75	50	0.6714653032016337	CMC
scvi	Whole Taxonomy - MTG Seattle Alzheimers Disease Atlas SEA-AD	0.75	100	0.7667806867117031	CMC
scvi	whole cortex	0.0	50	0.9801062804641024	CMC
scvi	whole cortex	0.0	100	0.9817525646496058	CMC
scvi	whole cortex	0.0	500	0.983522238986336	CMC
scvi	whole cortex	0.05	50	0.9801062804641024	CMC
scvi	whole cortex	0.05	100	0.9817525646496058	CMC
scvi	whole cortex	0.05	500	0.983522238986336	CMC
scvi	whole cortex	0.1	50	0.9801062804641024	CMC
scvi	whole cortex	0.1	100	0.9817525646496058	CMC
scvi	whole cortex	0.1	500	0.983522238986336	CMC
scvi	whole cortex	0.15	50	0.9802113405436447	CMC
scvi	whole cortex	0.15	100	0.9816506725326596	CMC
scvi	whole cortex	0.15	500	0.9835128971095851	CMC
scvi	whole cortex	0.2	50	0.9784579800085152	CMC
scvi	whole cortex	0.2	100	0.9813451247382209	CMC
scvi	whole cortex	0.2	500	0.9836293794470278	CMC
scvi	whole cortex	0.25	50	0.9756335182999774	CMC
scvi	whole cortex	0.25	100	0.9775798143498455	CMC
scvi	whole cortex	0.25	500	0.9841577540552771	CMC
scvi	whole cortex	0.5	50	0.9111762068885809	CMC
scvi	whole cortex	0.5	100	0.931529247597864	CMC
scvi	whole cortex	0.75	50	0.6972694835179573	CMC
scvi	whole cortex	0.75	100	0.7734729510167778	CMC
seurat	Dissection Angular gyrus AnG	0.0	50	0.9759476538923286	CMC
seurat	Dissection Angular gyrus AnG	0.0	100	0.9763753674607337	CMC
seurat	Dissection Angular gyrus AnG	0.0	500	0.9727339834787644	CMC
seurat	Dissection Angular gyrus AnG	0.05	50	0.9759476538923286	CMC
seurat	Dissection Angular gyrus AnG	0.05	100	0.9763753674607337	CMC
seurat	Dissection Angular gyrus AnG	0.05	500	0.9727339834787644	CMC
seurat	Dissection Angular gyrus AnG	0.1	50	0.9759476538923286	CMC
seurat	Dissection Angular gyrus AnG	0.1	100	0.9763753674607337	CMC
seurat	Dissection Angular gyrus AnG	0.1	500	0.9727339834787644	CMC
seurat	Dissection Angular gyrus AnG	0.15	50	0.9759476538923286	CMC
seurat	Dissection Angular gyrus AnG	0.15	100	0.9763753674607337	CMC
seurat	Dissection Angular gyrus AnG	0.15	500	0.9727339834787644	CMC
seurat	Dissection Angular gyrus AnG	0.2	50	0.9759476538923286	CMC
seurat	Dissection Angular gyrus AnG	0.2	100	0.9763753674607337	CMC
seurat	Dissection Angular gyrus AnG	0.2	500	0.9727339834787644	CMC
seurat	Dissection Angular gyrus AnG	0.25	50	0.9759476538923286	CMC
seurat	Dissection Angular gyrus AnG	0.25	100	0.9763753674607338	CMC
seurat	Dissection Angular gyrus AnG	0.25	500	0.9731341410146053	CMC
seurat	Dissection Angular gyrus AnG	0.5	50	0.9717412055218889	CMC
seurat	Dissection Angular gyrus AnG	0.5	100	0.9734137198069026	CMC
seurat	Dissection Angular gyrus AnG	0.75	50	0.9084828908933533	CMC
seurat	Dissection Angular gyrus AnG	0.75	100	0.9107300930446481	CMC
seurat	Dissection Anterior cingulate cortex ACC	0.0	50	0.9743160973091803	CMC
seurat	Dissection Anterior cingulate cortex ACC	0.0	100	0.9744880634118014	CMC
seurat	Dissection Anterior cingulate cortex ACC	0.0	500	0.9742213133703869	CMC
seurat	Dissection Anterior cingulate cortex ACC	0.05	50	0.9743160973091803	CMC
seurat	Dissection Anterior cingulate cortex ACC	0.05	100	0.9744880634118014	CMC
seurat	Dissection Anterior cingulate cortex ACC	0.05	500	0.9742213133703869	CMC
seurat	Dissection Anterior cingulate cortex ACC	0.1	50	0.9743160973091803	CMC
seurat	Dissection Anterior cingulate cortex ACC	0.1	100	0.9744880634118014	CMC
seurat	Dissection Anterior cingulate cortex ACC	0.1	500	0.9742213133703869	CMC
seurat	Dissection Anterior cingulate cortex ACC	0.15	50	0.9743160973091803	CMC
seurat	Dissection Anterior cingulate cortex ACC	0.15	100	0.9744880634118014	CMC
seurat	Dissection Anterior cingulate cortex ACC	0.15	500	0.9742213133703869	CMC
seurat	Dissection Anterior cingulate cortex ACC	0.2	50	0.9743160973091803	CMC
seurat	Dissection Anterior cingulate cortex ACC	0.2	100	0.9744880634118014	CMC
seurat	Dissection Anterior cingulate cortex ACC	0.2	500	0.9742213133703869	CMC
seurat	Dissection Anterior cingulate cortex ACC	0.25	50	0.9742942506255068	CMC
seurat	Dissection Anterior cingulate cortex ACC	0.25	100	0.9745610983097607	CMC
seurat	Dissection Anterior cingulate cortex ACC	0.25	500	0.97624516218341	CMC
seurat	Dissection Anterior cingulate cortex ACC	0.5	50	0.9705459968169335	CMC
seurat	Dissection Anterior cingulate cortex ACC	0.5	100	0.9721132879093527	CMC
seurat	Dissection Anterior cingulate cortex ACC	0.75	50	0.9051944939420544	CMC
seurat	Dissection Anterior cingulate cortex ACC	0.75	100	0.9019410165563733	CMC
seurat	Dissection Dorsolateral prefrontal cortex DFC	0.0	50	0.8702518468327126	CMC
seurat	Dissection Dorsolateral prefrontal cortex DFC	0.0	100	0.812143443267048	CMC
seurat	Dissection Dorsolateral prefrontal cortex DFC	0.0	500	0.6921183331216701	CMC
seurat	Dissection Dorsolateral prefrontal cortex DFC	0.05	50	0.8702518468327126	CMC
seurat	Dissection Dorsolateral prefrontal cortex DFC	0.05	100	0.812143443267048	CMC
seurat	Dissection Dorsolateral prefrontal cortex DFC	0.05	500	0.6921183331216703	CMC
seurat	Dissection Dorsolateral prefrontal cortex DFC	0.1	50	0.8702518468327126	CMC
seurat	Dissection Dorsolateral prefrontal cortex DFC	0.1	100	0.812143443267048	CMC
seurat	Dissection Dorsolateral prefrontal cortex DFC	0.1	500	0.6921183331216703	CMC
seurat	Dissection Dorsolateral prefrontal cortex DFC	0.15	50	0.8702518468327126	CMC
seurat	Dissection Dorsolateral prefrontal cortex DFC	0.15	100	0.812143443267048	CMC
seurat	Dissection Dorsolateral prefrontal cortex DFC	0.15	500	0.6921183331216703	CMC
seurat	Dissection Dorsolateral prefrontal cortex DFC	0.2	50	0.8702518468327126	CMC
seurat	Dissection Dorsolateral prefrontal cortex DFC	0.2	100	0.812143443267048	CMC
seurat	Dissection Dorsolateral prefrontal cortex DFC	0.2	500	0.6921183331216703	CMC
seurat	Dissection Dorsolateral prefrontal cortex DFC	0.25	50	0.8702518468327126	CMC
seurat	Dissection Dorsolateral prefrontal cortex DFC	0.25	100	0.812235842894478	CMC
seurat	Dissection Dorsolateral prefrontal cortex DFC	0.25	500	0.7026418496999791	CMC
seurat	Dissection Dorsolateral prefrontal cortex DFC	0.5	50	0.8266905369393859	CMC
seurat	Dissection Dorsolateral prefrontal cortex DFC	0.5	100	0.772083772725536	CMC
seurat	Dissection Dorsolateral prefrontal cortex DFC	0.75	50	0.7264685858910516	CMC
seurat	Dissection Dorsolateral prefrontal cortex DFC	0.75	100	0.7103096712336555	CMC
seurat	Dissection Primary auditory cortexA1	0.0	50	0.9761926814284728	CMC
seurat	Dissection Primary auditory cortexA1	0.0	100	0.9766124874043939	CMC
seurat	Dissection Primary auditory cortexA1	0.0	500	0.9706826868402824	CMC
seurat	Dissection Primary auditory cortexA1	0.05	50	0.9761926814284728	CMC
seurat	Dissection Primary auditory cortexA1	0.05	100	0.9766124874043939	CMC
seurat	Dissection Primary auditory cortexA1	0.05	500	0.9706826868402824	CMC
seurat	Dissection Primary auditory cortexA1	0.1	50	0.9761926814284728	CMC
seurat	Dissection Primary auditory cortexA1	0.1	100	0.9766124874043939	CMC
seurat	Dissection Primary auditory cortexA1	0.1	500	0.9706826868402824	CMC
seurat	Dissection Primary auditory cortexA1	0.15	50	0.9761926814284728	CMC
seurat	Dissection Primary auditory cortexA1	0.15	100	0.9766124874043939	CMC
seurat	Dissection Primary auditory cortexA1	0.15	500	0.9706826868402824	CMC
seurat	Dissection Primary auditory cortexA1	0.2	50	0.9761926814284728	CMC
seurat	Dissection Primary auditory cortexA1	0.2	100	0.9766124874043939	CMC
seurat	Dissection Primary auditory cortexA1	0.2	500	0.9706826868402824	CMC
seurat	Dissection Primary auditory cortexA1	0.25	50	0.9761926814284728	CMC
seurat	Dissection Primary auditory cortexA1	0.25	100	0.9766124874043939	CMC
seurat	Dissection Primary auditory cortexA1	0.25	500	0.9722347545513436	CMC
seurat	Dissection Primary auditory cortexA1	0.5	50	0.971163848455852	CMC
seurat	Dissection Primary auditory cortexA1	0.5	100	0.9719352496561245	CMC
seurat	Dissection Primary auditory cortexA1	0.75	50	0.9016647760613761	CMC
seurat	Dissection Primary auditory cortexA1	0.75	100	0.896253705414049	CMC
seurat	Dissection Primary somatosensory cortex S1	0.0	50	0.9759711227128547	CMC
seurat	Dissection Primary somatosensory cortex S1	0.0	100	0.9745437137754109	CMC
seurat	Dissection Primary somatosensory cortex S1	0.0	500	0.9730271440952496	CMC
seurat	Dissection Primary somatosensory cortex S1	0.05	50	0.9759711227128547	CMC
seurat	Dissection Primary somatosensory cortex S1	0.05	100	0.9745437137754109	CMC
seurat	Dissection Primary somatosensory cortex S1	0.05	500	0.9730271440952496	CMC
seurat	Dissection Primary somatosensory cortex S1	0.1	50	0.9759711227128547	CMC
seurat	Dissection Primary somatosensory cortex S1	0.1	100	0.9745437137754109	CMC
seurat	Dissection Primary somatosensory cortex S1	0.1	500	0.9730271440952496	CMC
seurat	Dissection Primary somatosensory cortex S1	0.15	50	0.9759711227128547	CMC
seurat	Dissection Primary somatosensory cortex S1	0.15	100	0.9745437137754109	CMC
seurat	Dissection Primary somatosensory cortex S1	0.15	500	0.9730271440952496	CMC
seurat	Dissection Primary somatosensory cortex S1	0.2	50	0.9758958421516303	CMC
seurat	Dissection Primary somatosensory cortex S1	0.2	100	0.9745780049999008	CMC
seurat	Dissection Primary somatosensory cortex S1	0.2	500	0.9730271440952496	CMC
seurat	Dissection Primary somatosensory cortex S1	0.25	50	0.9758130804424466	CMC
seurat	Dissection Primary somatosensory cortex S1	0.25	100	0.9746610907396966	CMC
