"method"	"cutoff"	"fit"	"se"	"lower"	"upper"
"seurat"	0	0.942348128777451	0.0207716835227442	0.885389244542313	0.971898226619443
"scvi"	0	0.927750564073755	0.0256432113990447	0.858480148489852	0.964516297413636
"seurat"	0.05	0.938382254492155	0.0221013708863385	0.878033317284212	0.969894468302578
"scvi"	0.05	0.910636884219446	0.031118950673828	0.828045942494438	0.955681864432846
"seurat"	0.1	0.934162627691252	0.0235039627240568	0.870269420013621	0.967753964826819
"scvi"	0.1	0.889950347640364	0.0374389210010773	0.792638293263314	0.944776807434941
"seurat"	0.15	0.929675693348943	0.0249816633971749	0.862083633878726	0.965468175668754
"scvi"	0.15	0.865184061242859	0.0445757794188881	0.752111703533218	0.931384712234667
"seurat"	0.2	0.924907547496376	0.0265364712903528	0.853462731292757	0.963028133716445
"scvi"	0.2	0.835872106678055	0.0524185083213094	0.706584704917934	0.91504139925577
"seurat"	0.25	0.919843984584379	0.0281701296319303	0.844394357350488	0.960424439110603
"scvi"	0.25	0.801648174334858	0.0607475301145118	0.656502059252393	0.895248479515009
"seurat"	0.5	0.889584720852519	0.0375571444733468	0.791994439854722	0.944591674993347
"scvi"	0.5	0.559865585658598	0.0941896599005398	0.375508838369982	0.729065857370622
"seurat"	0.75	0.849768089464341	0.0489236770661045	0.727420166393444	0.923012087005075
"scvi"	0.75	0.285897255668072	0.0782260491215284	0.158894868327291	0.459013470922979
